content,clean_emoji,language
sangat senang menggunakan apps ink menolong sekali disaat saat urgent. saya paling ga suka antri lama di dokter... skrg bisa konsult gratis dan juga bisa beli obatnya online dianterin sampai kerumah. thank you..,sangat senang menggunakan application ink menolong sekali disaat saat urgent. saya paling ga suka antri lama di dokter... skrg bisa konsult gratis dan juga bisa beli obatnya online dianterin sampai kerumah. thank you..,id
been using halodoc for years. never get disappointed. fast response from the pharmacy and the driver,been using halodoc for years. never get disappointed. fast response from the pharmacy and the driver,en
memuaskan dan menjajikan👍😁,memuaskan dan menjajikan,id
keren dan sangat membantu,keren dan sangat membantu,id
Sangat membantu dalam hal konsultasi dengan ahli.,sangat membantu dalam hal konsultasi dengan ahli.,id
sangat membantu.. keren mantap,sangat membantu.. keren mantap,id
Sangat bermanfaat. Terima kasih.,sangat bermanfaat. terima kasih.,id
aplikasinya sangat membantu. yg perlu diimprove adalah agar apotik yg dituju bisa lebih dekat dgn pemesan.,aplikasinya sangat membantu. yg perlu diimprove adalah agar apotik yg dituju bisa lebih dekat dgn pemesan.,id
Mempermudah untuk pengiriman obat dan terpercaya,mempermudah untuk pengiriman obat dan terpercaya,id
terimakasih dokter.... terimakasih untuk penyedia layanan ini. konsultasinya sangat mudah,terimakasih dokter.... terimakasih untuk penyedia layanan ini. konsultasinya sangat mudah,id
mempermudah pengambilan obat n tidak perlu capek antri,mempermudah pengambilan obat n tidak perlu capek antri,id
"i order halodoc and they assign gojek to deliver , but the medicine doesn't deliver, the pharmacy doesn't sent the medicine but also didn't cancel the order. so the status of application just fake, and they take my money from gopay.shame","i order halodoc and they assign gojek to deliver , but the medicine does not deliver, the pharmacy does not sent the medicine but also did not cancel the order. so the status of application just fake, and they take my money from gopay.shame",en
Puas dengan pelayanan..,puas dengan pelayanan..,id
An easy no hassle way to order your medicine. Upload your doctor prescription and it will be delivered into your doorstep,an easy no hassle way to order your medicine. upload your doctor prescription and it will be delivered into your doorstep,en
apakah halodoc beli obat sudah bisa di akses di bandar lampung? kenapa setiap beli obat via gosend selalu alasannya apotilnua tidak ditemukan oleh kurirnya?,apakah halodoc beli obat sudah bisa di akses di bandar lampung? kenapa setiap beli obat via gosend selalu alasannya apotilnua tidak ditemukan oleh kurirnya?,id
aplikasi ini sangat membantu.,aplikasi ini sangat membantu.,id
"pesennya di kota apa, dipesenin apoteknya ke kota apa. gimana ini seharusnya logicnya lgs pilihin apotek terdekat atau minimal 1 kota lah","pesennya di kota apa, dipesenin apoteknya ke kota apa. gimana ini seharusnya logicnya lgs pilihin apotek terdekat atau minimal 1 kota lah",id
sangat membantu. penggunaan nya jg mudah dan tidak repot. pelayanan yg diberikan cepat dan jelas. pokok nya top deh 👍👍👍👍👍,sangat membantu. penggunaan nya jg mudah dan tidak repot. pelayanan yg diberikan cepat dan jelas. pokok nya top deh,id
simplify my life,simplify my life,en
so helpful... terutama order obat dan konsul dokternya,so helpful... terutama order obat dan konsul dokternya,id
saya baru saja beli panadol 2 dan saya tidak terkesan dgn cara pengemasan obat dgn menggunakan terlalu banyak plastik. saya dpt plastik dari watson dan obat juga dikemas di dalam plastik dari halodoc. Terlalu boros plastik. Buat apa dibungkus plastik sampai 2 lapis?? Musti diajarin ya kayak gini? Gak bisa mikir sendiri?,saya baru saja beli panadol 2 dan saya tidak terkesan dgn cara pengemasan obat dgn menggunakan terlalu banyak plastik. saya dpt plastik dari watson dan obat juga dikemas di dalam plastik dari halodoc. terlalu boros plastik. buat apa dibungkus plastik sampai 2 lapis?? musti diajarin ya kayak gini? gak bisa mikir sendiri?,id
Applikasi ini yang sangat berguna dan sangat membantu. Semoga banyak orang memanfaatkannya. Sukses selalu dokter2 Indonesia.!!!,applikasi ini yang sangat berguna dan sangat membantu. semoga banyak orang memanfaatkannya. sukses selalu dokter2 indonesia.!!!,id
super excellent App!! Great customer-service support!! Best 'At HomeDoctor'😄,super excellent application!! great customer-service support!! best 'at homedoctor',en
semoga obatnya manjur,semoga obatnya manjur,id
sangat membantu dalam pertolongan pertama. thanks a lot ! 😍😍😍,sangat membantu dalam pertolongan pertama. thanks a lot !,id
pelayanan dokternya baik dan ramah 👍,pelayanan dokternya baik dan ramah,id
love this app. very helpful. altho the medicine is quite expensive but it's worth it since the doctor consultation is free.,love this application. very helpful. although the medicine is quite expensive but it is worth it since the doctor consultation is free.,en
very bad. my debit card was charged but my order wasn't prossesed. gopay doesn't work with this also and you cannot pay in cash. they said they will guve back my money but they never did.,very bad. my debit card was charged but my order was not prossesed. gopay does not work with this also and you cannot pay in cash. they said they will guve back my money but they never did.,en
beli obat nya cepet banget. awalnya agak sangsi beli obat yang bukan obat warung. eh adaaaa. mantap. nanti mau nyoba konsultasi online sama dokter ah. mereka punya nutritionist juga,beli obat nya cepet banget. awalnya agak sangsi beli obat yang bukan obat warung. eh adaaaa. mantap. nanti mau nyoba konsultasi online sama dokter ah. mereka punya nutritionist juga,id
"halodoc, bahwa perlu diingat kalian itu app pemesanan obat. biasanya orng yg pakai app ini adalah orng yg sedang sakit. kalau app kalian ada problem dll tolong diselesaikan secepatnya (kasus sy adalah di app tertulis obat sudah delivered, padahal belum). saya telepon CS DUA KALI yg kalian bisa katakan kpd saya adalah team kami akan melakukan pengecekan... dlm 1 jam masi tdk ada kabar.. mata saya sudah merah sakit berair lalu kalian dalam waktu 1 jam bahkan belum memberikan saya kabar?","halodoc, bahwa perlu diingat kalian itu application pemesanan obat. biasanya orng yg pakai application ini adalah orng yg sedang sakit. kalau application kalian ada problem dll tolong diselesaikan secepatnya (kasus sy adalah di application tertulis obat sudah delivered, padahal belum). saya telepon cs dua kali yg kalian bisa katakan kpd saya adalah team kami akan melakukan pengecekan... dlm 1 jam masi tdk ada kabar.. mata saya sudah merah sakit berair lalu kalian dalam waktu 1 jam bahkan belum memberikan saya kabar?",id
bermanfaan banget.makasih hallodoc,bermanfaan banget.makasih hallodoc,id
Really helpful to share and asking with real doctor by online conversation ☺️☺️,really helpful to share and asking with real doctor by online conversation,en
the best app,the best application,en
sangat membantu. cara pemakaian aplikasinya juga mudah.,sangat membantu. cara pemakaian aplikasinya juga mudah.,id
"Saya tahu kalo ngumpat di sini saya salah alamat. Tapi Go-Jek-nya BANGSAT, marah-marah, alesan susah cari alamat. Padahal yang pesan obat bukan saya, yang beli bukan saya, saya cuman dikirimi saja. Rumah saya cuman buat titipan saja. Kalo pake aplikasi Go-Jek sudah saya kasih bintang satu biar mati tukang Go-Jek-nya.","saya tahu kalo ngumpat di sini saya salah alamat. tapi go-jek-nya bangsat, marah-marah, alesan susah cari alamat. padahal yang pesan obat bukan saya, yang beli bukan saya, saya cuman dikirimi saja. rumah saya cuman buat titipan saja. kalo pake aplikasi go-jek sudah saya kasih bintang satu biar mati tukang go-jek-nya.",id
"already bought a voucher to gojek, and want to use in halodoc but cant use.....how come!????","already bought a voucher to gojek, and want to use in halodoc but cannot use.....how come!????",en
Super Helpful :)).,super helpful :)).,ro
good lah inti nya mah,good lah inti nya mah,so
topik/kategori tidak lengkap,topik/kategori tidak lengkap,id
Sangat cepat respon dan pembayaran bisa via gopay diskon lagi..free ongkir lagi. mantap,sangat cepat respon dan pembayaran bisa via gopay diskon lagi..free ongkir lagi. mantap,id
"Aplikasi yang sangat lucu.Sebagai pemilik akun, tidak bisa merubah data data pemilik akun sendiri.Tidak bisa merubah/mereset password sendiri, hrs telp ke pihak halodoc.Apakah pihak halodoc tidak mengetahui tentang kode OTP? Belum lagi, sekarang sudah tidak bisa melakukan pembayaran cash","aplikasi yang sangat lucu.sebagai pemilik akun, tidak bisa merubah data data pemilik akun sendiri.tidak bisa merubah/mereset password sendiri, hrs telp ke pihak halodoc.apakah pihak halodoc tidak mengetahui tentang kode otp? belum lagi, sekarang sudah tidak bisa melakukan pembayaran cash",id
"saya sudah memesan obat, diaplikasi tertulis sudah sampai barangnya. nyatanya? barangnya gak sampai ke tangan saya. saat melaporkan ini ke orang2 halodoc responnya muter2. sangat mengecewakan.","saya sudah memesan obat, diaplikasi tertulis sudah sampai barangnya. nyatanya? barangnya gak sampai ke tangan saya. saat melaporkan ini ke orang2 halodoc responnya muter2. sangat mengecewakan.",id
"kenapa chat saya tdk pernah dibalas ya (tdk ada respon) ? sy ada cancel order krn apotik tutup, kebetulan byr lewat gopay (fitur baru) smp skrng blm direfund dananya","kenapa chat saya tdk pernah dibalas ya (tdk ada respon) ? sy ada cancel order krn apotik tutup, kebetulan byr lewat gopay (fitur baru) smp skrng blm direfund dananya",id
sangat membantu krn pengiriman cepat dan harga juga reasonable. gratis ongkir lagi.. halodoc mantul..,sangat membantu krn pengiriman cepat dan harga juga reasonable. gratis ongkir lagi.. halodoc mantul..,id
easy to use and fast delivery,easy to use and fast delivery,en
harga udah ok. pelayanan ok. tp kenapa pembayaran pakai cash nya di hapus ya ??,harga udah ok. pelayanan ok. tp kenapa pembayaran pakai cash nya di hapus ya ??,id
tdk bs bayar pakai cash lg. payah,tdk bs bayar pakai cash lg. payah,id
senang rasanya bisa konsultasi dengan dokter tanpa harus mengantri ke rumah sakit. mohon kerjasamanya dengan pihak asuransi lebih dilengkapi lagi,senang rasanya bisa konsultasi dengan dokter tanpa harus mengantri ke rumah sakit. mohon kerjasamanya dengan pihak asuransi lebih dilengkapi lagi,id
"first, thank for the free delivery service. But drivers were very very disappoiting, how come they did not even know of what they are doing? They did not know halodoc is having partnership with Go Jek. So annoying","first, thank for the free delivery service. but drivers were very very disappoiting, how come they did not even know of what they are doing? they did not know halodoc is having partnership with go jek. so annoying",en
luar biasa sangat membantu,luar biasa sangat membantu,id
sangat bagus. tetapi kenapa sekarang ga ada pilihan cash on delivery ya? minggu kemaren sy beli obat masih bisa cod. thanks,sangat bagus. tetapi kenapa sekarang ga ada pilihan cash on delivery ya? minggu kemaren sy beli obat masih bisa cod. thanks,id
"Kurang 1 bintang karena dulu bisa COD, skrg ga bisa Kurang 1 bintang lagi karena setelah order, pickup by gojek, diclose, ga bisa lihat order kita... Jd gimana ceknya ya?","kurang 1 bintang karena dulu bisa cod, skrg ga bisa kurang 1 bintang lagi karena setelah order, pickup by gojek, diclose, ga bisa lihat order kita... jd gimana ceknya ya?",id
lupa kalau punya aplikasi halodoc di hp uda keburu ke rs diresepin bayar mahal2 taunya lbh praktis konsultasi dgn dokter spesialisnya melalui aplikasi ini. dokternya juga helpful dan sabar menjelaskan obat2 yg harus dikonsumsi,lupa kalau punya aplikasi halodoc di hp uda keburu ke rs diresepin bayar mahal2 taunya lbh praktis konsultasi dgn dokter spesialisnya melalui aplikasi ini. dokternya juga helpful dan sabar menjelaskan obat2 yg harus dikonsumsi,id
tracking belum berfungsi dan belum memuaskan.,tracking belum berfungsi dan belum memuaskan.,id
good feedback from the doctor,good feedback from the doctor,en
Great And Usefull.,great and usefull.,en
"Seingat saya terakhir pakai aplikasi ini untuk memesan obat masih bisa bayar cash, sekarang ga keliatan ada pilihan cash satu pun","seingat saya terakhir pakai aplikasi ini untuk memesan obat masih bisa bayar cash, sekarang ga keliatan ada pilihan cash satu pun",id
it helps me a lot. thank you,it helps me a lot. thank you,en
"Appsnya bagus and dia kerjasama dg gojek utk pengiriman obatnya. Free delivery utk jangkauan jarak tertentu. Harga obatnya sama kayak yg di apotik. This app is very helpful. Kadang nyari obat di apotek kan susah, kadang obatnya ga ada, nah dg aplikasi ini, kita bisa tau di apotik mana ada obat tsb, jadi ga habis waktu, ditambah free ongkir. Recommended app.","appsnya bagus and dia kerjasama dg gojek utk pengiriman obatnya. free delivery utk jangkauan jarak tertentu. harga obatnya sama kayak yg di apotik. this application is very helpful. kadang nyari obat di apotek kan susah, kadang obatnya ga ada, nah dg aplikasi ini, kita bisa tau di apotik mana ada obat tsb, jadi ga habis waktu, ditambah free ongkir. recommended application.",id
bagus dan cepat,bagus dan cepat,id
"min, sy sudah end session, ketika mau buka history percakapan buat baca ""note"" dari dokter kok gak bisa ya?","min, sy sudah end session, ketika mau buka history percakapan buat baca ""note"" dari dokter kok gak bisa ya?",id
app sangat membantu👍👍👍,application sangat membantu,id
Berguna dan sangat membantu.. Thank you👍👍,berguna dan sangat membantu.. thank you,id
Aplikasi Halodoc sangat membantu sekali dalam mengirimkan obat tanpa harus mengantri di rumah sakit.,aplikasi halodoc sangat membantu sekali dalam mengirimkan obat tanpa harus mengantri di rumah sakit.,id
do the best,do the best,en
biar malam tetap dianterin,biar malam tetap dianterin,id
very usefull application,very usefull application,en
sangat membantu saya yang masih awam tentang penanganan suatu penyakit. Respon dokternya cepat dan ramah.,sangat membantu saya yang masih awam tentang penanganan suatu penyakit. respon dokternya cepat dan ramah.,id
"good experience, easy to use","good experience, easy to use",en
Sudah dicoba berkali-kali untuk verifikasi tapi tidak pernah dapat SMS dan telefon verifikasi padahal nomor saya benar dan jaringan saya stabil.,sudah dicoba berkali-kali untuk verifikasi tapi tidak pernah dapat sms dan telefon verifikasi padahal nomor saya benar dan jaringan saya stabil.,id
Real Simplifying healthcare needs,real simplifying healthcare needs,en
good application and good delivery time,good application and good delivery time,en
mantap sangat membantu,mantap sangat membantu,id
Sangat sangat sangat membantu buat yang sibuk buat antri dokter dan penyakit yang tidak terlalu parah,sangat sangat sangat membantu buat yang sibuk buat antri dokter dan penyakit yang tidak terlalu parah,id
Satisfaction to the max!,satisfaction to the max!,en
"bantu bgt, konsultasi soal kesehatan","bantu bgt, konsultasi soal kesehatan",id
"Dari pada nungguin obat yg bisa smpe 2 jam lebih mending pake Hallodoc aja yg udah disediain di RS, kita tinggal tunggu dirumah aja skalian istirahat. Thanks! ❤","dari pada nungguin obat yg bisa smpe 2 jam lebih mending pake hallodoc aja yg udah disediain di rs, kita tinggal tunggu dirumah aja skalian istirahat. thanks!",id
"dokternya ramah, helpful, tidak langsung rekomendasi obat tertentu utk dibeli. Terima kasih","dokternya ramah, helpful, tidak langsung rekomendasi obat tertentu utk dibeli. terima kasih",id
"cepat, mudah, ramah.. bintang 5..","cepat, mudah, ramah.. bintang 5..",id
"sangat rekomend, respon cepat dan tanggap, terimakasih halodoc","sangat rekomend, respon cepat dan tanggap, terimakasih halodoc",id
amat membantu di saat2 lemah,amat membantu di saat2 lemah,id
awesome.. and the delivery cost is free,awesome.. and the delivery cost is free,en
"aplikasinya ndak bisa liat posisi apotek yg dipesan obatnya. dapet driver lama. begitu dapat driver, malah posisi dekat pemesan, bukan tempat apoteknya, jd banyak yg cancel. harusnya pengantaran obat harus cepat, perbanyak kerjasama dgn banyak apotek jd dekat dgn titik2 pemesan. kalo cancel beli obat harus nunggu 5 hari refund. kalau aplikasi belum siap untuk melayani jgn diluncurkan dulu donk, sdh sakit kok ditambah repot lagi. sungguh sangat kecewa...","aplikasinya ndak bisa liat posisi apotek yg dipesan obatnya. dapet driver lama. begitu dapat driver, malah posisi dekat pemesan, bukan tempat apoteknya, jd banyak yg cancel. harusnya pengantaran obat harus cepat, perbanyak kerjasama dgn banyak apotek jd dekat dgn titik2 pemesan. kalo cancel beli obat harus nunggu 5 hari refund. kalau aplikasi belum siap untuk melayani jgn diluncurkan dulu donk, sdh sakit kok ditambah repot lagi. sungguh sangat kecewa...",id
"konsultasi cepat, pengiriman obat cepat. sangat membantu sekali","konsultasi cepat, pengiriman obat cepat. sangat membantu sekali",id
"Fast, easy to use, overall good","fast, easy to use, overall good",en
"cepat, tnggap dan akurat","cepat, tnggap dan akurat",id
Aplikasi yang sangat membantu,aplikasi yang sangat membantu,id
luar biasa bermanfaat,luar biasa bermanfaat,id
"sangat membantu terutama chat dengan dokternya yang sangat sabar menangani konsultasi dari berbagai konsumen pada saat bersamaan, dan obatnya juga realistic tidak ngebom,. after sales nya hebat setelah beberapa waktu masih juga di hubungi untuk analisa","sangat membantu terutama chat dengan dokternya yang sangat sabar menangani konsultasi dari berbagai konsumen pada saat bersamaan, dan obatnya juga realistic tidak ngebom,. after sales nya hebat setelah beberapa waktu masih juga di hubungi untuk analisa",id
on time delivery,on time delivery,da
sangat membantu di saat kondisi darurat dan fast response,sangat membantu di saat kondisi darurat dan fast response,id
"Sangat membantu sekali, sudah beberapa kali saya beli obat disini, semua ongkir obat nya gratis. Saya pernah membeli menggunakan resep dokter, dan saya sangat terkejut karena beberapa hari kemudian setelah saya memberli obat, ada dokter dari halodoc menelepon menanyakan kondisi kesehatan saya setelah meminum obat, menurut saya itu penting + bagus + membantu sekali 👍👍👍👍 pokoknya luar biasa. Tetap pertahankan kualiatas pelayanannya 😊","sangat membantu sekali, sudah beberapa kali saya beli obat disini, semua ongkir obat nya gratis. saya pernah membeli menggunakan resep dokter, dan saya sangat terkejut karena beberapa hari kemudian setelah saya memberli obat, ada dokter dari halodoc menelepon menanyakan kondisi kesehatan saya setelah meminum obat, menurut saya itu penting + bagus + membantu sekali pokoknya luar biasa. tetap pertahankan kualiatas pelayanannya",id
app ini sangat membantu kita untuk konsul dengan dokter. jdi tidak usah langsung buru-buru ke rumah sakit,application ini sangat membantu kita untuk konsul dengan dokter. jdi tidak usah langsung buru-buru ke rumah sakit,id
Help me a lot. Nice app,help me a lot. nice application,en
"Baru tau halodoc ini bermanfaat sekali. Aplikasi sgt mudah digunakan, dokter ramah dan membantu memberikan rekomendasi obat, lgsg order dan diantar obatnya pada dini hari seperti ini. Sangat membantu, thankyou halodoc ❤❤❤","baru tau halodoc ini bermanfaat sekali. aplikasi sgt mudah digunakan, dokter ramah dan membantu memberikan rekomendasi obat, lgsg order dan diantar obatnya pada dini hari seperti ini. sangat membantu, thankyou halodoc",id
"Suka banget! Jenius yang bikin aplikasi ini, serasa lebih cepat sembuh pas sakit. Karna mau beli obat jadi simple dan cepet.","suka banget! jenius yang bikin aplikasi ini, serasa lebih cepat sembuh pas sakit. karna mau beli obat jadi simple dan cepet.",id
sejauh ini baik pengalamannya. sudah menggunakan layanan beli obat dan konsultasi dokternya. ok lah,sejauh ini baik pengalamannya. sudah menggunakan layanan beli obat dan konsultasi dokternya. ok lah,id
"Memudahkan, pas di Azra bogor pengiriman obat gratis sampai kerumah. Terus coba beli obat cuman ko kagak bisa chat sama drivernya? samain dong gan kayak gojek, masa pake sms","memudahkan, pas di azra bogor pengiriman obat gratis sampai kerumah. terus coba beli obat cuman ko kagak bisa chat sama drivernya? samain dong gan kayak gojek, masa pake sms",id
Lumayan nih sekarang uda bagus,lumayan nih sekarang uda bagus,id
what a helpful app👏🏼👏🏼👏🏼,what a helpful application,en
"Aplikasi yang sangat membantu, Terima Kasih","aplikasi yang sangat membantu, terima kasih",id
"lama banget udah 2jam lebih nunggu, udah sekarat blom dapet2 driver juga","lama banget udah 2jam lebih nunggu, udah sekarat blom dapet2 driver juga",id
"konfirmasi booking prakter dokter ""booked""... tp realisasi di lapangan tdk bs!!!","konfirmasi booking prakter dokter ""booked""... tp realisasi di lapangan tdk bs!!!",id
easy peasy.. very useful if we still have worry about our health,easy peasy.. very useful if we still have worry about our health,en
nice experienced has been consulted with dr. juliana,nice experienced has been consulted with dr. juliana,en
bantu bangettt bangettt bangettt !! super love!,bantu bangettt bangettt bangettt !! super love!,no
"Daftar Obat cukup lengkap, belum coba konsultasi dokter via aplikasi ini.","daftar obat cukup lengkap, belum coba konsultasi dokter via aplikasi ini.",id
"Buying your meds online makes so much sense bc who would feel like driving to the pharmacy when you're sick / having that time of the month? Not everyone lives with their parents / SO / embak at their service, right? Hingga hari aplikasi saya ter-signed out tanpa sebab dari aplikasi. Saat login dan verifikasi ulang, it says 'something went wrong'. It gave me a button that called customer support, but no one answered. It's been days guys - what went wrong?? Fixitquick!!!","buying your meds online makes so much sense because who would feel like driving to the pharmacy when you are sick / having that time of the month? not everyone lives with their parents / so / embak at their service, right? hingga hari aplikasi saya ter-signed out tanpa sebab dari aplikasi. saat login dan verifikasi ulang, it says 'something went wrong'. it gave me a button that called customer support, but no one answered. it is been days guys - what went wrong?? fixitquick!!!",en
Sangat sangat berguna,sangat sangat berguna,tl
Sangat membantu mencarikan obat yg susah dijual di daerah tempat tinggal.,sangat membantu mencarikan obat yg susah dijual di daerah tempat tinggal.,id
good app to help you get your medicine.,good application to help you get your medicine.,en
easy to use..helpful..very efficient.,easy to use..helpful..very efficient.,en
helpful app in the urgent condition...,helpful application in the urgent condition...,en
bagus dan sangat membantu,bagus dan sangat membantu,id
"Ngambil obat ga perlu ngantri lagi dan gratis pula biaya antarnya,Terimakasih Halodoc dan Gojek sudah banyak membantu😆","ngambil obat ga perlu ngantri lagi dan gratis pula biaya antarnya,terimakasih halodoc dan gojek sudah banyak membantu",id
good response but the session end before finalized.,good response but the session end before finalized.,en
bersahabat dan membantu bgt!,bersahabat dan membantu bgt!,id
ini baru aplikasi berguna,ini baru aplikasi berguna,id
selama pemesanan dan mengantarkan obat sudah cukup baik.,selama pemesanan dan mengantarkan obat sudah cukup baik.,id
"Aplikasi yang sangat membantu, tingkatkan terus kualitasnya","aplikasi yang sangat membantu, tingkatkan terus kualitasnya",id
"Please sediakan kolom tips untuk driver. Kalo saya pesan obat untuk orang di apart dan orangnya ga bisa turun, kasian abangnya udh bayar parkir. Tolong tambahin fitur tips.","please sediakan kolom tips untuk driver. kalo saya pesan obat untuk orang di apart dan orangnya ga bisa turun, kasian abangnya udh bayar parkir. tolong tambahin fitur tips.",id
"Respon dokter cepat, apa yang ditanyakan, jawaban yg diberikan sesuai. Terima kasih, aplikasi ini sangat membantu.","respon dokter cepat, apa yang ditanyakan, jawaban yg diberikan sesuai. terima kasih, aplikasi ini sangat membantu.",id
aplikasi ini sangat membantu,aplikasi ini sangat membantu,id
awesome dan sangat membantu,awesome dan sangat membantu,id
"Very helpful, order medicinr without difficult. Love this service so much","very helpful, order medicinr without difficult. love this service so much",en
"sangat membantu sekali, mengurangi waktu terbuang menunggu obat di farmasi 👍👍👍👍","sangat membantu sekali, mengurangi waktu terbuang menunggu obat di farmasi",id
"surprised. Gak pakai ngantri, gak sampai 1 jam obat sdh sampai di rumah","surprised. gak pakai ngantri, gak sampai 1 jam obat sdh sampai di rumah",id
"sangat membantu banget, beli obat secara online dan fast respon","sangat membantu banget, beli obat secara online dan fast respon",id
Aplikasi yang sangat Berguna.,aplikasi yang sangat berguna.,id
So reliable! for pharmacy shopping and to seek simple doctor advice. Highly recommended!,so reliable! for pharmacy shopping and to seek simple doctor advice. highly recommended!,en
cukup menolong hanya saja kdg dipesankan dr apotik yg jauh shg drivernya telp minta dibatalkan bbrp kali,cukup menolong hanya saja kdg dipesankan dr apotik yg jauh shg drivernya telp minta dibatalkan bbrp kali,id
sangat cepat dan sangat membanti dlm konsultasi masalah penyakit,sangat cepat dan sangat membanti dlm konsultasi masalah penyakit,id
Bagus sangat membantu,bagus sangat membantu,id
love the service and accuracy! top notch!,love the service and accuracy! top notch!,en
fast response 😊 very helpful,fast response very helpful,en
sangat berguna. konsultasi dgn dokter tidak perlu bertatap muka. cukup online saja,sangat berguna. konsultasi dgn dokter tidak perlu bertatap muka. cukup online saja,id
App yg sangat membantu saat kita butuh bantuan mendesak secara cepat,application yg sangat membantu saat kita butuh bantuan mendesak secara cepat,id
sangat membantu dan mempermudah ketika butuh obat urgent,sangat membantu dan mempermudah ketika butuh obat urgent,id
thanks halodoc gaperlu tambah sakit buat beli obat,thanks halodoc gaperlu tambah sakit buat beli obat,id
help me so much ...thank you Halodoc. di tengah tengah jam kerja yang padat..solusi mudah tidak perlu cari2 apotik lagi untuk ketersediaan obat. Good Job.,help me so much ...thank you halodoc. di tengah tengah jam kerja yang padat..solusi mudah tidak perlu cari2 apotik lagi untuk ketersediaan obat. good job.,id
"aku tipe yang malas ke rumah sakit ato klinik karna pasti rame, harus antri, nunggu dokter, diperiksa dulu dll, tapi karna aplikasi ini aku bisa chat untuk keluhan yg ringan2, ga nunggu sampe parah dulu bru ke dokter mantappp","aku tipe yang malas ke rumah sakit ato klinik karna pasti rame, harus antri, nunggu dokter, diperiksa dulu dll, tapi karna aplikasi ini aku bisa chat untuk keluhan yg ringan2, ga nunggu sampe parah dulu bru ke dokter mantappp",id
Alhamdulillah sangat membantu,alhamdulillah sangat membantu,id
It works where I live. But I can't say for other areas.,it works where i live. but i cannot say for other areas.,en
very usefull and helpfull,very usefull and helpfull,en
saya ga bisa login,saya ga bisa login,tl
very helpful apps. thanks halodoc!,very helpful application. thanks halodoc!,en
"apps error pada saat saya order barang, karena barang tidak ada dan ingin cancel, history pembelian yang mau dicancel tidak muncul. jadi barang tidak sampai, orderan hilang dari apps halodoc.","application error pada saat saya order barang, karena barang tidak ada dan ingin cancel, history pembelian yang mau dicancel tidak muncul. jadi barang tidak sampai, orderan hilang dari application halodoc.",id
good apps. really helpful.,good application. really helpful.,en
very nice experience talking to doctor and get advice directly,very nice experience talking to doctor and get advice directly,en
"ok, sangat membantu","ok, sangat membantu",id
Makasih bantuannyaaa para dokter dan farmasi yg mau bekerja sama dengan halodoc,makasih bantuannyaaa para dokter dan farmasi yg mau bekerja sama dengan halodoc,id
"good app, and helpfull.","good application, and helpfull.",en
sangat mudah dan membantu.,sangat mudah dan membantu.,id
great app.. terimakasiiih. kalo mau konsul atau tanya2 jd gausah ke rs hehehe,great application.. terimakasiiih. kalo mau konsul atau tanya2 jd gausah ke rs hehehe,id
simple ang valuable,simple ang valuable,ca
"Dokternya fast respond, pengantaran obat cepat","dokternya fast respond, pengantaran obat cepat",id
"Awalnya ragu top up deposit di halodoc bbrp bulan lalu tp akhirnya suatu malam saya perlu bbrp item obat & teringat saya ada deposit di halodoc. fyi, kadang ketersediaan obat jg menyesuaikan dr apotik yg sdh kerjasama dgn halodoc ya. nah kali pertama ada 1 item yg tdk ada tp pihak apotiknya jujur call konfirmasi barang tdk ada dan refund uang saya dgn cash. oh ya untuk drivernya kerjasama dgn gojek ya. dan bisa trace pesanan via link yg akan diksh halodoc. thank u ya :) its much useful n helpful","awalnya ragu top up deposit di halodoc bbrp bulan lalu tp akhirnya suatu malam saya perlu bbrp item obat & teringat saya ada deposit di halodoc. fyi, kadang ketersediaan obat jg menyesuaikan dr apotik yg sdh kerjasama dgn halodoc ya. nah kali pertama ada 1 item yg tdk ada tp pihak apotiknya jujur call konfirmasi barang tdk ada dan refund uang saya dgn cash. oh ya untuk drivernya kerjasama dgn gojek ya. dan bisa trace pesanan via link yg akan diksh halodoc. thank you ya :) its much useful n helpful",id
"sangat membantu kami, dikala anak kami tdk bisa menunggu obat dgn durasi waktu yg Lama di rumah sakit.. terimakasih","sangat membantu kami, dikala anak kami tdk bisa menunggu obat dgn durasi waktu yg lama di rumah sakit.. terimakasih",id
good online konsul dengan dokter,good online konsul dengan dokter,af
"sangat membantu banget, very useful, good job!","sangat membantu banget, very useful, good job!",id
benar benar membantu kita tidak berlama lama di rumah sakit.,benar benar membantu kita tidak berlama lama di rumah sakit.,id
"Alhamdulillah membantu sekali,, alhamdulillah mendapatkan solusi nya... Alhamdulillah di kasih resepnya","alhamdulillah membantu sekali,, alhamdulillah mendapatkan solusi nya... alhamdulillah di kasih resepnya",id
useless. a lot products unavailable. yike.,useless. a lot products unavailable. yike.,fr
the best application 🌿,the best application,en
mantab 10 mnt sampe,mantab 10 mnt sampe,id
Oke banget dan terima kasih. kurangnya hanya tidak bisa dilacak secara live location posisi kiriman dalam map. 👍👍👍👍,oke banget dan terima kasih. kurangnya hanya tidak bisa dilacak secara live location posisi kiriman dalam map.,id
