content,clean_emoji,language,compound,neg,neu,pos,vader_rating
exceptional service and free,exceptional service and free,en,0.552,0.0,0.457,0.543,2
what a good app. it really help me,what a good application. it really help me,en,0.7089,0.0,0.504,0.496,1
I like.. thank you for your advice .. good aplication😘😍,i like.. thank you for your advice .. good aplication,en,0.9136,0.0,0.487,0.513,2
really helpful app!😊,really helpful application!,en,0.8641,0.0,0.341,0.659,2
so usefull. thank you,so usefull. thank you,en,0.4173,0.0,0.519,0.481,1
This app is so helply ini sangat berguna untuk saya,this application is so helply ini sangat berguna untuk saya,en,0.0,0.0,1.0,0.0,0
so helpfull.. thank you doctor,so helpfull.. thank you doctor,en,0.4173,0.0,0.59,0.41,1
fast response. recommend this app,fast response. recommend this application,en,0.3612,0.0,0.615,0.385,1
very helpful at least we know the details what we feel,very helpful at least we know the details what we feel,en,0.4754,0.0,0.764,0.236,1
very useful application 😁😘😍,very useful application,en,0.8999,0.0,0.5,0.5,1
this is the best apk for healthy,this is the best apk for healthy,en,0.7845,0.0,0.42,0.58,2
Very recommended if you have any problem with your health. At least after consulting with the doctors I feel calmer,very recommended if you have any problem with your health. at least after consulting with the doctors i feel calmer,en,0.2247,0.111,0.7,0.189,1
Thankyou Alodokter... very helpfull,thankyou alodokter... very helpfull,en,0.0,0.0,1.0,0.0,0
Very fast responed👍,very fast responed,en,0.0,0.0,1.0,0.0,0
Easy to use. fast response and very informative,easy to use. fast response and very informative,en,0.4404,0.0,0.707,0.293,1
It is written in indonesia i think it is for all of country,it is written in indonesia i think it is for all of country,en,0.0,0.0,1.0,0.0,0
Usefull for instance problem before see the docter,usefull for instance problem before see the docter,en,-0.4019,0.278,0.722,0.0,-1
Fast respon so helpful,fast respon so helpful,en,0.5598,0.0,0.453,0.547,2
Very very usefull,very very usefull,en,0.0,0.0,1.0,0.0,0
Very helpful and quick response from doctor,very helpful and quick response from doctor,en,0.4754,0.0,0.66,0.34,1
Giving best advise for the clients 😊,giving best advise for the clients,en,0.9118,0.0,0.357,0.643,2
Very helpful even some interaction with doctors didn't free.,very helpful even some interaction with doctors did not free.,en,0.1004,0.211,0.547,0.242,1
Very nice app,very nice application,en,0.4754,0.0,0.393,0.607,2
Thank you for the doctors...,thank you for the doctors...,en,0.3612,0.0,0.615,0.385,1
"Good, fast respon","good, fast respon",en,0.4404,0.0,0.408,0.592,2
Useful. Thank you,useful. thank you,en,0.6597,0.0,0.156,0.844,2
good app and informative,good application and informative,en,0.4404,0.0,0.508,0.492,1
This application no so good like last time,this application no so good like last time,en,-0.3706,0.406,0.382,0.212,-1
usefull... esp on holiday where we cant find doctor easily as weekday,usefull... esp on holiday where we cannot find doctor easily as weekday,en,0.169,0.138,0.679,0.183,1
I like this app,i like this application,en,0.3612,0.0,0.545,0.455,1
"Friendly doktor, nice apps","friendly doktor, nice application",en,0.7184,0.0,0.25,0.75,2
Good for temporary diagnose,good for temporary diagnose,en,0.4404,0.0,0.508,0.492,1
This apps is very helpful. Nice,this application is very helpful. nice,en,0.7328,0.0,0.393,0.607,2
This application really helped me,this application really helped me,en,0.0,0.0,1.0,0.0,0
I love this app. It can help me to solve my problem,i love this application. it can help me to solve my problem,en,0.7184,0.139,0.412,0.448,1
It helps us a lot bcos the doctors respond us right away with the solution,it helps us a lot bcos the doctors respond us right away with the solution,en,0.5994,0.0,0.726,0.274,1
"Helpful apps, the doctors is friendly.","helpful application, the doctors is friendly.",en,0.7184,0.0,0.4,0.6,2
So in love with this app,so in love with this application,en,0.6682,0.0,0.528,0.472,1
it is very useful for me. Thanks a lot of,it is very useful for me. thanks a lot of,en,0.7264,0.0,0.568,0.432,1
This is good apps but i can't found doctor in my city,this is good application but i cannot found doctor in my city,en,0.2382,0.0,0.849,0.151,1
So far this content is so good and helpful..thank you...,so far this content is so good and helpful..thank you...,en,0.5777,0.0,0.706,0.294,1
Really to much good doctor,really to much good doctor,en,0.4877,0.0,0.558,0.442,1
Awesome application. Really helpful,awesome application. really helpful,en,0.8016,0.0,0.218,0.782,2
"Thanks for this app, fast respon and good answer.","thanks for this application, fast respon and good answer.",en,0.7003,0.0,0.547,0.453,1
"So helpful, thank you...","so helpful, thank you...",en,0.707,0.0,0.254,0.746,2
It's really help a lot. Thank you for making this app.,it is really help a lot. thank you for making this application.,en,0.6697,0.0,0.621,0.379,1
Good and quick respond,good and quick respond,en,0.4404,0.0,0.508,0.492,1
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2
Very useful app,very useful application,en,0.4927,0.0,0.385,0.615,2
Fast response. Very helpfull. Responsive. Good application,fast response. very helpfull. responsive. good application,en,0.7133,0.0,0.457,0.543,2
Lovee this app ❤,lovee this application,en,0.6369,0.0,0.488,0.512,2
Very useful and easy to use,very useful and easy to use,en,0.7474,0.0,0.386,0.614,2
Useful. Love this app,useful. love this application,en,0.7964,0.0,0.22,0.78,2
Good app. Fast and good response.,good application. fast and good response.,en,0.7003,0.0,0.408,0.592,2
Very helpful for me. I can discuss for some case.,very helpful for me. i can discuss for some case.,en,0.4754,0.0,0.744,0.256,1
Very helpful application,very helpful application,en,0.4754,0.0,0.393,0.607,2
Thank you a get a lot of benefit here. especially an information about healthy,thank you a get a lot of benefit here. especially an information about healthy,en,0.802,0.0,0.573,0.427,1
Best app consultant healt,best application consultant healt,en,0.6369,0.0,0.417,0.583,2
This app is very usefully 👍🏻,this application is very usefully,en,0.4754,0.0,0.744,0.256,1
"Really helpful, especially chat with doctor mode","really helpful, especially chat with doctor mode",en,0.4754,0.0,0.66,0.34,1
"Very helpful app ,thanks","very helpful application ,thanks",en,0.7397,0.0,0.242,0.758,2
Informative & easy to find information & solution,informative & easy to find information & solution,en,0.6369,0.0,0.536,0.464,1
Responya cepat. Thanks 😊,responya cepat. thanks,en,0.836,0.0,0.36,0.64,2
Easy to use the app and very helpful.,easy to use the application and very helpful.,en,0.7178,0.0,0.5,0.5,1
Very fast response and helpful.,very fast response and helpful.,en,0.4215,0.0,0.588,0.412,1
Great App For First Help when you got. Sick,great application for first help when you got. sick,en,0.5423,0.205,0.373,0.422,1
I love this app,i love this application,en,0.6369,0.0,0.417,0.583,2
"Fast response from doctor, nice and helpful app 😀","fast response from doctor, nice and helpful application",en,0.7964,0.0,0.464,0.536,2
thank you so much,thank you so much,en,0.3612,0.0,0.545,0.455,1
This app really really help us!,this application really really help us!,en,0.5519,0.0,0.584,0.416,1
It is very helpful,it is very helpful,en,0.4754,0.0,0.492,0.508,2
Recomended apps thanks alodokter,recomended application thanks alodokter,en,0.4404,0.0,0.508,0.492,1
"Very helpful n easy use,thx doc..","very helpful n easy use,thanks doc..",en,0.7397,0.0,0.39,0.61,2
Thanks so much,thanks so much,en,0.4404,0.0,0.408,0.592,2
I love this app,i love this application,en,0.6369,0.0,0.417,0.583,2
This app very usefull,this application very usefull,en,0.0,0.0,1.0,0.0,0
"Fast respons,, thank you","fast respons,, thank you",en,0.3612,0.0,0.545,0.455,1
The best app for health information,the best application for health information,en,0.6369,0.0,0.543,0.457,1
Unbelievable. So care . Thankfully dokter,unbelievable. so care . thankfully dokter,en,0.8104,0.0,0.264,0.736,2
Fast response from professional doctors,fast response from professional doctors,en,0.0,0.0,1.0,0.0,0
Bagian dari revolusi pelayanan... Nice work on this one...,bagian dari revolusi pelayanan... nice work on this one...,en,0.4215,0.0,0.741,0.259,1
"The app provide you an access to get information weather you need emergency visit to doctor or you can wait later. Sadly some users use this free platform for asking silly questions. Anw, the app is really easy to use, and the doctors are very nice.","the application provide you an access to get information weather you need emergency visit to doctor or you can wait later. sadly some users use this free platform for asking silly questions. anw, the application is really easy to use, and the doctors are very nice.",en,0.706,0.095,0.706,0.199,1
"Love this app so much. Truly helpful for medical information, especially for myself 😉","love this application so much. truly helpful for medical information, especially for myself",en,0.8871,0.0,0.535,0.465,1
Really good and helpful,really good and helpful,en,0.7397,0.0,0.242,0.758,2
Helpful doctor help me to diagnose,helpful doctor help me to diagnose,en,0.6705,0.0,0.421,0.579,2
Great App for d'health...,great application for d'health...,en,0.6249,0.0,0.423,0.577,2
I so happy and this vry good. Me so like 💕,i so happy and this vry good. me so like,en,0.9354,0.0,0.36,0.64,2
"This apps is good, every doc i asked is very credible in their discipline. Keep up the good work","this application is good, every doc i asked is very credible in their discipline. keep up the good work",en,0.7003,0.0,0.746,0.254,1
Really nice and helpful. This is the kind of app I've been longing to have.,really nice and helpful. this is the kind of application i have been longing to have.,en,0.7233,0.057,0.623,0.32,1
"Very helpful, attentive","very helpful, attentive",en,0.4754,0.0,0.393,0.607,2
"Its really helpfull. Love this app so much. The information is acurate. One more, really helpful.","its really helpfull. love this application so much. the information is acurate. one more, really helpful.",en,0.8338,0.0,0.641,0.359,1
So far good application that can help us,so far good application that can help us,en,0.7076,0.0,0.505,0.495,1
Great app to help people. Keep moving and improving.,great application to help people. keep moving and improving.,en,0.8625,0.0,0.385,0.615,2
It's a great app. Doctor digital with real doctor.,it is a great application. doctor digital with real doctor.,en,0.6249,0.0,0.661,0.339,1
Loved it! The doctors will respond in seconds,loved it! the doctors will respond in seconds,en,0.636,0.0,0.625,0.375,1
This app very useful❤,this application very useful,en,0.8251,0.0,0.343,0.657,2
Quite helpful when you cant go to the doctor right away,quite helpful when you cannot go to the doctor right away,en,0.4754,0.0,0.764,0.236,1
Totally helpful.. so we dont have to go back and forth to the hospital and see a doctor every time we are curious about something medical.. hehe,totally helpful.. so we do not have to go back and forth to the hospital and see a doctor every time we are curious about something medical.. hehe,en,0.659,0.0,0.823,0.177,1
It very helpful,it very helpful,en,0.4754,0.0,0.393,0.607,2
good application. very helpful. valuable information and helpful doctors.,good application. very helpful. valuable information and helpful doctors.,en,0.9036,0.0,0.291,0.709,2
Thanks a lot Alodokter,thanks a lot alodokter,en,0.4404,0.0,0.508,0.492,1
Useful and friendly... thanks alot,useful and friendly... thanks alot,en,0.8402,0.0,0.182,0.818,2
This app helps me so much. Thankyou!,this application helps me so much. thankyou!,en,0.4389,0.0,0.675,0.325,1
Thanks alot alodokter,thanks alot alodokter,en,0.4404,0.0,0.408,0.592,2
Very helpful with affordable cost!,very helpful with affordable cost!,en,0.5244,0.0,0.542,0.458,1
It's so helpful,it is so helpful,en,0.4754,0.0,0.393,0.607,2
Not Recommended they did not answer my question,not recommended they did not answer my question,en,-0.1511,0.185,0.815,0.0,-1
I got a very helpfull doctor. Thanks alodokter!,i got a very helpfull doctor. thanks alodokter!,en,0.5355,0.0,0.669,0.331,1
Really love it,really love it,en,0.6697,0.0,0.308,0.692,2
Very fast response. Very helpful and informative.,very fast response. very helpful and informative.,en,0.4754,0.0,0.66,0.34,1
Very helpful. The article and supported by many doctors made all the consultation more easier.,very helpful. the article and supported by many doctors made all the consultation more easier.,en,0.8169,0.0,0.586,0.414,1
I feel happy when I consultation in here,i feel happy when i consultation in here,en,0.5719,0.0,0.654,0.346,1
"Nice, pretty help","nice, pretty help",en,0.8271,0.0,0.0,1.0,2
Veey good application,veey good application,en,0.4404,0.0,0.408,0.592,2
Good respon and profesional,good respon and profesional,en,0.4404,0.0,0.508,0.492,1
"As long as I use it, it's OK, helpful 😊","as long as i use it, it is ok, helpful",en,0.8316,0.0,0.556,0.444,1
Apps yg bagus bgy,application yg bagus bgy,en,0.0,0.0,1.0,0.0,0
Thank u so much for information,thank you so much for information,en,0.3612,0.0,0.667,0.333,1
Good reference for fast respon,good reference for fast respon,en,0.4404,0.0,0.58,0.42,1
Thanks for the information,thanks for the information,en,0.4404,0.0,0.508,0.492,1
Helpful and kindness also friendly.,helpful and kindness also friendly.,en,0.8402,0.0,0.182,0.818,2
Love this app,love this application,en,0.6369,0.0,0.323,0.677,2
"Good application, it helps me a lot","good application, it helps me a lot",en,0.6705,0.0,0.476,0.524,2
Two thumbs up 😊,two thumbs up,en,0.7184,0.0,0.5,0.5,1
Useful app. It's help me a lots. Thanks to all of doctors who answer our question 🙏🙏🙏,useful application. it is help me a lots. thanks to all of doctors who answer our question,en,0.8176,0.0,0.691,0.309,1
This applicatin help me much,this applicatin help me much,en,0.4019,0.0,0.597,0.403,1
Help us to understand medical terms,help us to understand medical terms,en,0.4019,0.0,0.649,0.351,1
"Good app,, very helpfull","good application,, very helpfull",en,0.4404,0.0,0.508,0.492,1
Easy to use and so helpful,easy to use and so helpful,en,0.7591,0.0,0.38,0.62,2
It's very useful and helpful!,it is very useful and helpful!,en,0.7614,0.0,0.314,0.686,2
Very helpfull and easy to use.,very helpfull and easy to use.,en,0.4877,0.0,0.612,0.388,1
It's very helpful,it is very helpful,en,0.4754,0.0,0.393,0.607,2
Its good and come on handy,its good and come on handy,en,0.4404,0.0,0.633,0.367,1
I loved this application because helped people,i loved this application because helped people,en,0.5994,0.0,0.606,0.394,1
Very helpful..thank yiu,very helpful..thank yiu,en,0.0,0.0,1.0,0.0,0
i've got many knowledge about pregnancy,i have got many knowledge about pregnancy,en,0.0,0.0,1.0,0.0,0
"Very usefull and easy to use,, doctors friendly and helpful","very usefull and easy to use,, doctors friendly and helpful",en,0.8467,0.0,0.433,0.567,2
Help to ask about health problems and the doctors are very friendly.,help to ask about health problems and the doctors are very friendly.,en,0.5413,0.151,0.503,0.346,1
Cool 😎 easy to use & very helpful,cool easy to use & very helpful,en,0.8832,0.0,0.383,0.617,2
Good app and good response,good application and good response,en,0.7003,0.0,0.341,0.659,2
I love the apps,i love the application,en,0.6369,0.0,0.417,0.583,2
"Its really helpful for my psychology condition, coz it make not to worry to much by giving counseling","its really helpful for my psychology condition, coz it make not to worry to much by giving counseling",en,0.7845,0.0,0.655,0.345,1
Easy to use!,easy to use!,en,0.4926,0.0,0.385,0.615,2
So helpful for me,so helpful for me,en,0.4754,0.0,0.492,0.508,2
Response is very fast and helpfull,response is very fast and helpfull,en,0.0,0.0,1.0,0.0,0
Is the best,is the best,en,0.6369,0.0,0.323,0.677,2
"Best app for health consultation, keep up the good work.","best application for health consultation, keep up the good work.",en,0.7964,0.0,0.53,0.47,1
"God application, very helpful. Thx","god application, very helpful. thanks",en,0.7889,0.0,0.201,0.799,2
The apps really helpful. Keep serve with heart. And so many heart that you help.,the application really helpful. keep serve with heart. and so many heart that you help.,en,0.9379,0.0,0.432,0.568,2
"Useful but not very accurate, doctor response not very quick.","useful but not very accurate, doctor response not very quick.",en,0.2382,0.0,0.822,0.178,1
"Great app, thanks","great application, thanks",en,0.7906,0.0,0.125,0.875,2
Great app.... a Big Help,great application.... a big help,en,0.7783,0.0,0.306,0.694,2
This app is good,this application is good,en,0.4404,0.0,0.508,0.492,1
Good aps !,good aps !,en,0.4926,0.0,0.385,0.615,2
Very useful this app,very useful this application,en,0.4927,0.0,0.484,0.516,2
This app so helpful.,this application so helpful.,en,0.5598,0.0,0.453,0.547,2
I feel this app more help me and other. Thankfull:),i feel this application more help me and other. thankfull:),en,0.4576,0.0,0.75,0.25,1
It's usefull for getting an education,it is usefull for getting an education,en,0.0,0.0,1.0,0.0,0
It's help me to get information about healthy,it is help me to get information about healthy,en,0.6597,0.0,0.526,0.474,1
This app is very helpful,this application is very helpful,en,0.4754,0.0,0.564,0.436,1
The apps so helpfull,the application so helpfull,en,0.0,0.0,1.0,0.0,0
"Easy to use, and get quick answer from a doctor","easy to use, and get quick answer from a doctor",en,0.4404,0.0,0.756,0.244,1
Helpful. Loveeee itt so muchhhh,helpful. loveeee itt so muchhhh,en,0.4215,0.0,0.588,0.412,1
Such a useful app,such a useful application,en,0.4404,0.0,0.508,0.492,1
Very help me to find my questions about my kids,very help me to find my questions about my kids,en,0.4576,0.0,0.75,0.25,1
Very good n fast response with free,very good n fast response with free,en,0.7574,0.0,0.435,0.565,2
Great application and great doctor,great application and great doctor,en,0.8481,0.0,0.268,0.732,2
greet!! btw all the doctors just gave you solutions to visit to the nearby doctors anyway thanks,greet!! by the way all the doctors just gave you solutions to visit to the nearby doctors anyway thanks,en,0.7568,0.0,0.652,0.348,1
"Easy to use, doctor very friendly and helpful, thanks to alo doctor","easy to use, doctor very friendly and helpful, thanks to alo doctor",en,0.9073,0.0,0.393,0.607,2
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2
Thank you. Really helpful,thank you. really helpful,en,0.6801,0.0,0.263,0.737,2
"Really easy to use and very helpful,many thanks","really easy to use and very helpful,many thanks",en,0.7485,0.0,0.485,0.515,2
Thx a lot..,thanks a lot..,en,0.3612,0.0,0.444,0.556,2
The distruptive tools for us!,the distruptive tools for us!,en,0.0,0.0,1.0,0.0,0
Fast respond and good feedback,fast respond and good feedback,en,0.4404,0.0,0.58,0.42,1
"The doctor is very kind, patient to answer. This app is very very good. 
Thanks....helpful !","the doctor is very kind, patient to answer. this application is very very good.
thanks....helpful !",en,0.8155,0.0,0.652,0.348,1
Very help me about my problem,very help me about my problem,en,0.0754,0.279,0.413,0.309,1
Its very help apps,its very help application,en,0.4576,0.0,0.501,0.499,1
"Good app, usefull","good application, usefull",en,0.4404,0.0,0.408,0.592,2
Very helpful! Thanks alodokter,very helpful! thanks alodokter,en,0.7624,0.0,0.234,0.766,2
Love this application,love this application,en,0.6369,0.0,0.323,0.677,2
That's cool and helpful,that is cool and helpful,en,0.6249,0.0,0.282,0.718,2
Nice application and almost fast respon. Thanks for this app,nice application and almost fast respon. thanks for this application,en,0.6637,0.0,0.595,0.405,1
Helpful and friendly doctor. They will give health information you need.,helpful and friendly doctor. they will give health information you need.,en,0.7184,0.0,0.6,0.4,1
"It is such an useful application to install. I can get the information I 
need easily.","it is such an useful application to install. i can get the information i
need easily.",en,0.6486,0.0,0.725,0.275,1
Easy to use,easy to use,en,0.4404,0.0,0.408,0.592,2
Great! Really helpful.,great! really helpful.,en,0.8169,0.0,0.118,0.882,2
Help me a lot,help me a lot,en,0.4019,0.0,0.526,0.474,1
Fast respond. Awesome,fast respond. awesome,en,0.6249,0.0,0.328,0.672,2
Easy and very useful,easy and very useful,en,0.7264,0.0,0.247,0.753,2
This is a very good app. And the doctors are so humble. A very helpful app,this is a very good application. and the doctors are so humble. a very helpful application,en,0.742,0.0,0.69,0.31,1
I love this app!,i love this application!,en,0.6696,0.0,0.4,0.6,2
"The app has been helpful and answer my problem. Keep it coming and add more 
feature for pregnancy track and its information (hospital,maternity 
price,etc)","the application has been helpful and answer my problem. keep it coming and add more
feature for pregnancy track and its information (hospital,maternity
price,etc)",en,0.0258,0.098,0.8,0.102,1
Nica app n helping,nica application n helping,en,0.296,0.0,0.577,0.423,1
Very helpfull and doctors are friendly,very helpfull and doctors are friendly,en,0.4939,0.0,0.61,0.39,1
So happy using this app...,so happy using this application...,en,0.6115,0.0,0.5,0.5,1
The apps is giving an useful information,the application is giving an useful information,en,0.6486,0.0,0.485,0.515,2
This app helpful and i love it😍😍,this application helpful and i love it,en,0.9186,0.0,0.458,0.542,2
"Future way of health consultation. Easy to use, and very helpful. Worth to 
have it 👌","future way of health consultation. easy to use, and very helpful. worth to
have it",en,0.9232,0.0,0.456,0.544,2
"The doctor really kind and friendly. This app really easy to use and 
helpful! Thank you!","the doctor really kind and friendly. this application really easy to use and
helpful! thank you!",en,0.9454,0.0,0.404,0.596,2
So helpful... I get more knowledge in this app... I like this app...,so helpful... i get more knowledge in this application... i like this application...,en,0.6801,0.0,0.663,0.337,1
This app is so good😊😊,this application is so good,en,0.9434,0.0,0.384,0.616,2
Thank you doctors!,thank you doctors!,en,0.4199,0.0,0.417,0.583,2
I really like the docters .the are friendly and very helpfull,i really like the docters .the are friendly and very helpfull,en,0.7178,0.0,0.6,0.4,1
This app so useful and give more inspiration for a healthy lifestyle,this application so useful and give more inspiration for a healthy lifestyle,en,0.8788,0.0,0.47,0.53,2
Very helpful 😊,very helpful,en,0.8545,0.0,0.299,0.701,2
"Helpful. This app gives us chance to know the answers of our questions 
about health from qualified doctors so we don't need to worry about having 
unexplainable symptoms while you haven't had time to see doctor. The doctor 
was really helpful, polite, friendly, and give fast responses.","helpful. this application gives us chance to know the answers of our questions
about health from qualified doctors so we do not need to worry about having
unexplainable symptoms while you have not had time to see doctor. the doctor
was really helpful, polite, friendly, and give fast responses.",en,0.9146,0.0,0.753,0.247,1
helpful and fast respond thankyou,helpful and fast respond thankyou,en,0.4215,0.0,0.588,0.412,1
"I'm happy the doctor always respond quickly, and really helpful","i am happy the doctor always respond quickly, and really helpful",en,0.7778,0.0,0.541,0.459,1
Help a lot and so useful,help a lot and so useful,en,0.7537,0.0,0.383,0.617,2
"Thank you, helpful","thank you, helpful",en,0.6486,0.0,0.159,0.841,2
Very helpfull. Thanks.,very helpfull. thanks.,en,0.4902,0.0,0.386,0.614,2
"Thanks alot, good ideas for you build this app, caiiiooo","thanks alot, good ideas for you build this application, caiiiooo",en,0.7003,0.0,0.58,0.42,1
Keep the good respon,keep the good respon,en,0.4404,0.0,0.508,0.492,1
Really helpful application,really helpful application,en,0.4754,0.0,0.393,0.607,2
Quick respond and very helpful,quick respond and very helpful,en,0.4754,0.0,0.564,0.436,1
help us when we can't meet doctor immediately,help us when we cannot meet doctor immediately,en,0.4019,0.0,0.722,0.278,1
This is Perfect app,this is perfect application,en,0.5719,0.0,0.448,0.552,2
It's very helpful and make my life much more easier! 👍👍,it is very helpful and make my life much more easier!,en,0.7564,0.0,0.649,0.351,1
Thank you so much. Very helpful,thank you so much. very helpful,en,0.7056,0.0,0.406,0.594,2
Good for helping us who cannot come to dokter because we are busy..,good for helping us who cannot come to dokter because we are busy..,en,0.6249,0.0,0.683,0.317,1
"The Doctors are really kind and helpful. Very responsive in answer the 
questions. I really love this App. Thank you for every Doctor in Alodokter","the doctors are really kind and helpful. very responsive in answer the
questions. i really love this application. thank you for every doctor in alodokter",en,0.9481,0.0,0.547,0.453,1
Great apps for new daddy,great application for new daddy,en,0.6249,0.0,0.494,0.506,2
Helpful and easy to use,helpful and easy to use,en,0.6908,0.0,0.345,0.655,2
Very helpfull & many friendly doctors available,very helpfull & many friendly doctors available,en,0.4939,0.0,0.652,0.348,1
"Fast respon, helpful apps 💗","fast respon, helpful application",en,0.8271,0.0,0.256,0.744,2
"Good apps, fast reply","good application, fast reply",en,0.4404,0.0,0.508,0.492,1
easy to use!! fast response,easy to use!! fast response,en,0.5399,0.0,0.534,0.466,1
Good application 👍,good application,en,0.4404,0.0,0.508,0.492,1
The doctor is friendly,the doctor is friendly,en,0.4939,0.0,0.484,0.516,2
It helps much. Thank youuuuu,it helps much. thank youuuuu,en,0.6249,0.0,0.37,0.63,2
This application is very helpful ^^,this application is very helpful ^^,en,0.4754,0.0,0.618,0.382,1
Love this app. No need to see the doctor now. Thanks,love this application. no need to see the doctor now. thanks,en,0.7096,0.127,0.462,0.41,1
Thank you..very helpfull,thank you..very helpfull,en,0.3612,0.0,0.444,0.556,2
"I didn't think it'll easy to say... but I'm relaxing on the chatting 
space... but remember that was privacy 😎","i did not think it will easy to say... but i am relaxing on the chatting
space... but remember that was privacy",en,0.8223,0.057,0.667,0.277,1
Best the best,best the best,en,0.8555,0.0,0.106,0.894,2
Really useful when you doubt with uour health condition,really useful when you doubt with uour health condition,en,0.1761,0.197,0.551,0.252,1
It's so helping me!! 😊,it is so helping me!!,en,0.8534,0.0,0.391,0.609,2
Is very use when your get sicked,is very use when your get sicked,en,0.0,0.0,1.0,0.0,0
its usefull dude. thanks,its usefull dude. thanks,en,0.4404,0.0,0.508,0.492,1
So helpful thankyou,so helpful thankyou,en,0.4754,0.0,0.393,0.607,2
"Easy to use, fast response & kindly doctor","easy to use, fast response & kindly doctor",en,0.7269,0.0,0.496,0.504,2
"It's very useful and helpful. It gives a lot of information about health. 
The information is complete and precise.","it is very useful and helpful. it gives a lot of information about health.
the information is complete and precise.",en,0.7397,0.0,0.731,0.269,1
it will be great if you add more payment method,it will be great if you add more payment method,en,0.6249,0.0,0.687,0.313,1
Thank you so much,thank you so much,en,0.3612,0.0,0.545,0.455,1
Very helpful.. tq so much dok..,very helpful.. tq so much dok..,en,0.4754,0.0,0.618,0.382,1
"Good app, really helpful and very quick responses.","good application, really helpful and very quick responses.",en,0.7178,0.0,0.5,0.5,1
Good and love it,good and love it,en,0.7964,0.0,0.22,0.78,2
App selalu Crash. Maaf saya Uninstall.,application selalu crash. maaf saya uninstall.,en,-0.4019,0.351,0.649,0.0,-1
Helpfull app for urgent need,helpfull application for urgent need,en,0.2023,0.0,0.69,0.31,1
Live chat.. Awesome.. Thank you Alodokter..,live chat.. awesome.. thank you alodokter..,en,0.765,0.0,0.377,0.623,2
Great app and very usefull. Loved it.,great application and very usefull. loved it.,en,0.8511,0.0,0.377,0.623,2
this so gratefull.i love it,this so gratefull.i love it,en,0.6682,0.0,0.472,0.528,2
Respon cepat sekali... Like this app so much...,respon cepat sekali... like this application so much...,en,0.3612,0.0,0.737,0.263,1
Easy to use and helpful,easy to use and helpful,en,0.6908,0.0,0.345,0.655,2
"It really helps me. If I'm worried about my health, I can ask what happened 
to the doctor in this app","it really helps me. if i am worried about my health, i can ask what happened
to the doctor in this application",en,0.1761,0.091,0.789,0.12,1
"very helpful. thanks, alodokter!","very helpful. thanks, alodokter!",en,0.7624,0.0,0.234,0.766,2
"Kinda helpful , respond really fast to us ..","kind of helpful , respond really fast to us ..",en,0.3626,0.0,0.761,0.239,1
"Easy to use, and doctor in this app very friendly","easy to use, and doctor in this application very friendly",en,0.7501,0.0,0.556,0.444,1
good app 😊,good application,en,0.836,0.0,0.31,0.69,2
The doctor is helpful,the doctor is helpful,en,0.4215,0.0,0.517,0.483,1
Very helpful and fast response...thanks Doc,very helpful and fast response...thanks doc,en,0.4754,0.0,0.618,0.382,1
This is good app yeah... helpfull for me,this is good application yeah... helpfull for me,en,0.6249,0.0,0.541,0.459,1
It's great so far.,it is great so far.,en,0.6249,0.0,0.423,0.577,2
The best way to consule ur health probelms. Love it🙌,the best way to consule you are health probelms. love it,en,0.8555,0.0,0.543,0.457,1
This is not necessary but you need this eventually,this is not necessary but you need this eventually,en,0.0,0.0,1.0,0.0,0
I like this apps,i like this application,en,0.3612,0.0,0.545,0.455,1
The doctors are Fast respon. I like it!,the doctors are fast respon. i like it!,en,0.4199,0.0,0.715,0.285,1
"Great app, very helpful!","great application, very helpful!",en,0.8169,0.0,0.211,0.789,2
This is best app,this is best application,en,0.6369,0.0,0.417,0.583,2
"Very very helpfully , Nice 👍","very very helpfully , nice",en,0.7867,0.0,0.419,0.581,2
"I really need advice from doctors, so i really like this apps😍","i really need advice from doctors, so i really like this application",en,0.7233,0.0,0.698,0.302,1
For all doctors. You are the real mvp,for all doctors. you are the real mvp,en,0.0,0.0,1.0,0.0,0
this is the best app for health and consultation.,this is the best application for health and consultation.,en,0.6369,0.0,0.656,0.344,1
Is good aplication to help us to find advise for our health problems,is good aplication to help us to find advise for our health problems,en,0.4404,0.148,0.546,0.306,1
Very love it... Thx so much,very love it... thanks so much,en,0.8051,0.0,0.355,0.645,2
very helpful. thank you alodokter!,very helpful. thank you alodokter!,en,0.7322,0.0,0.327,0.673,2
Thank you for this app so we can chat with the doctors,thank you for this application so we can chat with the doctors,en,0.3612,0.0,0.815,0.185,1
Nice service and fast respon,nice service and fast respon,en,0.4215,0.0,0.588,0.412,1
thank u ;),thank you ;),en,0.5267,0.0,0.185,0.815,2
"I like it, because fast respond and so helpful:)","i like it, because fast respond and so helpful:)",en,0.7283,0.0,0.534,0.466,1
Very helpful app,very helpful application,en,0.4754,0.0,0.393,0.607,2
good aplication. helpful,good aplication. helpful,en,0.6908,0.0,0.149,0.851,2
"Good app, so helpful and easy to use","good application, so helpful and easy to use",en,0.8464,0.0,0.353,0.647,2
Easy to use and thank you doctor,easy to use and thank you doctor,en,0.6597,0.0,0.481,0.519,2
I think is very useful and helpful enough...,i think is very useful and helpful enough...,en,0.7397,0.0,0.49,0.51,2
The docter so friendly,the docter so friendly,en,0.6269,0.0,0.422,0.578,2
