content,clean_emoji,language,compound,neg,neu,pos,vader_rating,keyword
Very helpful to stay calm and knowing information about healthy,very helpful to stay calm and knowing information about healthy,en,0.796,0.0,0.464,0.536,2,helpful stay calm
"This apps is really helpful, you can ask to the doctors with private chat.","this application is really helpful, you can ask to the doctors with private chat.",en,0.4754,0.0,0.808,0.192,1,ask doctors private
Awesome apps... very helpful,awesome application... very helpful,en,0.8016,0.0,0.218,0.782,2,awesome application helpful
Usefull.. thank you,usefull.. thank you,en,0.3612,0.0,0.444,0.556,2,usefull thank
Great app. Very helpful,great application. very helpful,en,0.8016,0.0,0.218,0.782,2,great application helpful
"Respon dokter sangat cepat, special to Dokter Stefanie, thx a lot","respon dokter sangat cepat, special to dokter stefanie, thanks a lot",en,0.6369,0.0,0.634,0.366,1,dokter sangat cepat
"Great app,, Very helpful and very fast respons. Love it!","great application,, very helpful and very fast respons. love it!",en,0.9177,0.0,0.369,0.631,2,great application helpful
Nice app.. its very helpful,nice application.. its very helpful,en,0.7089,0.0,0.337,0.663,2,nice application helpful
Very helpful. Thx and good job,very helpful. thanks and good job,en,0.8304,0.0,0.255,0.745,2,helpful thanks
Thanks alo dokter..,thanks alo dokter..,en,0.4404,0.0,0.408,0.592,2,thanks alo dokter
Really nice apps Berguna bgt kl pas lg males antri k dokter,really nice application berguna bgt kl pas lg males antri k dokter,en,0.4754,0.0,0.781,0.219,1,application berguna bgt
Its the best can help me to find the answer my question,its the best can help me to find the answer my question,en,0.7845,0.0,0.592,0.408,1,help answer
It's really help me when worry about my body,it is really help me when worry about my body,en,0.024,0.225,0.543,0.232,1,help worry body
Great n usefull app..,great n usefull application..,en,0.6249,0.0,0.423,0.577,2,great usefull application
Really helpful and educating,really helpful and educating,en,0.4754,0.0,0.492,0.508,2,really helpful educating
"Very very very helpfully, thank you so much","very very very helpfully, thank you so much",en,0.8007,0.0,0.455,0.545,2,helpfully thank
"I think, its app is helpfull... tq","i think, its application is helpfull... tq",en,0.0,0.0,1.0,0.0,0,application helpfull tq
Best apps !,best application !,en,0.6696,0.0,0.308,0.692,2,best application
Helpful app so far💕,helpful application so far,en,0.8107,0.0,0.352,0.648,2,helpful application far
I satisfied with the service of fast,i satisfied with the service of fast,en,0.4215,0.0,0.682,0.318,1,satisfied service fast
The doctor profesional,the doctor profesional,en,0.0,0.0,1.0,0.0,0,doctor profesional
Thank you so much,thank you so much,en,0.3612,0.0,0.545,0.455,1,thank
"Very fast response, and my first impression abt this apps was amazing.","very fast response, and my first impression about this application was amazing.",en,0.6908,0.0,0.637,0.363,1,application amazing
This app is very usefull..,this application is very usefull..,en,0.0,0.0,1.0,0.0,0,application usefull
What a Helpful app 😊,what a helpful application,en,0.8316,0.0,0.405,0.595,2,helpful application
Useful & helpful app,useful & helpful application,en,0.6908,0.0,0.26,0.74,2,useful helpful application
"good, fast, and recomended","good, fast, and recomended",en,0.4404,0.0,0.508,0.492,1,good fast recomended
"Thank you for creat this app, very helpful.. Love it.","thank you for creat this application, very helpful.. love it.",en,0.8771,0.0,0.41,0.59,2,thank creat application
Great apps. Very helpful. Maybe a lil suggestion that the developer use microtics or unique MAC identifier so the blocked or spamming user didnt have a chance to change his/her username. Maybe a lil korean idol wallpaper would help the consultant to refreshing their mind. Thank you,great application. very helpful. maybe a lil suggestion that the developer use microtics or unique mac identifier so the blocked or spamming user did not have a chance to change his/her username. maybe a lil korean idol wallpaper would help the consultant to refreshing their mind. thank you,en,0.7331,0.121,0.671,0.208,1,blocked spamming user
The doctor are very nice ☺,the doctor are very nice,en,0.7485,0.0,0.44,0.56,2,doctor nice
Good service quality,good service quality,en,0.4404,0.0,0.408,0.592,2,good service quality
app good like a real consultan with doctor,application good like a real consultan with doctor,en,0.6597,0.0,0.526,0.474,1,real consultan doctor
Thank you for information,thank you for information,en,0.3612,0.0,0.545,0.455,1,thank information
it help so much anytime anywhere for answering our question without going to hospital ... so far this application is good ... keep it up,it help so much anytime anywhere for answering our question without going to hospital ... so far this application is good ... keep it up,en,0.6808,0.0,0.804,0.196,1,hospital far application
"Bgus jga jd bsa second opinion,,","bgus jga jd bsa second opinion,,",en,0.0,0.0,1.0,0.0,0,bsa second opinion
Great apps. Usefulll and helpfull...  👍👍👍,great application. usefulll and helpfull...,en,0.6249,0.0,0.709,0.291,1,great application usefulll
Very helpful and fast respond from the doctor team,very helpful and fast respond from the doctor team,en,0.4754,0.0,0.721,0.279,1,fast respond doctor
Easy to know,easy to know,en,0.4404,0.0,0.408,0.592,2,easy know
This app  can help me,this application can help me,en,0.4019,0.0,0.597,0.403,1,application help
Best app ever,best application ever,en,0.6369,0.0,0.323,0.677,2,best application
"Good information, and very nice..","good information, and very nice..",en,0.7178,0.0,0.334,0.666,2,good information nice
So helpful! :),so helpful! :),en,0.7693,0.0,0.13,0.87,2,helpful
Very helpful ❤,very helpful,en,0.8204,0.0,0.209,0.791,2,helpful
"Too bad we need to register first and it didnt even have the complete list of the country cuz we need to put our phone number there too, it wont work if our country is not on the list. Stewpit👎","too bad we need to register first and it did not even have the complete list of the country cuz we need to put our phone number there too, it will not work if our country is not on the list. stewpit",en,-0.4939,0.078,0.893,0.029,-1,need register
Great apps thank you,great application thank you,en,0.765,0.0,0.233,0.767,2,great application thank
This really helpfull..,this really helpfull..,en,0.0,0.0,1.0,0.0,0,really helpfull
I love this app,i love this application,en,0.6369,0.0,0.417,0.583,2,application
It gives a preliminary information to which so important to me.,it gives a preliminary information to which so important to me.,en,0.3327,0.0,0.809,0.191,1,gives preliminary information
Screw those who think the app's UX sucks. It has a clean UI and very useful for people like me.,screw those who think the application's ux sucks. it has a clean ui and very useful for people like me.,en,0.6697,0.143,0.55,0.308,1,application ux sucks
Its like you have personal hospital and doctor in your pocket.,its like you have personal hospital and doctor in your pocket.,en,0.3612,0.0,0.8,0.2,1,hospital doctor pocket
Sangat membantu!! Like and Thanks for the app,sangat membantu!! like and thanks for the application,en,0.717,0.0,0.501,0.499,1,sangat membantu
Thanks.. Aku suka app ini,thanks.. aku suka application ini,en,0.4404,0.0,0.58,0.42,1,aku suka application
Good aplicatian and helpful,good aplicatian and helpful,en,0.6908,0.0,0.26,0.74,2,good aplicatian helpful
Very useful and helpful,very useful and helpful,en,0.7397,0.0,0.242,0.758,2,useful helpful
"being able to chat with the doctors directly, isn't it a good thing? what an app😊","being able to chat with the doctors directly, is not it a good thing? what an application",en,0.5565,0.091,0.682,0.227,1,chat doctors directly
"Well, i like that the doctors are real. Really helpful. Won't uninstall this app. Please make it better. Anw, the response of the doctor is fast and friendly. Thanks AloDokter.","well, i like that the doctors are real. really helpful. will not uninstall this application. please make it better. anw, the response of the doctor is fast and friendly. thanks alodokter.",en,0.9516,0.0,0.548,0.452,1,helpful uninstall application
Good. Fast respon,good. fast respon,en,0.4404,0.0,0.408,0.592,2,good fast respon
It really helpful,it really helpful,en,0.4754,0.0,0.393,0.607,2,really helpful
"You app, can help many people  😚😘","you application, can help many people",en,0.8481,0.0,0.566,0.434,1,application help people
Its very useful. Thank you.,its very useful. thank you.,en,0.7159,0.0,0.334,0.666,2,useful thank
Useful and quick response. Thank you!,useful and quick response. thank you!,en,0.69,0.0,0.413,0.587,2,useful quick response
"Good apps, recommended","good application, recommended",en,0.5719,0.0,0.175,0.825,2,good application recommended
i like because doctor emegently to answer my question,i like because doctor emegently to answer my question,en,0.3612,0.0,0.762,0.238,1,doctor emegently answer
Very helpfull ...untuk mendapat first opinion,very helpfull ...untuk mendapat first opinion,en,0.0,0.0,1.0,0.0,0,helpfull untuk mendapat
Good app :) tks,good application :) tks,en,0.7096,0.0,0.253,0.747,2,good application tks
Good app. Solutive.,good application. solutive.,en,0.4404,0.0,0.408,0.592,2,good application solutive
Very good apps,very good application,en,0.4927,0.0,0.385,0.615,2,good application
So great join with alo dokter..thanks alot.,so great join with alo dokter..thanks alot.,en,0.7828,0.0,0.421,0.579,2,join alo dokter
"Good app, thanks","good application, thanks",en,0.7003,0.0,0.147,0.853,2,good application thanks
its really helping people whatever their problem,its really helping people whatever their problem,en,-0.0534,0.265,0.491,0.245,-1,really helping people
This app usefull,this application usefull,en,0.0,0.0,1.0,0.0,0,application usefull
Eventhough the Doctors still recommend us to go to the real doctors but still ... The app actually helps to answer silly question and unnecessary worry. Thanks,eventhough the doctors still recommend us to go to the real doctors but still ... the application actually helps to answer silly question and unnecessary worry. thanks,en,0.6486,0.107,0.611,0.282,1,doctors application actually
Can ask n get fast respon from doctor.. Really like this apps,can ask n get fast respon from doctor.. really like this application,en,0.4201,0.0,0.798,0.202,1,fast respon doctor
So helpful 😊,so helpful,en,0.8545,0.0,0.299,0.701,2,helpful
Very helpfull Apps.....keep helping people,very helpfull application.....keep helping people,en,0.3535,0.0,0.619,0.381,1,application helping people
help me even tho' not that much,help me even though' not that much,en,0.4019,0.0,0.69,0.31,1,help
Very helpful app,very helpful application,en,0.4754,0.0,0.393,0.607,2,helpful application
Ten out of ten,ten out of ten,en,0.0,0.0,1.0,0.0,0,
Its good from begin,its good from begin,en,0.4404,0.0,0.508,0.492,1,good begin
Not bad at all.,not bad at all.,en,0.431,0.0,0.513,0.487,1,bad
Good the doctor,good the doctor,en,0.4404,0.0,0.408,0.592,2,good doctor
Good app for ask :),good application for ask :),en,0.7096,0.0,0.337,0.663,2,good application ask
Really helpfull..thanks a lot for this great application..,really helpfull..thanks a lot for this great application..,en,0.7073,0.0,0.589,0.411,1,really helpfull thanks
Good for knowledge,good for knowledge,en,0.4404,0.0,0.408,0.592,2,good knowledge
This app is very good!,this application is very good!,en,0.54,0.0,0.534,0.466,1,application good
App keren nih,application keren nih,en,0.0,0.0,1.0,0.0,0,application keren nih
Very good and helpfull,very good and helpfull,en,0.4927,0.0,0.484,0.516,2,good helpfull
"Thank for this app,","thank for this application,",en,0.3612,0.0,0.545,0.455,1,thank application
Doctor Anthony responses my question in a very nice way. Thank you Alodokter!,doctor anthony responses my question in a very nice way. thank you alodokter!,en,0.731,0.0,0.641,0.359,1,doctor anthony responses
The best healty app.. Good kembangkan teruss yaa..,the best healty application.. good kembangkan teruss yaa..,en,0.7964,0.0,0.458,0.542,2,best healty application
The doctor is polite when tell the information n very helpfull,the doctor is polite when tell the information n very helpfull,en,0.0,0.0,1.0,0.0,0,doctor polite tell
Very useful app ❤,very useful application,en,0.8122,0.0,0.289,0.711,2,useful application
Fast respon and very helpfull,fast respon and very helpfull,en,0.0,0.0,1.0,0.0,0,fast respon helpfull
Thats pretty help me,that is pretty help me,en,0.7096,0.0,0.253,0.747,2,pretty help
Informative and good apps,informative and good application,en,0.4404,0.0,0.508,0.492,1,informative good application
Actually really helpful.. But sometimes it really takes time for the doctors to reply our message.,actually really helpful.. but sometimes it really takes time for the doctors to reply our message.,en,0.2609,0.0,0.88,0.12,1,doctors reply message
I love this app. Really helping because I am such of oerson who lazy to go to hospital,i love this application. really helping because i am such of oerson who lazy to go to hospital,en,0.6361,0.103,0.62,0.277,1,oerson lazy hospital
Very nice and effective,very nice and effective,en,0.7548,0.0,0.236,0.764,2,nice effective
Very good aplication..!,very good aplication..!,en,0.54,0.0,0.365,0.635,2,good aplication
Great App 👍,great application,en,0.6249,0.0,0.423,0.577,2,great application
Usefull. Thank you,usefull. thank you,en,0.3612,0.0,0.444,0.556,2,usefull thank
the good apps,the good application,en,0.4404,0.0,0.408,0.592,2,good application
"Fast respon, usefull n helpfull..thanks for alodokter","fast respon, usefull n helpfull..thanks for alodokter",en,0.0,0.0,1.0,0.0,0,helpfull thanks alodokter
online consultation with doctor very good,online consultation with doctor very good,en,0.4927,0.0,0.61,0.39,1,online consultation doctor
This application is very usefull.thanks doctor.,this application is very usefull.thanks doctor.,en,0.0,0.0,1.0,0.0,0,application usefull thanks
"Really love this app, sangat membantu sekali 😘😘","really love this application, sangat membantu sekali",en,0.8777,0.0,0.543,0.457,1,sangat membantu sekali
Very recomended. Thx doc,very recomended. thanks doc,en,0.4173,0.0,0.519,0.481,1,recomended thanks doc
"UX is stupid. When a user is required to register before experiencing the app, that's one star. Stop. Ditambah ketika masukin info tgl lahir pake kalender slide yg gak intuitif.","ux is stupid. when a user is required to register before experiencing the application, that is one star. stop. ditambah ketika masukin info tgl lahir pake kalender slide yg gak intuitif.",en,-0.6808,0.167,0.833,0.0,-1,user required register
"Recommnd app,thanks for ur help 😁","recommnd application,thanks for you are help",en,0.6908,0.0,0.584,0.416,1,recommnd application thanks
easy to use and fast response from the doctors,easy to use and fast response from the doctors,en,0.4404,0.0,0.734,0.266,1,fast response doctors
Respond sangat cepat. Good job,respond sangat cepat. good job,en,0.4404,0.0,0.58,0.42,1,respond sangat cepat
"Useful banget, serasa puny dokter pribadi. Download recomended!!","useful banget, serasa puny dokter pribadi. download recomended!!",en,0.5399,0.0,0.668,0.332,1,useful banget serasa
Good app. I like it,good application. i like it,en,0.6597,0.0,0.357,0.643,2,good application
Quite helpful to answer us even with a small n simple question..,quite helpful to answer us even with a small n simple question..,en,0.4754,0.0,0.781,0.219,1,answer small simple
"Awesome, very helpful. Thanks","awesome, very helpful. thanks",en,0.8852,0.0,0.088,0.912,2,awesome helpful thanks
"Fast respons,great apps","fast respons,great application",en,0.0,0.0,1.0,0.0,0,respons great application
"Great application, thank you 😊","great application, thank you",en,0.9118,0.0,0.284,0.716,2,great application thank
"This app is extremely useful for me. Thank you for your helps, doctors. Ultimately, thank you for the excellent developer's idea to create this great apps. It could save life immediately.","this application is extremely useful for me. thank you for your helps, doctors. ultimately, thank you for the excellent developer's idea to create this great application. it could save life immediately.",en,0.9741,0.0,0.483,0.517,2,great application
Most helpful app,most helpful application,en,0.4754,0.0,0.393,0.607,2,helpful application
Thanks so much,thanks so much,en,0.4404,0.0,0.408,0.592,2,thanks
this app is helpful,this application is helpful,en,0.4215,0.0,0.517,0.483,1,application helpful
good and helpful apps .........,good and helpful application .........,en,0.6908,0.0,0.345,0.655,2,good helpful application
"Fast response, very usefull..","fast response, very usefull..",en,0.0,0.0,1.0,0.0,0,fast response usefull
Such a good app,such a good application,en,0.4404,0.0,0.508,0.492,1,good application
"Walaupun ujung2nya dokter di alodokter selalu bilang ""harus di check ke dokter langsung"", the app is useful to answer silly or embarassing questions unworthy of a hospital trip.","walaupun ujung2nya dokter di alodokter selalu bilang ""harus di check ke dokter langsung"", the application is useful to answer silly or embarassing questions unworthy of a hospital trip.",en,0.0,0.094,0.781,0.125,0,walaupun ujung2nya dokter
Love this app,love this application,en,0.6369,0.0,0.323,0.677,2,application
really need the answer,really need the answer,en,0.0,0.0,1.0,0.0,0,really need answer
Good app helpful,good application helpful,en,0.6908,0.0,0.149,0.851,2,good application helpful
Good application and helpful,good application and helpful,en,0.6908,0.0,0.26,0.74,2,good application helpful
Help me so much!,help me so much!,en,0.4574,0.0,0.501,0.499,1,help
"Recomended, fast respon banyak info"" kesehatan jg 👍👍👍","recomended, fast respon banyak info"" kesehatan jg",en,0.0,0.0,1.0,0.0,0,banyak info kesehatan
Be help my life ... Thankx for advis by docter....,be help my life ... thankx for advis by docter....,en,0.4019,0.0,0.769,0.231,1,docter
It's a good way when we are in an emergency situation,it is a good way when we are in an emergency situation,en,0.0772,0.179,0.621,0.2,1,good way emergency
"This application really great,.","this application really great,.",en,0.659,0.0,0.406,0.594,2,application really great
very recommended app. berasa punya dokter pribadi 😊😊😊,very recommended application. berasa punya dokter pribadi,en,0.9589,0.0,0.427,0.573,2,application berasa punya
"Thanks, the doctor its very kind","thanks, the doctor its very kind",en,0.7645,0.0,0.378,0.622,2,thanks doctor kind
Respon dokter cepat dan akurat. This application very usefull. Thanks!,respon dokter cepat dan akurat. this application very usefull. thanks!,en,0.5378,0.0,0.722,0.278,1,application usefull thanks
Good app i think,good application i think,en,0.4404,0.0,0.508,0.492,1,good application think
It helps me a bit,it helps me a bit,en,0.3818,0.0,0.606,0.394,1,helps
fast respon good,fast respon good,en,0.4404,0.0,0.408,0.592,2,fast respon good
Good application !,good application !,en,0.4926,0.0,0.385,0.615,2,good application
Very usefull 😘,very usefull,en,0.4215,0.0,0.641,0.359,1,usefull
Really useful and the doctors are so kind and humble,really useful and the doctors are so kind and humble,en,0.8205,0.0,0.514,0.486,1,really useful doctors
Very useful app and fast response from compatible doctors. Good job!,very useful application and fast response from compatible doctors. good job!,en,0.7495,0.0,0.585,0.415,1,response compatible doctors
Its so usefull,its so usefull,en,0.0,0.0,1.0,0.0,0,usefull
Great apps for indonesian people,great application for indonesian people,en,0.6249,0.0,0.494,0.506,2,great application indonesian
Good applivation. Helpfull,good applivation. helpfull,en,0.4404,0.0,0.408,0.592,2,good applivation helpfull
Very useful apps,very useful application,en,0.4927,0.0,0.385,0.615,2,useful application
Thanks for help,thanks for help,en,0.6808,0.0,0.152,0.848,2,thanks help
"Cukup membantu, thanks and recomended ☺","cukup membantu, thanks and recomended",en,0.7096,0.0,0.459,0.541,2,cukup membantu thanks
"This Apps is working, and very helpful 😊","this application is working, and very helpful",en,0.8545,0.0,0.49,0.51,2,application working helpful
I love it easy to use n really useful for me,i love it easy to use n really useful for me,en,0.8832,0.0,0.437,0.563,2,use really useful
Thanks for the knowledge,thanks for the knowledge,en,0.4404,0.0,0.508,0.492,1,thanks knowledge
I dont have to go to a clinic or hospital anymore,i do not have to go to a clinic or hospital anymore,en,0.0,0.0,1.0,0.0,0,clinic hospital anymore
excellent software and very fast respons,excellent software and very fast respons,en,0.5719,0.0,0.575,0.425,1,excellent software fast
useful app.. ty,useful application.. ty,en,0.6705,0.0,0.154,0.846,2,useful application ty
It very useful for us,it very useful for us,en,0.4927,0.0,0.556,0.444,1,useful
Good app..  Help me to solve the problem,good application.. help me to solve the problem,en,0.5719,0.191,0.284,0.525,2,application help solve
Have a great moment to discuss.,have a great moment to discuss.,en,0.6249,0.0,0.549,0.451,1,great moment discuss
Good app..  👍,good application..,en,0.4404,0.0,0.508,0.492,1,good application
Nice app. Really help for pre-checking,nice application. really help for pre-checking,en,0.6997,0.0,0.408,0.592,2,help pre checking
Wonderfull and amazing,wonderfull and amazing,en,0.5859,0.0,0.345,0.655,2,wonderfull amazing
Very Helpful And Easy Use Try It :),very helpful and easy use try it :),en,0.8503,0.0,0.351,0.649,2,easy use try
Such a good application!,such a good application!,en,0.4926,0.0,0.484,0.516,2,good application
"Good app, berguna bangett","good application, berguna bangett",en,0.4404,0.0,0.508,0.492,1,application berguna bangett
"Very helpful, fast respond. I love it","very helpful, fast respond. i love it",en,0.807,0.0,0.407,0.593,2,helpful fast respond
"Very usefull, fast respon, love it!","very usefull, fast respon, love it!",en,0.6696,0.0,0.527,0.473,1,usefull fast respon
"Thank you so much!  As a new mom, it's so helpful to find the info for my baby. Love it!","thank you so much! as a new mom, it is so helpful to find the info for my baby. love it!",en,0.8979,0.0,0.609,0.391,1,info baby love
This application so far so good,this application so far so good,en,0.6213,0.0,0.551,0.449,1,application far good
"Great app, realy helpfull","great application, realy helpfull",en,0.6249,0.0,0.423,0.577,2,great application realy
Good app for consulation with doctor,good application for consulation with doctor,en,0.4404,0.0,0.633,0.367,1,application consulation doctor
Directly chatting with doctor.,directly chatting with doctor.,en,0.0,0.0,1.0,0.0,0,directly chatting doctor
It's good .. thanks,it is good .. thanks,en,0.7003,0.0,0.256,0.744,2,good thanks
"I like in aplikasi alodoctor, thanks for respont my messeage","i like in aplikasi alodoctor, thanks for respont my messeage",en,0.6597,0.0,0.597,0.403,1,aplikasi alodoctor thanks
Love this helpful,love this helpful,en,0.7906,0.0,0.125,0.875,2,love helpful
"Respon cepat, thanks","respon cepat, thanks",en,0.4404,0.0,0.408,0.592,2,respon cepat thanks
thank you Doctor,thank you doctor,en,0.3612,0.0,0.444,0.556,2,thank doctor
It's really good and helpful.thank you alo dokter 😁,it is really good and helpful.thank you alo dokter,en,0.7346,0.0,0.64,0.36,1,helpful thank alo
Bagus banget buat pre-check! Love it,bagus banget buat pre-check! love it,en,0.6696,0.0,0.527,0.473,1,bagus banget buat
The good aplication,the good aplication,en,0.4404,0.0,0.408,0.592,2,good aplication
Get a good information,get a good information,en,0.4404,0.0,0.508,0.492,1,good information
Very usefull :),very usefull :),en,0.507,0.0,0.379,0.621,2,usefull
Fast respond! Very recomended!,fast respond! very recomended!,en,0.0,0.0,1.0,0.0,0,fast respond recomended
it was great to have a talk with the doctor directly.,it was great to have a talk with the doctor directly.,en,0.6249,0.0,0.709,0.291,1,talk doctor directly
The best one,the best one,en,0.6369,0.0,0.323,0.677,2,best
Its easy way to consult about healthy life with a doctor's,its easy way to consult about healthy life with a doctor's,en,0.6808,0.0,0.616,0.384,1,consult healthy life
"fast respon , thanks alodokter","fast respon , thanks alodokter",en,0.4404,0.0,0.58,0.42,1,respon thanks alodokter
A bit helpful,a bit helpful,en,0.4215,0.0,0.417,0.583,2,bit helpful
I will try it!,i will try it!,en,0.0,0.0,1.0,0.0,0,try
Nice app and nice doctor,nice application and nice doctor,en,0.6808,0.0,0.349,0.651,2,application nice doctor
Became easier to talk to docter n ask some question..,became easier to talk to docter n ask some question..,en,0.4215,0.0,0.763,0.237,1,docter ask
The doctors can give me many information and give solution in emergency situations,the doctors can give me many information and give solution in emergency situations,en,-0.0772,0.164,0.692,0.145,-1,solution emergency situations
"It helps a lot. Thanks, Alodokter","it helps a lot. thanks, alodokter",en,0.6705,0.0,0.421,0.579,2,helps lot thanks
VERY USEFULL !,very usefull !,en,0.0,0.0,1.0,0.0,0,usefull
"This app really helpful, government should pay more attention and  learn from founder","this application really helpful, government should pay more attention and learn from founder",en,0.4005,0.09,0.71,0.2,1,application really helpful
"If you're not gonna give them 5 stars, you are not human.","if you are not going to give them 5 stars, you are not human.",en,0.0,0.0,1.0,0.0,0,going stars human
Very useful. Fast respond.,very useful. fast respond.,en,0.4927,0.0,0.484,0.516,2,useful fast respond
Thats so helpfull,that is so helpfull,en,0.0,0.0,1.0,0.0,0,helpfull
great app..so helpfull,great application..so helpfull,en,0.6249,0.0,0.328,0.672,2,great application helpfull
"Good and fast respon , thank you","good and fast respon , thank you",en,0.6597,0.0,0.481,0.519,2,fast respon thank
This app really usefull for asking about healthy and everything with your body so in love with this♥,this application really usefull for asking about healthy and everything with your body so in love with this,en,0.9077,0.0,0.599,0.401,1,usefull asking healthy
At least help me to determine what should i do 😇,at least help me to determine what should i do,en,0.6908,0.0,0.678,0.322,1,help
"This app very helpful to ask consulting, good service","this application very helpful to ask consulting, good service",en,0.7178,0.0,0.539,0.461,1,helpful ask consulting
Helped me so much.. and the app is user friendly 😊,helped me so much.. and the application is user friendly,en,0.8481,0.0,0.566,0.434,1,application user friendly
"Helpful bgt bs live chat sama dokter, bnr2 menolong saat darurat. Balesannya jg cpt bgt. Very recommended app","helpful bgt bs live chat sama dokter, bnr2 menolong saat darurat. balesannya jg cpt bgt. very recommended application",en,0.5984,0.0,0.766,0.234,1,bgt recommended application
good application  it can help me if i'm very busy,good application it can help me if i am very busy,en,0.6808,0.0,0.588,0.412,1,good application help
slow responds 😕,slow responds,en,-0.3182,0.434,0.566,0.0,-1,slow responds
Thankyou for app,thankyou for application,en,0.0,0.0,1.0,0.0,0,thankyou application
Its a good application,its a good application,en,0.4404,0.0,0.508,0.492,1,good application
Very useful.. Thanks,very useful.. thanks,en,0.7485,0.0,0.136,0.864,2,useful thanks
"The doctor is fast respon, and very solutive. Love it! 😊","the doctor is fast respon, and very solutive. love it!",en,0.895,0.0,0.527,0.473,1,doctor fast respon
Good apps connected you and doctor,good application connected you and doctor,en,0.4404,0.0,0.633,0.367,1,application connected doctor
Very2 usefull... Loved it,very2 usefull... loved it,en,0.5994,0.0,0.435,0.565,2,very2 usefull loved
Wiz this app aladocter help me alot for the information about healthty,wiz this application aladocter help me alot for the information about healthty,en,0.4019,0.0,0.803,0.197,1,wiz application aladocter
"verry usefull for me and all, thanks","verry usefull for me and all, thanks",en,0.4404,0.0,0.674,0.326,1,verry usefull thanks
"Very helpfull for us when we need a fast consultation about our problem, fast respon and interactive. Very usefull.","very helpfull for us when we need a fast consultation about our problem, fast respon and interactive. very usefull.",en,-0.4019,0.13,0.87,0.0,-1,fast consultation
"Awesome !!! A Helpful app with a lot of helpful doctor, what an amazing app !!!","awesome !!! a helpful application with a lot of helpful doctor, what an amazing application !!!",en,0.94,0.0,0.45,0.55,2,doctor amazing application
Good aplication... Very helpfull,good aplication... very helpfull,en,0.4404,0.0,0.508,0.492,1,good aplication helpfull
Very helpful :),very helpful :),en,0.7485,0.0,0.136,0.864,2,helpful
Good app... satisfied,good application... satisfied,en,0.6908,0.0,0.149,0.851,2,good application satisfied
Really usefull and this cured my anxiety ! Over everything ! Now whenever i got the feeling that i might have this or that disease i could just go on this app and ask the amazing doctors thankyou ~,really usefull and this cured my anxiety ! over everything ! now whenever i got the feeling that i might have this or that disease i could just go on this application and ask the amazing doctors thankyou ~,en,0.6351,0.039,0.826,0.135,1,usefull cured anxiety
A live chat with a doctor. It's almost like u're talking to them face-to-face. It's quite helpful.,a live chat with a doctor. it is almost like you're talking to them face-to-face. it is quite helpful.,en,0.6486,0.0,0.739,0.261,1,chat doctor like
Very good app!,very good application!,en,0.54,0.0,0.365,0.635,2,good application
Good application 😊,good application,en,0.836,0.0,0.31,0.69,2,good application
"Thanks, good application","thanks, good application",en,0.7003,0.0,0.147,0.853,2,thanks good application
"A live chat with a doctor. That's amazing! Mostly the answer, in my opinion, is standard, general and normative. I appreciate the willingness of these doctors to serve and educate the community about health.  But please, do NOT use this app to replace the direct face-to-face consultation with a doctor if you have health issue. Good job, doctor!","a live chat with a doctor. that is amazing! mostly the answer, in my opinion, is standard, general and normative. i appreciate the willingness of these doctors to serve and educate the community about health. but please, do not use this application to replace the direct face-to-face consultation with a doctor if you have health issue. good job, doctor!",en,0.9039,0.0,0.801,0.199,1,live chat doctor
Exactly what we need,exactly what we need,en,0.0,0.0,1.0,0.0,0,exactly need
Make life is so easy about health,make life is so easy about health,en,0.5777,0.0,0.616,0.384,1,life easy health
I really really really like this app 😘😘😘😘😘😘😘,i really really really like this application,en,0.968,0.0,0.541,0.459,1,really like application
I still use..so far its good,i still use..so far its good,en,0.4404,0.0,0.633,0.367,1,use far good
Good app.thnks dok. Fast respon,good application.thnks dok. fast respon,en,0.4404,0.0,0.58,0.42,1,application thnks dok
Great app. So helpful,great application. so helpful,en,0.8016,0.0,0.218,0.782,2,great application helpful
It's enough about healty information,it is enough about healty information,en,0.0,0.0,1.0,0.0,0,healty information
Help a lot,help a lot,en,0.4019,0.0,0.426,0.574,2,help lot
A lil bit help me. Thank you,a lil bit help me. thank you,en,0.6369,0.0,0.49,0.51,2,bit help thank
"Well it's good but only for preparation, minimal sympthoms,  asking something. Examination must be meeting the doctor","well it is good but only for preparation, minimal sympthoms, asking something. examination must be meeting the doctor",en,0.3612,0.0,0.811,0.189,1,sympthoms asking examination
It's very useful!!!,it is very useful!!!,en,0.6211,0.0,0.33,0.67,2,useful
This is very helpful.. it deserves 5 stars,this is very helpful.. it deserves 5 stars,en,0.4754,0.0,0.694,0.306,1,helpful deserves stars
It help me a lot!!!!,it help me a lot!!!!,en,0.5951,0.0,0.508,0.492,1,help
"nice app, really make we know about health","nice application, really make we know about health",en,0.4215,0.0,0.714,0.286,1,make know health
You're the best,you are the best,en,0.6369,0.0,0.323,0.677,2,best
Very helpful. Thank you,very helpful. thank you,en,0.707,0.0,0.254,0.746,2,helpful thank
Really usefull and informative,really usefull and informative,en,0.0,0.0,1.0,0.0,0,really usefull informative
It's problem solve,it is problem solve,en,-0.2263,0.491,0.182,0.327,-1,problem solve
"Benar2 membantu, thanks for this app!","benar2 membantu, thanks for this application!",en,0.4926,0.0,0.61,0.39,1,benar2 membantu thanks
such a really cool app! keep up the good work.,such a really cool application! keep up the good work.,en,0.6989,0.0,0.58,0.42,1,really cool application
