score,content_contractions,compound,neg,neu,pos,vader_rating,keyword
3,Feature to chat with doctor is great and the online medicine store is cool as well. My worst experience is in the booking for appointment with doctor. The schedule information is invalid (per information given by the hospital) and I cannot request for cancel by myself neither can the hospital staff. Please make the information of doctor schedule valid and reliable so people do not waste their time making an appointment and confirming with the hospital just for requsting it to be cancelled.,0.7765,0.064,0.781,0.155,1,"[('appointment', 0.4702), ('cancel', 0.4113), ('doctor', 0.3995), ('hospital', 0.3968), ('medicine store', 0.3893)]"
5,Simple and many choices for out healthy. Thank you very much 🙏,0.6369,0.0,0.679,0.321,1,"[('choices', 0.2826)]"
5,Great one stop health & medical solutions,0.5574,0.183,0.333,0.483,1,"[('stop health', 0.6768), ('solutions', 0.295)]"
5,Very helpfull apps when i need some medicines immediately,0.0,0.0,1.0,0.0,0,"[('medicines', 0.6481), ('apps', 0.5119)]"
5,Easy and practical to use,0.4404,0.0,0.58,0.42,1,[]
5,"Good, very helpful during pandemic, thanks",0.8357,0.0,0.252,0.748,2,"[('thanks', 0.2199)]"
2,"The app keeps crashing down whenever I try to chat with the doctor and the fact that we have limited time to consult makes it difficult to use, please fix it.",-0.2732,0.127,0.807,0.066,-1,"[('app', 0.4343), ('doctor', 0.3023), ('have limited time', 0.1664), ('fact', -0.0509)]"
5,helpful dok. friendly and details explanation,0.7184,0.0,0.4,0.6,2,"[('helpful dok', 0.782), ('details', 0.336)]"
5,Easy to use,0.4404,0.0,0.408,0.592,2,[]
5,Helpfull aplication.. great,0.6249,0.0,0.328,0.672,2,"[('aplication', 0.614)]"
5,"Very helpfull, intuitive and easy to use. Thanks !",0.7263,0.0,0.535,0.465,1,"[('thanks', 0.1285)]"
5,easily and helpfully,0.6908,0.0,0.149,0.851,2,[]
5,Great app n helpful,0.7845,0.0,0.225,0.775,2,"[('app', 0.6826)]"
5,Not bad for my first time.,0.431,0.0,0.637,0.363,1,"[('time', 0.1141)]"
5,Good doctor and easily to check our health,0.6486,0.0,0.531,0.469,1,"[('doctor', 0.6182), ('health', 0.5317)]"
5,"Helping people, before long que at the clinic",0.296,0.0,0.761,0.239,1,"[('helping people', 0.6229), ('clinic', 0.5992), ('que', 0.2825)]"
5,Fast and reliable,0.0,0.0,1.0,0.0,0,[]
2,"Worst experience, i have already paid to chat with doctor but i always waiting that those doctor is ready to chat and did not get contact for customer service to chat again",0.1779,0.071,0.838,0.091,1,"[('doctor', 0.3736), ('customer service', 0.3486), ('get contact', 0.2511), ('experience', 0.1726)]"
5,Very fast and efficient,0.4703,0.0,0.495,0.505,2,[]
1,"Please fix the notification bug, where the notification keep telling me to complete the purchase but i did not make any transaction in the application",0.1655,0.0,0.936,0.064,1,"[('notification bug', 0.5736), ('notification', 0.4247), ('transaction', 0.3934), ('purchase', 0.3419), ('application', 0.2178)]"
5,"Worst experience. For the first time I want to try this application and consult about veterinarians using the gopay payment method, but the balance has been deducted first while I cannot consult with the doctor, maybe cost cuts can be made after consulting so that the patient does not lose",-0.3211,0.097,0.831,0.073,-1,"[('gopay payment method', 0.5991), ('veterinarians', 0.4366), ('cost cuts', 0.2684), ('patient', 0.2432), ('application', 0.211)]"
5,This is very useful. You can get the drug recommendation.,0.4927,0.0,0.738,0.262,1,"[('drug recommendation', 0.7886)]"
5,Best to consult experience doctor online,0.6369,0.0,0.543,0.457,1,"[('consult experience doctor', 0.8958)]"
5,So far so good,0.6213,0.0,0.424,0.576,2,[]
5,One of the best apps! Very convenient!,0.6988,0.0,0.556,0.444,1,"[('apps', 0.6145)]"
5,DRH Ami is very helpful and patient. She gave guidelines on how to take care the adopt kitten with clear explanation in this prime time around 9.30ish pm. Recommended to consult with her,0.8858,0.0,0.693,0.307,1,"[('adopt kitten', 0.6081), ('drh ami', 0.4778), ('take care', 0.2835), ('gave guidelines', 0.2339), ('pm', 0.1583)]"
5,Very usefull apps,0.0,0.0,1.0,0.0,0,"[('apps', 0.7723)]"
5,"The most complete health app, it is got everything you name it, you can even talk to real doctor, pharmacist. Especially during COVID pandemic this app is highly recommended and a must have a whole hospital in your pocket anytime you need it. It is got ton's of very detail information that you can compare to a real person, as long any virus around and keep on mutating this app will keep you standard safety protocol in place. Stay safe and God Bless.",0.8932,0.0,0.86,0.14,1,"[('health app', 0.699), ('covid pandemic', 0.4409), ('hospital', 0.3863), ('app', 0.3717), ('doctor', 0.3636)]"
5,Easy & friendly,0.7269,0.0,0.141,0.859,2,[]
4,The doctor seems doing other things on the same time. The response takes time. The domtor does.not answer all the questions.,0.0,0.0,1.0,0.0,0,"[('takes time', 0.3417), ('doctor', 0.3259), ('response', 0.2146), ('domtor', 0.2004), ('questions', 0.1909)]"
5,"Good apps, reliable, and easy to use. 5 star!",0.7263,0.0,0.535,0.465,1,"[('apps', 0.6178), ('star', 0.355)]"
5,This app it is really helping for sure😊,0.8766,0.0,0.449,0.551,2,"[('app', 0.5057), ('😊', 0.3528)]"
5,Very helpful 👍👍👍👍👍👍👍,0.4754,0.0,0.829,0.171,1,"[('👍', 0.3192)]"
5,Good app for simple life,0.4404,0.0,0.58,0.42,1,"[('app', 0.5985), ('life', 0.3482)]"
1,"Since the update, purchasing medicine for other person (family members) or even self are difficult. Seemed like they just want you to consult with their doctor. I uninstall immediately",0.0772,0.077,0.805,0.118,1,"[('purchasing medicine', 0.6139), ('doctor', 0.3317), ('update', 0.234), ('family members', 0.1224), ('self', 0.0673)]"
5,"I appreciate this app It help me during quarantine, when i need a medicines and in health facility on quarantine place not occupied",0.6597,0.0,0.795,0.205,1,"[('quarantine', 0.6523), ('quarantine place', 0.6368), ('app', 0.5069), ('health facility', 0.4235), ('medicines', 0.307)]"
5,Good and effective,0.7184,0.0,0.143,0.857,2,[]
3,"The app is good. It helps people to have a consultation with Specialist in an easy and less expensive way. However, there are no option for self-pick up medicine or an option that we can order the medicine straight to the med store. It is so uncomfotable to wait for the medicine's shipping for the next 4 days maximum, while suffering from the disease",0.6124,0.072,0.788,0.14,1,"[('medicine', 0.4061), ('app', 0.3571), ('specialist', 0.2628), ('disease', 0.2564), ('consultation', 0.2475)]"
5,"really helpfull even we need consul in the middle of the night, the doctor was ready for it",0.3612,0.0,0.872,0.128,1,"[('need consul', 0.5103), ('doctor', 0.3514), ('night', 0.2549), ('middle', 0.051)]"
5,Good application for our healthy ⭐⭐⭐⭐⭐,0.6808,0.0,0.588,0.412,1,"[('application', 0.4718), ('⭐ ⭐ ⭐', 0.2635)]"
5,"Super app , consultation with doctor and they sent the medicine within 1-2 hours ....awesome",0.8402,0.0,0.619,0.381,1,"[('app', 0.4098), ('medicine', 0.3691), ('doctor', 0.2981), ('hours', 0.275), ('consultation', 0.2229)]"
1,NO RECOMENDED!Buy medicine must have receipt.. even a no need medicine must include receipt... Apps for the easier buy medicine?? No that is not this apps.. Too complicated apps ever!,-0.668,0.223,0.701,0.076,-1,"[('buy medicine', 0.599), ('recomended!buy medicine', 0.4884), ('apps', 0.4608), ('include receipt', 0.4083), ('need medicine', 0.392)]"
5,Best app ever,0.6369,0.0,0.323,0.677,2,"[('app', 0.6442)]"
5,Great health app,0.6249,0.0,0.328,0.672,2,"[('health app', 0.9017)]"
4,Easy application. 👍,0.4404,0.0,0.508,0.492,1,"[('application', 0.6646), ('👍', 0.4309)]"
5,Great app as fast solution when we are not feeling well,0.6388,0.192,0.422,0.386,1,"[('app', 0.4925), ('solution', 0.2425)]"
5,Helpful in urgernt time,0.4215,0.0,0.517,0.483,1,"[('time', 0.3547)]"
5,Quick response and helpful.,0.4215,0.0,0.517,0.483,1,"[('response', 0.5153)]"
5,Nice. N always be update for variative.,0.4215,0.0,0.682,0.318,1,"[('variative', 0.5875), ('be update', 0.479)]"
4,Good but the medicine is quite expensive,0.2382,0.0,0.755,0.245,1,"[('medicine', 0.5479)]"
5,"make it simple, fast, & easy",0.4404,0.0,0.633,0.367,1,[]
5,You have to get this apps. Really helpful for our family.,0.4754,0.0,0.764,0.236,1,"[('apps', 0.6787), ('family', 0.2009)]"
5,Make all easy whennin urgent,0.5719,0.0,0.39,0.61,2,[]
5,"Help me so much, easier to consultation in harsh time.",0.4364,0.185,0.446,0.369,1,"[('consultation', 0.691), ('time', 0.0986)]"
5,"Good App, straight to the point",0.5859,0.0,0.455,0.545,2,"[('good app', 0.8035), ('point', 0.2634)]"
1,"Worst Experience Trying to order swab test, the app shows an error but still got charged. have contacted the customer service and they said will email later regarding the problems. But till today there is no contact or email at all.",-0.899,0.265,0.735,0.0,-1,"[('order swab test', 0.7163), ('email', 0.3221), ('contact', 0.2885), ('app', 0.2811), ('customer service', 0.2381)]"
5,This apps really helpfull during pandemic.. very easy to used!!,0.5827,0.0,0.704,0.296,1,"[('apps', 0.4963), ('..', 0.0463)]"
4,Simple n express n very helfulllll,0.0,0.0,1.0,0.0,0,"[('n express n', 0.7333)]"
1,Worst service ever. Halodoc is not ready to handle the cashless insurance facility of Manulife. The cashless is useless. You have to wait for more than 3 days to get Halodoc approval to approve your request for cashless facility for each medical request. The list of hospital cashless facility is also not entirely listed in the apps yet. There are still many insurance that can do far better than Manulife cooperation with Halodoc. Do not be deceived by this apps that offer cashless facility.,-0.1541,0.094,0.817,0.088,-1,"[('hospital cashless facility', 0.5215), ('cashless insurance facility', 0.5189), ('get halodoc approval', 0.4906), ('offer cashless facility', 0.4558), ('cashless facility', 0.4518)]"
4,"Customer service is very bad. Every time i called them, they were busy.",-0.5849,0.24,0.76,0.0,-1,"[('customer service', 0.6121), ('time', 0.1102)]"
5,"Nice dok, thanks",0.6908,0.0,0.149,0.851,2,"[('nice dok', 0.7436), ('thanks', 0.557)]"
5,Good enough to chat with the health specialist. Better than we search from google.CMIW,0.7003,0.0,0.674,0.326,1,"[('health specialist', 0.5373), ('cmiw', 0.4031), ('google', 0.3008)]"
