content,score
Very easy to use,5
Sangat membantu sekali! Very good app!,5
Good service,5
great service and great help,5
Thankyou Halodoc sudah menjadi penolong kami yg sakit..,5
Sangat membantu dan mudah digunakan,5
Immediate and very good response. Easy to understand menu. Highly recomended,5
Pelayana & kecepatan jauh menikat dari tahun lalu Good job,4
Sangat membantu disaat pandemi covid seperti ini,5
"Pengiriman obat lama berhari-hari, gak ada sense of ""urgency"".",1
I'm happy and sangat membantu,5
Oke,5
"Tried using covid doctor consultation service at halodoc as per kemenkes suggestion, searched preference doc, there's a sign that doctor was available for videocall. When I chat n ask to have vc doctor refuse. N i cant cancel. Only can finish the chat and halodoc took that as DONE OF SERVICE so when i tried to use ISOMAN code again for another consultation it failed. How come? I didnt even started the consultation yet as the doctor refuse vc",1
"Mantab,cepat tanggap",5
Nice MedApp,5
"Untuk aplikasi OK. Tp sistem halo docnya yg nyebelin klo menyampaikan keluhan lama dan proses susah. Email lama respon, chat juga lama reply, Telpon sibuk mulù csnya.",4
Membantu sekali disat pandemi seperti sekarang,5
"Selagi transaksi melalui gopay+gojek semua aman dan terkirim sukses ke alamat rumah, namun ketika transaksi menggunakan CC (sudah 2x kejadian), pesanan status TERKIRIM namun OBAT TiDAK PERNAH DITERIMA , alamat otomatis teracak dr maps, obat terkirim ke orang lain tanpa ada solusi utk pengembalian dana ataupun pengiriman ulang ataupun diambil kembali dr alamat yg salah, ekpedisi jg tidak jelas pakai apa tau2 status TERKIRIM tp obat TIDAK TERKIRIM, lapor CS Halodoc jg TIDAK ADA SOLUSI.",4
"It's a good apps, user friendly, plenty of choices, quite cheap too than actually coming to the doctor..have a multiple place for infimary too..keep it up..",5
CONNECTION PROBLE often shows connection problem even tho i have good connection,1
Mantapp,5
Terima kasih dan sangat membantu,5
Luar biasa bermanfaat,5
Fast respond,5
"Dokter yg available nggak terlalu valid, walaupun dana nya di kembalikan sich....",4
Helpful and easy,5
"KECEWA BANGET. Gimana sih, saya order obat dgn order PRMLE6-9756. Pesan tanggal 13-02-22. Baru dikirim tgl 16-02-22. Ga sampe situ aja. Rumah saya di DEPOK, tapi obatnya dikirim dari BANDUNG. INI MAH UDAH SEMBUH SENDIRI OBATNYA BARU DATENG. GA JELAS. GA AKAN PAKAI LAGI.",1
"Very helpful, easy to use, responsive doctors off course 👍",5
"Sangat membantu, thank you",5
"Fast, efficent, hopefully the diagnoses are precise",5
"Chat dengan dokter sering delay sehingga tektok dengan dokter sering tidak lancar, semoga ini segera diperbaiki",4
"Kemudahan chat dengan dokter bintang 5 lah, Nah untuk obat harga lebih mahal 30-50% dari pasaran.. Dan terkadang mesti dari 1 tempat bahkan 3 tempat.. Apa ga bonyok di ongkos kirim...? Udah harga obat 30-50% harga ongkos kirim yang mahal.. Bahkan untuk mendapatkan obat harus lebih dari 1 apotek bs 2-3x nanggung ongkos krm.",1
Sangat membantu,4
Mantap,5
Great job. Keep up the good work. Thank you so much,5
Wow quick respond and fully responsive docter rather thank another apps doc..thank you Docter Niar for you patient😊🙏,5
Sangat membantu bagi yang mau bekonsultasi ke dokter tapi tidak mau keluar rumah,5
Fast Respon Mantap,5
Good doctor with it,5
"Beli obat salah kirim ga sesuai...komplain ke customer service ga ada solusi, ga ada tanggapan. Parah!!!",2
sangat membantu,5
"Mudah digunakan, dokternya jg cepat responnya.",5
Sangat membantu tks,5
"User experience bagus, aplikasinya mudah digunakan, chat dengan dokter mudah dan cepat, dokternya ramah dan profesional. Mantap",5
"Call center tdk bisa dihubungi, bantuan pada aplikasi sangat lambat menyelesaikan komplain obat sering ga lengkap dan juga nyasar tanpa ada penyelesaian",1
"First experience using Halodoc when I need to consult with doctor regarding my covid test result, only to get copy pasted link to random e-form and one generic infographic about ""isoman"" from her. Repeated generic responses such as ""semoga lekas sembuh"", ""GBU"" etc. She insisted that I need to consult to Puskesmas to get Isoman letter when I dont need one as I already granted isoman from my office. I assume she was busy doing something else, bad service, lack of focus, no empathy, bad response",1
helpful,5
Helpfull,5
Dokter Dhika Yulisa Putri memberi penjelasan sangat detail good job 👍,5
Good exelemt service,5
Aplikasi dan fitur yang dimiliki sangat membantu user 👍,5
"Aplikasi ngaco. Hasil test negatif di tulis positif. Beda dengan lab nya. Help nya tidak bisa dihubungi. Sudah di e-mail, dan juga sudah dihubungi via ig. Data sudah diberi, jawabanya akan kami ekskalasikan... sudah 1 minggu lebih.. bikin orang susah",1
Fast response,5
Puaaaass,5
"Ease to use, praktis dapat berkonsultasi dari rumah",5
Good,5
"Payment issues, orders stalled, BYE!",1
Bad Experience,1
Ngurus pengembalian dana aja susah banget. Saya memakai pembayaran dengan transfer bank saat orderan sudah dibatalkan katanya akan di kirim sms untuk isi link refund. Tapi tidak ada sms masuk sampai 2 hari. Berkali2 sudah telp cs dan chat di bantuan aplikasi. Sms nya aja belum dikirim untuk isi formulir refund. Semua bukti sudah saya sampaikan lewat email. Ss transfer dan bukti video bahwa orderan sudah dibatalkan dan tidak ada sms masuk.,1
Sangan membantu ..,5
"Fitur mudah digunakan, dokter kredibel dan dibiayai asuransi..",5
Sangat membantu,5
"Membantu banget dalam kondisi saat ini, dan dokter2nya jga bagus,",5
Nice,5
great,5
👍,5
Hallo doc sangat sangat membantu sekali 🙏,5
Good app,5
Good,5
Fast and easy consult,5
Mantap dan Praktis,5
Sangat membantu,5
Aplikasi gampang digunakan. Sangat membantu hidup saya.,5
The powerfull apps,5
Kalau buat aplikasi yang bener.. Habis di update malah ga bisa di akses.. Something when wrong mulu... Sebelum update lancar aja.. Maaf ku jadiin bintang 1 karena habis update ga bisa diakses.. Jadinya ku uninstall.. Makasih,1
Applikasi yg sangat amat membantu.,5
User friendly,5
"Bagus, dokternya ramah ramah",5
Good apps,5
Good,5
"Cukup mudah digunakan, tapi opsi pembayaran perlu diupgrade. Dua kartu kredit dan debit saya ditolak. Jadi harus bayar pakai Gopay",4
Puas,5
Sangat membantu,5
sangat membantu untuk berkonsultasi..,5
Berguna sekali utk saya yg isoman. Aplikasi juga mudah digunakan walau pertama x pakai.,5
"untuk layanan dokter umum, oke. Namun untuk layanan Dr Spesialis (Jantung), tidak bagus. Dr tidak melayani hingga akhir durasi waktu yg telah ditentukan, padahal rekening saya sudah dipotong dahulu. Complaint thdp kinerja dr spesialis tsb (tidak siap, padahal sdg waktu melayani)",5
"Cepat, responsif",5
"Cepat, praktis, sangat membantu",5
Sangat membantu,4
"Konsultasi tidak menegangkan seperti sedang ujian, dokternya ramah, diberi penjelasan, saran, resep, doa juga.",5
Sangat membantu,5
Senang pakai app ini,5
Dokternya kompeten,5
Very satisfied,5
Cukup membantu 👍👍,4
Good app.,4
Responsif dokternya,5
Simple dan cepat.,4
Nice helpfull,5
"Bagus, Sangat membantu",5
Toptoptop,5
Helpful,5
Sangat membantu,5
"Terima kasih byk, lebih bnyk bekerjasama dgn apotik di daerah lagi, agar tidak terlalu jauh. Kasian abang gojek nya",5
Good job,5
"Ok banget, sangat membantu.",5
Helpful,5
Sangat memudahkan👍,4
Helpful,5
Sangat membantu tapi kadang pesanan toko kesehatan suka dibatalkan secara sepihak tanpa penjelasan,4
sangat membantu disaat harus isoman,5
Layanan cepat dan akurat,5
"Simple, to the point, dan sangat memudahkan user journey nya utk Pasien Covid! Terima kasih Halodoc",5
"Sangat membantu, cepat dan mudah",5
Sangat membantu,5
Helpfull,5
rekomen banget.. dokternya ramah dan detail,5
Easy to use,5
"Appriciate the good deeds of Halodoc so much, but sorry, in my last experience, the doctor can't provide a very good service, cause she's dealing with another patient in our consult session. Overall the service still helped, thanks.",4
Klo biaya ongkir harap ada potongan terimakasih,5
Helpfull,5
membantu banget untuk diagnosa penyakit,5
Sekarang masyarakat tdk lagi susah mendapat opini dokter,5
"Konsultasi dan resep Gratis, sungguh membantu",5
pelayanan nya joss gandos,5
"Bolehlah, nggak mengecewakan",4
"Slowrespon, pengaktifan gps tidak sesuai",1
"Tolong aplikasinya diperbaiki. Setiap mau menambahkan jumlah barang selalu berubah menjadi 1 lagi. Apa gaboleh beli 2 produk sejenis? Terus pas mau bayar, gopaynya ga ke update, nominal gopay ga sesuai. Terus pas pakai virtual akun, pembayarannya gagal terus. Konteksnya ketika mau membeli obat.",2
Bagus,5
"Was extremely sick but the prescibed medicines never arrived, it said that driver is picking up the order for like 2++++ hrs. Unresponsive live agent as well. Couldnt cancel the order :) halodoc really left people out there dying.. Also, saran aja sih. Kalau halodoc tidak memiliki niat untuk membantu orang sakit, apalagi dengan agent yg gak responsive lebih baik tutup aja usahanya.",1
"Bagus, cepat, responsif, user friendly",5
Sangat berguna buat beli obat,5
Tks for helping me,5
Sangat membantu dimasa2 pandemi,5
"Worst apps. I ordered medicine for my mom, usually it is delivered instantl, however, the last case was took 4 days to be delivered without having prior notification. Even the status was not clear, when I clicked to cancel, it said that there is a problem..and it kept saying that. So I called the CS, 3 times, because the chat bot is useless! I called CS to cancel my order but there was no progress until it was delivered after 4 days, I have bought from traditional drugs store. Such a waste!!!",1
New way to reach doctor,5
Cara pakai obat antara resep yang diupload dan yang ditulis di etiket tidak sesuai. Jadi buat apa upload resep? Hanya formalitas?,2
Sangat mudah n membantu,5
Sangat membantu.. delivery obat nya juga sangat cepat,5
Dokter sangat membantu dan memudahkan sehingga tidak perlu harus ke rumah sakit di saat covid lg tinggi,5
sangat membantu dikala pandemi sepertiii ini 🥺💗💗💗,5
Sangat ramah dan cepat respon baik sekali peetahanka,5
Good service,5
Bagus,3
"Udah order pake resep ribet, di cancel dari situ tp cust disuruh order ulang. Ud gitu lama banget dikirimnya. Capek. Ga lagi2 deh order obat pake app ini. Keburu parah sakitnya nunggu obat dr sini sih.",3
Aplikasi ini sangat membantu sekali.. bisa langsung konsultasi dengan dokter spesialis.,5
Membantu sekali di situasi pandemi.,5
"Cukup membNtu, g usah repot2 ke RS",4
Konsultasi cepat dan efektif. Obat cepat sampai.,5
Sangat membantu sekali. Mempermudah dalam konsultasi gak perlu ke rumah sakit.cukup dari rumah,5
Dokternya sangat komunikatif dan responsif. Sangat puas dan membantu. Terima kasih Halodoc,5
"Very helpul application. Can consult with doctor, get medicine without need to go anywhere.",5
Very convenient and helpful app during this Pandemic. The doctors are responsive and medicines are sent directly to the address after ordering the prescriptions.,5
Konsul simpel dan jelas. Top banget,5
Bessttttt,5
"Saran saja, minta upgrade ditambah menu camera. Biar kita kalau mau kirim obat ke rumah org lain jadi tau sudah dikirim ke alamat yg tepat atau belum. Kasihan kurirnya juga jadi bingung dan ragu takut salah alamat/rumah",4
Sangat membantu dan simple,5
"Tidak sulit menggunakannya, cepat responnya, dokternya baik dan sopan..",5
Mantab dan cepat,5
Thanks for help us!,5
Good,5
Awesome,5
Ternyata pesan obat disini lama sekali lebih dari 4 hari obat saya belum sampai2,1
Easy to use,5
"Its eay apps, very good apps",5
Sangat membantu,5
Very helpful 👍,5
"Terima kasih, berkat aplikasi ini semua menjadi mudah & murah ❤️",5
"Sangat membantu dan tidak perlu repot pergi ke apotek tebus obat, semua terlayani dlm 1 platform",5
Sangat membantu,5
Tidak ada live tracking saat pengantaran obat dan tidak ada menu untuk memberikan tips kepada yg mengantarkan obat,5
Sangat membantu sekali..,5
"Saya baru pertama konsul tapi tindakan halodoc cepat sekali , saya puas dgn pelayanannya.👍👍👍👍👍",5
Good good good,5
"Easy to use, doctor is available even 4 in the morning",5
Good,5
Sangat bermanfaat khususnya di masa pandemi seperti ini,5
"Parah, saya konsultasi sudah 2 kali ganti dokter berturut-turut, tapi tidak ada respon dan selalu tertulis connection eror, pas bayar ga eror, pas chat eror, tapi time limit ga eror, parah!!!! Not recommend, complain pun tak di respon.",1
Easy to use and resourceful,5
Fasilitas konsultasi doctor online sangat membantu,5
nice apps,5
Serasa punya dokter pribadi 24 jam...gampang konsultasi dan mudah untuk tes covid,5
"Cacad, mau komplen isinya robot semua",1
Membantu apabila sakit tapi tidak bisa keluar.,5
"Syang ongkirnya mahal beli obat 40rb, ongkir 20rb wkwkkw tp butuh y sudh",4
Menyelamatkan nyawa saya waktu COVID.,5
"i have sd 865 and 8gb ram, but i can't barely scroll through list of items within the app. also, the ui sucks.",1
"Pertolongan pertama sebelum ke rumah sakit, langsung Dokter yang tangani. Good!",5
Ok,5
Resep terintegrasi dengan apotik terdekat,5
Sangat membantu,5
Aplikasi hebat,5
Aplikasi error Sudah tes Swab hasil negatif. Tapi tidak bisa nge link ke Peduli Lindungi. Akhirnya ketahan 2 hari gak bs kemana mana. Dan hanya dijelaskan tunggu saja sampe hari ke 15. Lalu untuk apa saya keluar uang melakukan tes. Jika tetap harus nunggu 15 Hari untuk bisa cepat kembali bekerja,1
"Aplikasi sangat bermanfaat di era digitalisasi, semakin mudah dan praktis",5
Sukaaaa,5
"Pemesanan janji swab pcr di aplikasi halodoc saya error, dari mulai tidak muncul di riwayat transaksi, hingga tidak bisa dibatalkan karena aplikasi yang error. Saya sudah mengajukan komplain melalui live chat dan email selama berhari-hari, tetapi cuma disuruh menunggu. Responnya pun sangat lama. Ini hak saya untuk melakukan pembatalan, dan bukan kesalahan saya jika aplikasinya error. Saya jadi kapok untuk order lewat halodoc.",1
Great app,5
"Not really fast for the response, but i really like this app for the cheap price consultation, and you can order the medicine from this app too. Thank you Halodoc.",4
Need to wait 1-4 days for my medicine to be delivered,1
Respon cepat. Terimakasih tim dokter,5
Great !,5
Good,5
"Ga jelas daftar vaksin booster jam 2, tapi petugasnya malah istirahat, yg antri sampe banyak banget hampir deket pintu masuk.",1
"Helpfull banget, konsultasi dokter jadi lebih mudah",5
"Bolehh engga pas mau check out itu ada resume kita ngirim pake ekspedisi apa, atau bisa engga kita yg pilih mau kirim pake ekspedisi apa. Terus bisa engga kalo di rincian pemesan itu ada juga ekspedisinya sama nomer resinya. Terus bisa engga bedakan alamat untuk gosend dan ekspedisi, soalnya kadang alamat rumah tuh suka engga ke detect sama maps beda gitu loh antara maps sama yg aslinya. Soalnya kalo disamain nanti kayak saya ni alamat di ekspedisinya salah, jadi ngirim obatnya lama bgt",1
This apps very helpful when I self isolation because the pandemic.,5
"Easy to access, and excellent service. Thank you",5
Membantu,5
Good apps for telemedicine,5
Ok,5
berguna sekali dimanapun saya berada (Jakarta Bogor),5
Sangat membantu dan mudah digunakan,5
Sangat membantu,5
Saya sudah order fitur konsultasi dengan dokter tersedia dan sudah bayar 5x di aplikasi malah infokan dokter saat ini tidak tersedia. Parah ini aplikasi dan sudah kapok dengan aplikasi ini. Mohon diperbaiki,1
Tidak ada dokter yang tersedia saya sudah coba ke 4 dokter tapi nihil padahal statusnya tersedia untuk konsultasi.,1
"Mengapa aplikasi halodoc di riwayat pesanan tidak muncul ""view invoice""?Tolong diperbaiki sistemnya. Saya sudah email 4 kali ke CS halodoc tetapi tidak belum dikirimkan invoice manual sejak tgl 7 feb 2022. Tolong diperbaiki sistem aplikasi halodoc atau dikirimkan invoice manual untuk id pesanan OKLJPK-6605",1
Easy to use. Like it,5
Very helpful,5
Mantap banget dahhhhh,5
Always reliable....👍,5
Selalu amat sangat membantu saat butuh konsultasi mendadak,5
Ok,5
Dokternya sgt cakap dan ramah. Mnjlskan dg detil dan saran yg bagus dan menenangkan dlm perawatan balita yg sakit.,5
"Pelayanan yg sangat baik, baik konsultasi dokter maupun kebutuhan penjadwalan vaksinasi covid",5
Help alot,5
Sangat membantu pencarian obat ketika sulit didapat disekitar daerah tempat tinggal,5
Good,5
BAD EXPERIENCE BANGET. Kalau mau swab/pcr mending dateng langsung gausah pesen lewat apk masa mau batalin gabisa padahal belum ada 12 jam,1
Very useful for consult and get medicine,5
great..,5
"Gak bisa di buka aplikasinya, sdh d cb beberapa kali",1
User friendly,5
Easy use,5
Excellent services,5
Good,5
A very helpful and responsive health application. Nice,5
"Very very good this app, very helful and so kind for the docter... I felt like a personal docter...thanks for Halodoc..",5
Pertama kali nyoba.. great!,5
"Saya waktu itu subscribe paket untuk chat dgn dokter, tulisannya expired 3 bulan. Besokannya mau dipake ga bisa, saya email complain tidak ada jawaban. Hari ini saya beli obat, pertama pengiriman dri 2 apotek, sudah saya bayar tiba2 yg 1 katanya batal tp uang saya ga balik. Saya chat livechat jg ga ada jawaban. Malah dijawab suruh hubungi CS lg, org justru CSnya yg masalah.",1
Gave 2stars considering good experience in the early days. But I just got my PCR test late and all Help channel they provide doesn't give me any solution.,2
Bermanfaat,5
Terbaik,5
Fast Respond good for urgent sick,5
Pertama pakai langsung suka,5
Sangat berguna sekali dan memaksimalkan waktu untuk berkonsultasi dengan dokter dan mendapat resep obat dari dokter. Maju terus 👍👍,5
Dokternya ramah,5
Sangat PRAKTIS,5
"Cepat, mudah di install, user friendly, banyak pilihan Dokter yg dibutuhkan. Dokternya pun cekatan, sangat jelas, detail memberi arahan Dalam penanganan, pencegahan hingga jadwal konsumsi obat yang diresepkan. Highly recommend Apps yang butuh Layanan Kesehatan. Bintang 10.",5
"it is easy to access, use and help us to get quick solution for health care and services",5
mantap,5
Sdh d update msih minta update lg,4
Cukup membantu,5
Terus ditingkatkan yaaa,5
User friendly & also doctor very helpful,5
Top,5
Really helpful!,5
Keuerrr,5
Good app,5
Oke...👍👍👍 Cuma sayangnya beberapa obat tifak di tanggu oleh asuransi. But so far oke lah👍,5
Dr nya sangat baik dan sangat details,5
Puas banget Pesan antar di halodoc.. ternyt tinggal duduk manis obat lgs dikirim.. sukses bt Halodoc..,5
Good app,5
"Kerennnnn, masih konsultasi, obat sudah sampai di rumah.",5
harga lebih baik dari aplikasi lain,5
Great Apps,5
"Button Feedback dibalik, respon dokter sangat lama. Sudah lebih dari 10 15 menit pasca dokter approve, dokternya offline. Padahal waktu konsultasi dibatasi hanya 30 menit. Kalau misalkan tidak bisa layanin, jangan accept. Habis itu saya mau report, ternyata button feedback negative di kanan! Malah jadi kasih feedback positif. Dokter kedua juga sama, responnya lama sekali.",1
Ok,5
"Aplikasi bagus, sangat disayangkan team support untuk menangani komplin tidak ada.",1
Mudaj,5
helpful,5
Belum sempurna untuk penentuan titik alamat di maps yang kurang tepat atau database maps-nya perlu diupdate lebih banyak titik. Demikian juga untuk tracking pengantaran tidak live view. Untuk fitur lain sudah ok. Chating dengan driver seharusnya masih dalam aplikasi halodoc jangan via aplikasi atau sms lain,4
Love the app and very helpful for me,5
Ok,4
Sangat membantu dikondisi pandemi spt saat ini.. terima kasih.,5
Good services,5
User friendly and very helpful,5
Fast response,5
Mudah dan cepat 👍👍,5
Sangat membantu konsul dengan dokter via online,5
"I am quite dissapointed with this App during the pandemic rise ..while being able to get on line medical consultation and medicine is a great help for us but we expect Halodoc should also be able to give altenative medicine if the stock is empty in nearby drug store..especially for Influenza medicine which is very important during corona pandemic like this.. We suggest Doctors to be able to give several alternative list of medicines especially pandemic related medicines ,thank you!",3
Membantu saat kondisi pedemi ini,5
"Kalau ganti nomor telepon tidak bsa mendaftarkan email yg sudah dipakai di nomor telepon sebelumnya. Padahal sy sudah tidak bsa mengakses nomor telepon lama karena nomor kantor dan sudah pindah kerja. Sy coba kontak CS,di sarankan utk masukan email baru. Sy tidak mau punya banyak email, satu saja sudah pusing utk menghafal password. Applikasi lumayan bagus, dan cukup bermanfaat. Tapi karena tdak bsa mendaftarkan email di nomor baru, mohon maaf sy uninstall.",2
Terbaik 🥰,5
Praktis dan sangat membantu untuk konsultasi via online dan pembelian obat,5
good,5
Helpful bgt dimasa kaya gini..,5
dokternya lama bgt balesnya belum selesai konsul keburu abis waktunya padahal kan bayar.,2
"Mudah, cepat, praktis...",5
Good,4
Helpfull,5
"User friendly, membantu",4
Very helpful,5
"Tidak bisa memakai asuransi, padahal beberapa menit sebelumnya bisa, sy harus bagaimana? Untuk obat covid soalnya",3
Layanan cepat,5
"Sangat membantu mudah digunakan, dokter siaga 24 jam tks 🙏🙏",5
👍,4
Sangat terbantu terima kasih,5
Helpfull apps,5
Very slow respon CS,3
good n reliable,5
"This apps is extraordinary, it helps us to get in touch with medication faster",5
Good apps,5
Horrible service!!!,1
Simple and responsible,4
Sangat bermanfaat,5
"keren dan rmah pelayanan dokternya, service excellent 👍🏻👍🏻",5
"Kecewa sekarang sama pelayanan halodoc. Adekku lagi chat sama dokter, dokternya belum kasi resep karena tu dokter hilang bbrp menit eh waktu sesi konsulnya habis. Uang ilang, obat gak dapat. Kalo aku kecewa juga krn uda bayar sesi chat dokter yg terjadwal di jam 14.30, taunya ada urusan mendadak, uangnya hangus. Harusnya oke lah gak bisa direfund gpp tapi bisa reschedule di hari lain. Atau masukin uangnya ke saldo halodoc. Jangan dihangusin tanpa kasi kesempatan konsul sama sekali.",3
Mantap puol! Sangat membantu,5
"Dapet error karena transaksi kadaluarsa, tapi ga bisa cek transaksasinya karena yg ke record cuman transaksi yang berhasil saja. Telpon CS cuman disuruh update apps sama relogin. Keburu sakit kepala kak.",1
"Respon cepat, layanan lengkap, mantul gan",5
"Bad terrible user experience, health ministry said that it is free to use halodoc, turns out that have to pay and I don't mind but terrible payments process with credit card Half hearted",1
Great,5
Well Done !!!,5
Great and Helpful,5
"Chat dengan dokter, sudah bayar. Tapi lama sekali respon dokternya. Katanya dia juga membalas keluhan pasien lain. Kalo misal pasiennya urgent bgt dan hilang nyawa sambil nunggu balasan dokternya gimana? Kita bayar loh, bukan konsul gratis.",1
sangat membantu,5
Praktis dan helpfull,5
Sangat membantu ditengah pandemi saat ini,5
"Helpful, useful and reliable",5
Deskripsi kuantitas barang/obat kurang jelas. Rawan terjadi kesalahan order. Customer service sangat lambat.,2
Pelayanannya konsultasinya baik jelas dan akurat ... mudah dipahami,5
Sangat membantu dan respon dokter cepat,5
It says payment unsuccessful when it's actually confirmed already,2
Very helpful,5
Aplikasi yang berguna,5
"Saya melakukan pemesanan obat dengan resep dokter yang di berikan oleh dokter , namun di cancel dengan alasan obat tidak tersedia namun tidak ada kejelasan dari pesanan saya hingga saat ini namun manfaat dari asuransi sudah terpotong dan saldo pada e-wallet sudah berkurang. Sudah coba menghubungi cs belum juga tersambung",1
This app is very helpful but i hope halodoc will provides several options for pharmacies locatio so that when ordering a medicine they are not from far away pharmacies.,4
Fast respon,5
Fast response,5
Really helpfull and easy to use,5
"Fast service, will use again",4
Sangat membantu,5
Dokternya responsif,5
Good,5
"terjelek di industri yang mestinya customer service nya itu sangat penting menangani keluhan pengguna nya. Obat salah di antarkan oleh driver udah 3 hari tidak ada tanggapan sama sekali, pengguna beli obat itu karena butuh ya bukan mau. Kalo respon customer service nya separah ini orang yang beli obat keburu mati sebelum di obati. Kerja sama dengan gojek nya di gimana? , minta kontak driver untuk biar bisa tau bahwa barang di antar ke alamat yang mana untuk bisa di ambil aja butuh berhati-hari",1
"This app supercool, I seldom got sick but whenever getting sick I'm always use this apps. Being partner with Gojek is super awesome!",5
Sangat membantu 👍👍👍👍,5
good,5
"Saya sangat Terbantu sekali dengan adanya aplikasi dari halodoc ini, bisa chatt dengan dokter dan mendapatkan Resep obat yg benar. Aplikasi yg sangat membantu👍👍👍👍👍👍👍",5
"Lancar, gak banyak ngehang. Apps baguss",5
"Profile dokter jelas, menu di app juga ""user friendly"" dibanding app telemedicine lainnya. Dokter yg tersedia juga sangat membantu. Tksih.",5
Suka buffer,3
Payah nih. Mau konsultasi dokter via chat pembayaran bermasalah terus. Padahal udh isi gopay dan domoet halodoc.,2
"Thank you halodoc,,",5
"order 2 kali, apotik stuck mencari driver 30+ menit. Live agent chat and call line selalu sibuk (long wait time). Recently, faster and more reliable beli obat sendiri kalau keperluannya urgent. Untuk feature tele nya quite useful.",2
"Sangat membantu, order buat test covid dan order obat jadi sangat mudah",5
"Mengecewakan. Sudah lama pake aplikasi halodoc. Terakhir PCR tgl 5 Feb 22 tapi belum terima hasil. 2 kali chat CS dan 2 kali call CS, keterangan mereka sdh kirim hasil tapi di aplikasi saya pada riwayat transaksi tidak ada sama sekali untuk melihat hasil dan invoice..",1
proses konsultasi nya cepat n bagus. recomend,5
"Saat pengiriman obat, tidak selalu tersedia di Apotik Rekanan Halodoc. Saat minta untuk dikirimkan kembali obat yg tidak tersedia tersebut, prosedurnya rumit & harus hubungi dokter yg memberikan obat. Sementara dokter tsb tidak sdg bertugas. Jadi Pasien harus menunggu tanpa kejelasan. No Trx XQQ2LX-1042",3
"Konsultasi covid, service nya mantab",5
Sangat membantu🙏😊,5
"Pesan obat sejam lebih driver tidak ada pergerakan, saat di cancel dana tidak otomatis kembali sehingga tidak bisa pesan ulang. Padahal saya pakai aplikasi ini untuk keperluan emergency. Dana disuruh tunggu 5 hari kerja untuk proses refund. Orang sakitnya sekarang disuruh 5 hari nunggunya dari akibat ketidaksiapan pelayanan.",5
Excelent,5
"Invoice tidak keluar, customer care nya slow respond",1
Sangat membantu..,5
Sistem peta dan alamat yg hrs diperbaiki. Tidak akurat.,3
Great apps,5
Sangat membantu,5
"Respon cepat dan sangat baik, tapi feature app berfungsi baik",5
So far oke setelah coba ke 5/6x proses pembayaran cc entah kenapa signal or traffic aplikasi,5
Awalnya agak ragu...tapi komunikasi berjalan cukup baik dan rileks,5
"awesome, ....very useful when you get lazy going to pharmacy.",5
"Appnya ga bisa dipakai sama sekali dari luar negeri. Saya tinggal di eropa dan mau beliin obat buat org di indonesia. Kalau tidak bisa dipakai di luar negeri seharusnya dari Play Store sekalian menampilkan ""this app is not available in your country"".",1
Diskusinya jelas dan mengena.,5
Baik,5
Very helpful,5
"Order saya di cancel dr apoteknya , tetapi refundnya belum saya dapatkan kembali , saya coba hubungi CS nya tetapi tidak ada respon baik dr chat ataupun telepon , yg kerja di CS ada gk ya?",1
Sangat menolong dan cepat dlm membalas konsultasi online. 👍👍👍,5
"Saya pesan obat, dibatalkan halodoc, dan tulisannya refund GAGAL?",1
"Dipastikan lagi info di halodoc dengan mitra, banyak info yg ga cocok dan menipu, menyesal dan rugi saya pake app ini",1
"Buat fitur untuk blacklist tempat please,kemarin mau PCR dapat jadwal jam 7 malam, waktu datang ke labnya ga bisa katanya karena jadwal PCR hanya sampai jam 5 sore, ya terus kenapa di aplikasi jadwalnya masih ada???? Udah gitu refundnya belum selesai di hari ketiga, rugi di ongkos karena saya tidak punya kendaraan, dan entah di ganti atau tidak, pastinya engga sih.",3
Very helpfull ... Thanks,5
aplikasinya sering error. coba tutup buka lagi yg dikeranjang hilang semua. harus ngulang lg dr awal.,1
Good,5
"Pesan obat, drivernya bilang udah terima, padahal gk dihubungi, gak dikonfirmasi, cuman modal foto pagar tetangga doank. Pelayanan CS nya SANGAT MENGECEWAKAN, SAMPAI SEKARANG OBATKU GK JELAS DIMANA DAN BELUM ADA TINDAK LANJUT DARI HALODOC PADAHAL UDAH HAMPIR SEMINGGU SANGAT MERUGIKAN COSTUMER DAN MENGECEWAKAN. BYE!",1
Helpfull and reliable!,5
Ramah dan fast respon dokternya..,5
Sangat membantu,5
Good aplication.. thanks halodoc,5
"Sejauh yang saya pakai aplikasi ini, masih sering saya mendapatkan obat yang tidak tersedia di wilayah bekasi..",3
Sangat membantu,5
"Mempermudah konsultasi dg dokter, buat janji, beli obat dan janji test lab. Keren. Kl bs biaya ongkir bs lbh hemat. Thanks",5
Good,5
"Halo, aplikasinya sangat kurang. buat cari kolom pencarian agak susah dan untuk pemesanan obat, tolong informasikan jarak dan apoteknya dimana. jadi kl ada emergency dan butuh cepat bisa diperhitungkan dgn baik waktunya.",3
Walau agak pricey tp sampenya cepet banget.,5
"Makin mantap, konsul online, resep yg diberikan bisa langsung ditebus",5
Ver good,4
Very helpful..,5
Sangat membantu ditengah pandemi,5
Sangat membantu untuk isolasi mandiri,5
Aplikasi sangat membantu di era digital saat ini.,5
Helpful,5
Fast respond and very efficient!,5
Mantap,5
Nice,5
Good App,5
"Sepertinya aplikasi sudah diperbaiki dengan baik, sudah bisa berjalan normal kembali.",5
Easy to use,5
