content,score,content_contractions
"Kecewa banget, ak instal krn liat reviewnya bagus..dan ambil konsul ke dokter yg berbayar, ternyata cuma dibatasi hanya 30 menit konsul..konsul langsung dgn online pasti berbeda..mengetik, mencari data yg diperlukan memakan waktu blm lagi menunggu balasan dokter. Jadi blm mendapat jawaban dr dokter wkt konsulnya habis.. Saran kalo tetap mau kasih durasi konsul setidaknya 1 -1,5 jam. Agar pasien ada wkt untuk menyipakan data2 yg diperlukan.",1,"Kecewa banget, ak instal krn liat reviewnya bagus..dan ambil konsul ke dokter yg berbayar, ternyata cuma dibatasi hanya 30 menit konsul..konsul langsung dgn online pasti berbeda..mengetik, mencari data yg diperlukan memakan waktu blm lagi menunggu balasan dokter. Jadi blm mendapat jawaban dr dokter wkt konsulnya habis.. Saran kalo tetap mau kasih durasi konsul setidaknya 1 -1,5 jam. Agar pasien ada wkt untuk menyipakan data2 yg diperlukan."
Gila bgt tdny msh kasih bintang 2 karna msh on process nunggu 10menit eh sampe skrg udh selesai sesinya kaga dbales2 jir . Ya 10rb doang sihya tp kan uang ya sayang bgt weh gabisa dbalikin apa ? Gimana sih,1,Gila bgt tdny msh kasih bintang 2 karna msh on process nunggu 10menit eh sampe skrg udh selesai sesinya kaga dbales2 jir . Ya 10rb doang sihya tp kan uang ya sayang bgt weh gabisa dbalikin apa ? Gimana sih
"Sangat membantu masyarakat dalam hal konsultasi kesahatan,",5,"Sangat membantu masyarakat dalam hal konsultasi kesahatan,"
"sudah dibantu dan respon cepat, terima kasih senang konsultasi di klik dokter",5,"sudah dibantu dan respon cepat, terima kasih senang konsultasi di klik dokter"
Will listening first,4,Will listening first
Ahhh sudah bayar... dokter nya status online... ga dijawab sama sekali... payahh nih aplikasi jg ga fair.. saya Minta REFUND!,1,Ahhh sudah bayar... dokter nya status online... ga dijawab sama sekali... payahh nih aplikasi jg ga fair.. saya Minta REFUND!
"Terimakasih klik dokter saya bisa berkonsultasi dengan mudah dan gratis tanpa harus pergi ke klinik, layanan dokternya juga mudah dipahami dan taktis.",5,"Terimakasih klik dokter saya bisa berkonsultasi dengan mudah dan gratis tanpa harus pergi ke klinik, layanan dokternya juga mudah dipahami dan taktis."
Praktis dan mudah.. recommended banget,5,Praktis dan mudah.. recommended banget
very helpful application,5,very helpful application
"Sangat membantu, mudah mendapatkan obat tanpa harus keluar rumah, pelayanan chat dokternya juga sangat membantu. Good job!👌",5,"Sangat membantu, mudah mendapatkan obat tanpa harus keluar rumah, pelayanan chat dokternya juga sangat membantu. Good job!👌"
Sangat membantu bagi orang yang masih takut untuk konsultasi ke klinik atau rumah sakit saat pandemic seperti sekarang ini,5,Sangat membantu bagi orang yang masih takut untuk konsultasi ke klinik atau rumah sakit saat pandemic seperti sekarang ini
"Apliaksinya sangat membantu, apalagi di musim pandemi ini, loved it",5,"Apliaksinya sangat membantu, apalagi di musim pandemi ini, loved it"
Dokter ramah dan penjelasan detil.,5,Dokter ramah dan penjelasan detil.
"Aplikasinya bagus bgt, sangat mudah utk bisa konsultasi lsg dg dokter, ada artikel & tips2 ttg kesehatan juga👍",5,"Aplikasinya bagus bgt, sangat mudah utk bisa konsultasi lsg dg dokter, ada artikel & tips2 ttg kesehatan juga👍"
Aplikasi yang amat sangat bermanfaat disaat pandemi gini. Dokternya ramah banget jd seneng konsultasinya 🤗,5,Aplikasi yang amat sangat bermanfaat disaat pandemi gini. Dokternya ramah banget jd seneng konsultasinya 🤗
"sangat memudahkan, simple, berguna",5,"sangat memudahkan, simple, berguna"
"Actually, very helpful when this pandemic. So apps, loved it.",5,"Actually, very helpful when this pandemic. So apps, loved it."
"24 jam chat dokter ready, konsulnya solutip klo kata bu tejo 😊 admin chat nya jg ramah & sopan. SUKAK!",5,"24 jam chat dokter ready, konsulnya solutip klo kata bu tejo 😊 admin chat nya jg ramah & sopan. SUKAK!"
"during pandemic and uncertain time like this, this app surely help me a lot! very easy to use, thank you 🙏🏻",5,"during pandemic and uncertain time like this, this app surely help me a lot! very easy to use, thank you 🙏🏻"
"Artikelnya keren, bisa konsultasi secara online dan tentunya gratis 😍",5,"Artikelnya keren, bisa konsultasi secara online dan tentunya gratis 😍"
Very helpful for a new user👍,5,Very helpful for a new user👍
Aplikasi klikdokter sangat membantu untuk menjaga dan meningkatkan kesehatan kita 🙂,5,Aplikasi klikdokter sangat membantu untuk menjaga dan meningkatkan kesehatan kita 🙂
Terimakasih banyak Klik dokter. Aplikasi ini sangat mudah dan membantu saya untuk menjaga kesehatan. Bisa berkonsultasi langsung dengan dokter yang ramah dan baik.,5,Terimakasih banyak Klik dokter. Aplikasi ini sangat mudah dan membantu saya untuk menjaga kesehatan. Bisa berkonsultasi langsung dengan dokter yang ramah dan baik.
Puas bangettt dan bermanfaat banget... Bisa konsultasi sm dokter tanpa harus keluar rumah trs langsung dikasih resep obatnya lagi,5,Puas bangettt dan bermanfaat banget... Bisa konsultasi sm dokter tanpa harus keluar rumah trs langsung dikasih resep obatnya lagi
"Aplikasinya sangat mudah digunakan, sangat interaktif dan menyediakan dokter yang kompeten, terimakasih",5,"Aplikasinya sangat mudah digunakan, sangat interaktif dan menyediakan dokter yang kompeten, terimakasih"
Helpful app.. Simpel bgt kalau mau konsul.. Bagus lagi.. Sering2 ada promo utk konsul scr gratis.. Mantap,5,Helpful app.. Simpel bgt kalau mau konsul.. Bagus lagi.. Sering2 ada promo utk konsul scr gratis.. Mantap
"Terbaiklah, live chatnya gratis, dokternya ramah dan banyak banget fitur2 yang sangat membantu. Recommended 😊",5,"Terbaiklah, live chatnya gratis, dokternya ramah dan banyak banget fitur2 yang sangat membantu. Recommended 😊"
Helpful and good Apps,5,Helpful and good Apps
"Login akun, kirim kode otp selalu kesalahan jaringan, padahal jaringan saya stabil, mohon diperbaiki",2,"Login akun, kirim kode otp selalu kesalahan jaringan, padahal jaringan saya stabil, mohon diperbaiki"
Very helpful,5,Very helpful
"Saya sudah coba fitur chat reguler gratis, pelayanannya memuaskan, terimakasih KlikDokter",5,"Saya sudah coba fitur chat reguler gratis, pelayanannya memuaskan, terimakasih KlikDokter"
good app,5,good app
Best health app in Indonesia!,5,Best health app in Indonesia!
"Bayar 50Rb tapi dokter sama sekali ga balas chat, uang tidak kembali. Ini beneran legal gak sih? Install coba sekali, langsung uninstall.",1,"Bayar 50Rb tapi dokter sama sekali ga balas chat, uang tidak kembali. Ini beneran legal gak sih? Install coba sekali, langsung uninstall."
Dokter disini profesional dan sangat membantu.,5,Dokter disini profesional dan sangat membantu.
Helpful. Doing conversation with the helpful doctors is an amazing experience when I using this app. Great app for doing great job. Keep it up. Sukses terus. Terimakasih,5,Helpful. Doing conversation with the helpful doctors is an amazing experience when I using this app. Great app for doing great job. Keep it up. Sukses terus. Terimakasih
tolong diperbaikin sistem nya,1,tolong diperbaikin sistem nya
"sudah bayar 20k chat tidak dibalas sama dokter hingga akhir sesi, sudah complain ke cs jawabannya pun tidak membantu",1,"sudah bayar 20k chat tidak dibalas sama dokter hingga akhir sesi, sudah complain ke cs jawabannya pun tidak membantu"
Bagus nh aplikasinya sangat membantu,4,Bagus nh aplikasinya sangat membantu
"Sangat kecewa sudah membayar ,dokter tidak merespon sama sekali uang habis percuma",1,"Sangat kecewa sudah membayar ,dokter tidak merespon sama sekali uang habis percuma"
not good,1,not good
"Payment Success Tapi Chat tidak dibalas dokter ! dokter terlihat on pada aplikasi, namun chat saya tidak dibalas tanpa konfirmasi apapun. Saya merasa tertipu ! Tidak solutif dan saldo ovo saya sudah dipotong ! Buang² waktu disaat panik. Huh",4,"Payment Success Tapi Chat tidak dibalas dokter ! dokter terlihat on pada aplikasi, namun chat saya tidak dibalas tanpa konfirmasi apapun. Saya merasa tertipu ! Tidak solutif dan saldo ovo saya sudah dipotong ! Buang² waktu disaat panik. Huh"
Parah udah bayar 2x pake gopay gabisa chat malah masuknya ke payment terus. Mayan 30rebu gua bos buat makan kagak bisa direfund lagih,1,Parah udah bayar 2x pake gopay gabisa chat malah masuknya ke payment terus. Mayan 30rebu gua bos buat makan kagak bisa direfund lagih
Aplikasi yang sangat membantu karena ada bebas konsultasinya. Harga konsultasi berbayarnya pun sangat murah dibandingkan aplikasi sejenis.,5,Aplikasi yang sangat membantu karena ada bebas konsultasinya. Harga konsultasi berbayarnya pun sangat murah dibandingkan aplikasi sejenis.
"Awalnya suka banget pake aplikasi klikdokter. Kalo ada apa2 lgsg tinggal chat aja. Apalagi skrg saya kondisi hamil dan takut bgt ke dokter umum. Tp sdh beberapa hari ini setiap kali saya mau chat dokter kok selalu gak bisa ya? Tulisannya ""terjadi kesalahan, silahkan coba beberapa saat lagi"". Saya kira awalnya koneksi. Tp udh ganti dr wifi ke kuota tetep sm aja. Saya coba bebrp hari kemudian jg gak ada perubahan. Ini udh seminggu lbh chatnya error. Pdhl saya lagi sakit dan pengen tanya ke dokter",1,"Awalnya suka banget pake aplikasi klikdokter. Kalo ada apa2 lgsg tinggal chat aja. Apalagi skrg saya kondisi hamil dan takut bgt ke dokter umum. Tp sdh beberapa hari ini setiap kali saya mau chat dokter kok selalu gak bisa ya? Tulisannya ""terjadi kesalahan, silahkan coba beberapa saat lagi"". Saya kira awalnya koneksi. Tp udh ganti dr wifi ke kuota tetep sm aja. Saya coba bebrp hari kemudian jg gak ada perubahan. Ini udh seminggu lbh chatnya error. Pdhl saya lagi sakit dan pengen tanya ke dokter"
"Khusus buat warga 62+ ? Karena verifikasi nya gak bisa, saya pake 60+",5,"Khusus buat warga 62+ ? Karena verifikasi nya gak bisa, saya pake 60+"
"nice one apps, the doctors fast response and keep it up 👍",5,"nice one apps, the doctors fast response and keep it up 👍"
Very helpful apps! Loved it. Keep it up!,5,Very helpful apps! Loved it. Keep it up!
Mantap nih aplikasi,5,Mantap nih aplikasi
Very helpful,5,Very helpful
"Aplikasi yg sangat membantu untuk konsul dengan dokter apalagi bisa memilih dokter sesuai yg kita mau, bisa membantu juga untuk bisa menebus obat tanpa harus keluar rumah dan juga ada artikel artikel kesehatan. Terimakasih klikdokter",5,"Aplikasi yg sangat membantu untuk konsul dengan dokter apalagi bisa memilih dokter sesuai yg kita mau, bisa membantu juga untuk bisa menebus obat tanpa harus keluar rumah dan juga ada artikel artikel kesehatan. Terimakasih klikdokter"
"Dokternya fast response dan ramah, aplikasinya sangat memudahkan",5,"Dokternya fast response dan ramah, aplikasinya sangat memudahkan"
"aplikasi yang sangat bermanfaat, memudah saya dan keluarga untuk berkonsultasi dengan dokter terbaik",5,"aplikasi yang sangat bermanfaat, memudah saya dan keluarga untuk berkonsultasi dengan dokter terbaik"
"Aplikasi yang nyaman untuk digunakan. Respon dokter sangat cepat, dokternya ramah2, dan penjelasannya ok bgt 👍",5,"Aplikasi yang nyaman untuk digunakan. Respon dokter sangat cepat, dokternya ramah2, dan penjelasannya ok bgt 👍"
Respon dokternya cepat dan konsultasi dokternya ramah dalam mendengarkan keluhan,5,Respon dokternya cepat dan konsultasi dokternya ramah dalam mendengarkan keluhan
dokternya balas chat lama. mungkin bisa dibuat sistem lebih ke fokus per pasien ketika konsul jadi bisa fast respon,1,dokternya balas chat lama. mungkin bisa dibuat sistem lebih ke fokus per pasien ketika konsul jadi bisa fast respon
nomor verifikasi dari sms tidak dikirim,1,nomor verifikasi dari sms tidak dikirim
Aplikasi yang bermanfaat dan sangat membantu,5,Aplikasi yang bermanfaat dan sangat membantu
Best app 👍👍👍,5,Best app 👍👍👍
"Saya sudah pake premium (berbayar) malah chat saya tidak dibalas sampe waktu habis. Saya jafinya tidak bisa konsultasi, saya menyesal download aplikasi ini!!!!",1,"Saya sudah pake premium (berbayar) malah chat saya tidak dibalas sampe waktu habis. Saya jafinya tidak bisa konsultasi, saya menyesal download aplikasi ini!!!!"
Ok so far,4,Ok so far
Rugi cokk... Abis 10k utk spesialis tp gada respon sampe limit waktu 30min.. yg dokter gratis malah cepet balas nya.. taii lahh.. org lg sakit malah diginiin.. niat gak sih jd dokter.. cuihh !!! Balikin 10k gw cukk,1,Rugi cokk... Abis 10k utk spesialis tp gada respon sampe limit waktu 30min.. yg dokter gratis malah cepet balas nya.. taii lahh.. org lg sakit malah diginiin.. niat gak sih jd dokter.. cuihh !!! Balikin 10k gw cukk
verifikasi sms tidak pernah masuk,1,verifikasi sms tidak pernah masuk
Sangat membantu..,5,Sangat membantu..
"Respon cepat, ramah dan rekomendasinya ok.",5,"Respon cepat, ramah dan rekomendasinya ok."
Bagus Appsnya!,5,Bagus Appsnya!
"Sangat amat membantu, tetap dapat berkonsultasi secara gratis (opsional) di kala darurat, kita dapat memilih dokter yang berbayar maupun yang tidak berbayar. obat juga cepat sampai, saat saya ada kendala transaksi obat, saya di bantu oleh CS via chat WA. Sangat memuaskan! Hebat!",5,"Sangat amat membantu, tetap dapat berkonsultasi secara gratis (opsional) di kala darurat, kita dapat memilih dokter yang berbayar maupun yang tidak berbayar. obat juga cepat sampai, saat saya ada kendala transaksi obat, saya di bantu oleh CS via chat WA. Sangat memuaskan! Hebat!"
"Silahkan coba, pasti akan tau jawabannya kenapa saya beri *5",5,"Silahkan coba, pasti akan tau jawabannya kenapa saya beri *5"
very good,5,very good
Sudah pilih yang berbayar tapi tidak ada balasan chat dari dokternya,1,Sudah pilih yang berbayar tapi tidak ada balasan chat dari dokternya
Very good account for increasing my health knowledges,5,Very good account for increasing my health knowledges
"Mau konfirmasi pembayaran saja ribet. Bisa mendaftarkan orang lain, tapi yang mendaftarkan tidak bisa melakukan konfirmasi pembayaran. Harusnya dibikin saja tidak bisa mendaftarkan orang lain. Jadi tidak bikin repot",1,"Mau konfirmasi pembayaran saja ribet. Bisa mendaftarkan orang lain, tapi yang mendaftarkan tidak bisa melakukan konfirmasi pembayaran. Harusnya dibikin saja tidak bisa mendaftarkan orang lain. Jadi tidak bikin repot"
"Sangat slow respond dokternya, bisa bbrp minggu kedepan baru dibales, tp artikel2 didalamnya bagus..",3,"Sangat slow respond dokternya, bisa bbrp minggu kedepan baru dibales, tp artikel2 didalamnya bagus.."
"Saya gak bisa verifikasi nomor hp, kodenya gak masuk. Jadi gak bisa pake appnya",2,"Saya gak bisa verifikasi nomor hp, kodenya gak masuk. Jadi gak bisa pake appnya"
Phone number verification sms not received,1,Phone number verification sms not received
PELAYANAN RAPID TEST DILAPANGAN SANGAT MEMUASKAN. APLIKASI PENDAFTARAN DAN PEMBAYARAN SUDAH BAGUS. YG BERMSLAH ADALAH CUSTOMER SEEVICE MANUAL BY WA. SAMA SEKALI KOORDINASI JELEK DENGAN MEKANISME APLIKASI YG SUDAH BERJALAN SEMPURNA,3,PELAYANAN RAPID TEST DILAPANGAN SANGAT MEMUASKAN. APLIKASI PENDAFTARAN DAN PEMBAYARAN SUDAH BAGUS. YG BERMSLAH ADALAH CUSTOMER SEEVICE MANUAL BY WA. SAMA SEKALI KOORDINASI JELEK DENGAN MEKANISME APLIKASI YG SUDAH BERJALAN SEMPURNA
"Di samping tulisan chat regular harusmya dikasih tulisan gratis. Soalnya pengguna baru yg ga tau langsung tekan tiba2 nyambung ke dokternya jadi kaget & bingung ""takutnya bayar gitu"".",4,"Di samping tulisan chat regular harusmya dikasih tulisan gratis. Soalnya pengguna baru yg ga tau langsung tekan tiba2 nyambung ke dokternya jadi kaget & bingung ""takutnya bayar gitu""."
"Aneh. Klikdokter kalau dibandingkan dengan aplikasi yang memberikan pelayanan yang sama lainnya, paling aneh. Aplikasi nya sendiri tidak memudahkan penggunan dan konsultasinya seperti berbicara ke robot, template terooossss.",1,"Aneh. Klikdokter kalau dibandingkan dengan aplikasi yang memberikan pelayanan yang sama lainnya, paling aneh. Aplikasi nya sendiri tidak memudahkan penggunan dan konsultasinya seperti berbicara ke robot, template terooossss."
Nice apps,5,Nice apps
kenapa saya tidak diberikan opsi untuk HAPUS Akun ya? tolong ditindaklanjuti karena ini masalah privacy.,2,kenapa saya tidak diberikan opsi untuk HAPUS Akun ya? tolong ditindaklanjuti karena ini masalah privacy.
3 kali konsultasi lancar dan memuaskan,5,3 kali konsultasi lancar dan memuaskan
Good aplication. Need room for giving free service at specialized doctors.,4,Good aplication. Need room for giving free service at specialized doctors.
"""Content writer"" nya klikdokter research ga sih? Atau asal tulis yang penting ada content?",1,"""Content writer"" nya klikdokter research ga sih? Atau asal tulis yang penting ada content?"
"You know what one of your so called doctor asked me to google my problem. Like w.t.f. i mean even ""doktor umum"" don't know how to answer doesn't mean she can tell me to google????? Like explain to me KINDLY not to google or short half forking asses answer. If you guys can't handle patient. Why bother. Uninstalling :p",1,"You know what one of your so called doctor asked me to google my problem. Like w.t.f. i mean even ""doktor umum"" do not know how to answer does not mean she can tell me to google????? Like explain to me KINDLY not to google or short half forking asses answer. If you guys cannot handle patient. Why bother. Uninstalling :p"
"Sesi konsultasinya sangat baik, tapi aplikasi selalu bermasalah saat saya mau menebus obat. Akhirnya tidak bisa beli sudah sampai 3x sesi, saya harus ke apotek sendiri untuk cari obatnya.",3,"Sesi konsultasinya sangat baik, tapi aplikasi selalu bermasalah saat saya mau menebus obat. Akhirnya tidak bisa beli sudah sampai 3x sesi, saya harus ke apotek sendiri untuk cari obatnya."
Sangat menolong saat Kita perlu konsultasikan tapi karena covid19 harus membatasi diri ke RS,5,Sangat menolong saat Kita perlu konsultasikan tapi karena covid19 harus membatasi diri ke RS
"Waste money and time. Waktu konsul 30 menit, selama itu hingga waktu habis dokter ga ada tanggapan sama sekali. Udah ditungguin bahkan sekalian chat panjang lebar sampai waktu selesai masih dikacangin. Komplain ke CS minta refund hanya dikasih voucher free consultation yang saya tidak butuhkan. Minta refund kekeuh ga dikasih",1,"Waste money and time. Waktu konsul 30 menit, selama itu hingga waktu habis dokter ga ada tanggapan sama sekali. Udah ditungguin bahkan sekalian chat panjang lebar sampai waktu selesai masih dikacangin. Komplain ke CS minta refund hanya dikasih voucher free consultation yang saya tidak butuhkan. Minta refund kekeuh ga dikasih"
Why don't you have a Psychological option. It's important too. I don't believe you missed it.,1,Why do not you have a Psychological option. It is important too. I do not believe you missed it.
Fast Response.. 👍,4,Fast Response.. 👍
"Berdasarkan pengalaman saya, saya percaya bahwa banyak dokter umum bukan dokter.",1,"Berdasarkan pengalaman saya, saya percaya bahwa banyak dokter umum bukan dokter."
"Mudah dan cepat. Obat langsung dikirim ke rumah setelah lunas. Staf klikdokter juga tanggap dan responsif, sangat membantu customer ketika pertama kali menggunakan aplikasi. Thanks mas Reno. Thanks dokter Leo.",5,"Mudah dan cepat. Obat langsung dikirim ke rumah setelah lunas. Staf klikdokter juga tanggap dan responsif, sangat membantu customer ketika pertama kali menggunakan aplikasi. Thanks mas Reno. Thanks dokter Leo."
"dokternya ga niat semua ya? ga ada spesialisasi, jawab template. bubarin aja aplikasinya",1,"dokternya ga niat semua ya? ga ada spesialisasi, jawab template. bubarin aja aplikasinya"
aplikasi ini sangat membantu bagi saya.,5,aplikasi ini sangat membantu bagi saya.
Good app and very helpfull,5,Good app and very helpfull
"Bagus bisa konsultasi gratis, sgt membantu, g downloas rugi.. ndak perlu kemana2 tgl buka ini masalah beres beli obat",5,"Bagus bisa konsultasi gratis, sgt membantu, g downloas rugi.. ndak perlu kemana2 tgl buka ini masalah beres beli obat"
Dokternya tidak pernah balas chat. Useless,1,Dokternya tidak pernah balas chat. Useless
I can't open the app Live chat no available,1,I cannot open the app Live chat no available
Easy to use..,5,Easy to use..
Dokternya fast respon,5,Dokternya fast respon
Terima kasih aplikasi ini sangat berguna :),5,Terima kasih aplikasi ini sangat berguna :)
Very good,5,Very good
"Login app susah banget, apa mungkin karena kebetulan server busy kali ya. Dan sudah berhasil login, untuk respon dokternya lama banget jadi gak efisien waktunya, terbuang sia sia. Padahal masih banyak yg ingin ditanyakan di waktu yg diberikan sangat sedikit.",2,"Login app susah banget, apa mungkin karena kebetulan server busy kali ya. Dan sudah berhasil login, untuk respon dokternya lama banget jadi gak efisien waktunya, terbuang sia sia. Padahal masih banyak yg ingin ditanyakan di waktu yg diberikan sangat sedikit."
Sangat membantu,5,Sangat membantu
Aplikasinya jelek,1,Aplikasinya jelek
"Percuma ada aplikasi ini karena tiap saya konsultasi malah disuruh ke klinik terdekat.. Terus fungsinya ente sebagai dokter di aplikasi ini itu apa?! Sudah 2x Konsultasi berturut turut seperti itu, kalau sarannya selalu disuruh ke klinik terdekat, abang telor gulung juga bisa!!",1,"Percuma ada aplikasi ini karena tiap saya konsultasi malah disuruh ke klinik terdekat.. Terus fungsinya ente sebagai dokter di aplikasi ini itu apa?! Sudah 2x Konsultasi berturut turut seperti itu, kalau sarannya selalu disuruh ke klinik terdekat, abang telor gulung juga bisa!!"
In the profile settings not listed for birth on February 29,3,In the profile settings not listed for birth on February 29
"Tidak bisa login, sudah berkali kali dicoba, kode verifikasi yang dikirim tidak sesuai, aplikasi tidak dapat digunakan. Uninstalled.",1,"Tidak bisa login, sudah berkali kali dicoba, kode verifikasi yang dikirim tidak sesuai, aplikasi tidak dapat digunakan. Uninstalled."
Sangat membantu.thanks,5,Sangat membantu.thanks
Bagus apps-nya. cepat dan mudah digunakan,5,Bagus apps-nya. cepat dan mudah digunakan
Ahmazaidi Roslee,4,Ahmazaidi Roslee
Sangat membantu sekali,4,Sangat membantu sekali
"Simpel, mudah digunakan.",5,"Simpel, mudah digunakan."
Sangat membantu,5,Sangat membantu
good apl support the health,5,good apl support the health
Ga salah pilih qplikasi ini,5,Ga salah pilih qplikasi ini
"It's really bad app.. after get some new update for this app then everytime I open up this app, n want to make medical consultancy but nothing work out keep give me pop up notification that new version is available need to be updated although I hv done that before. Very dissapointed.. I think this app much better than Alodokter, but same worse.",1,"It is really bad app.. after get some new update for this app then everytime I open up this app, n want to make medical consultancy but nothing work out keep give me pop up notification that new version is available need to be updated although I hv done that before. Very dissapointed.. I think this app much better than Alodokter, but same worse."
Thx for share,5,Thanks for share
Sangat membantu,5,Sangat membantu
Salah satu solusi untuk emergency,4,Salah satu solusi untuk emergency
Mantap. Sangat membantu,5,Mantap. Sangat membantu
Fast response,5,Fast response
"Terimakasih klik dokter,,, memberikan pelayanan terbaik dan konsultasi terbaik.dan pastinya untuk masyarakat bisa lebih dekat dengan dokter untuk segala situasi dan kondisi demi kesehatan... Dokter nya juga ramah2 . sukses trus untuk klik dokter.....",5,"Terimakasih klik dokter,,, memberikan pelayanan terbaik dan konsultasi terbaik.dan pastinya untuk masyarakat bisa lebih dekat dengan dokter untuk segala situasi dan kondisi demi kesehatan... Dokter nya juga ramah2 . sukses trus untuk klik dokter....."
Super fast response from the online doctor. I have consulted twice and once at midnight but yet fast reply. Nice apps!,5,Super fast response from the online doctor. I have consulted twice and once at midnight but yet fast reply. Nice apps!
Can't access and login,1,Cannot access and login
"Halo min, tadi rencana mau chat live dengan dokter. Pas udah masuk antrian, selalu close sendiri aplikasinya. Selalu begitu setiap mau melanjutkan chatting. Sekarang posisi masih tidak bisa chat. Aplikasi menutup sendiri. Tolong diperbaiki ya.",2,"Halo min, tadi rencana mau chat live dengan dokter. Pas udah masuk antrian, selalu close sendiri aplikasinya. Selalu begitu setiap mau melanjutkan chatting. Sekarang posisi masih tidak bisa chat. Aplikasi menutup sendiri. Tolong diperbaiki ya."
Terima kasih aplikasinya sangat membantu responnya jg cepat untuk dokternya.,5,Terima kasih aplikasinya sangat membantu responnya jg cepat untuk dokternya.
"Saya download aplikasi ini 3hari yg lalu karena nonton iklannya di tv. Trs saya lgsg coba live chat dg dokternya, responnya baik dan sangat membantu. Trs juga saya sempat baca artikel2 kesehatan disini, highly recommend apps👍",5,"Saya download aplikasi ini 3hari yg lalu karena nonton iklannya di tv. Trs saya lgsg coba live chat dg dokternya, responnya baik dan sangat membantu. Trs juga saya sempat baca artikel2 kesehatan disini, highly recommend apps👍"
Artikelnya menarik dan sangat mudah dipahami. Sukaaaaaaaaa sekali,5,Artikelnya menarik dan sangat mudah dipahami. Sukaaaaaaaaa sekali
Konsultasi digitalnya okay banget ! Recommend.,5,Konsultasi digitalnya okay banget ! Recommend.
"Baru 2 hari coba aplikasi ini, dr yg online dr umum terus, ini aplikasi untuk dr pemula ? ? apa yg spesialis udah sombong ya ? Ga mau gratis untuk konsultasi ? ,ok, bintang 3 buat informasi dr, obat, artikel2 kesehatan.",3,"Baru 2 hari coba aplikasi ini, dr yg online dr umum terus, ini aplikasi untuk dr pemula ? ? apa yg spesialis udah sombong ya ? Ga mau gratis untuk konsultasi ? ,ok, bintang 3 buat informasi dr, obat, artikel2 kesehatan."
"Tadinya bingung kalo mau tanya penyakit kesiapa, untung ada klikdokter bisa chat sama dokter yg ada. Sukses selaku klik dokter.",5,"Tadinya bingung kalo mau tanya penyakit kesiapa, untung ada klikdokter bisa chat sama dokter yg ada. Sukses selaku klik dokter."
Sangat membantu apalagi livechatnya,5,Sangat membantu apalagi livechatnya
"Respon dokter terhadap chat nya cepat ga pake nunggu, pernah iseng coba malem2 jam3an chat & ttp dijawab dgn cepat, mantap bgt 👍",5,"Respon dokter terhadap chat nya cepat ga pake nunggu, pernah iseng coba malem2 jam3an chat & ttp dijawab dgn cepat, mantap bgt 👍"
"Untung ada layanan chat, jadi bisa tanya tanya anak saya sakitnya kenapa. Jadi tenang ga was was",5,"Untung ada layanan chat, jadi bisa tanya tanya anak saya sakitnya kenapa. Jadi tenang ga was was"
Its features are very beneficial for the health of our family 👍,5,Its features are very beneficial for the health of our family 👍
"Chat dokter sekitar jam 11 malam, gak lama langsung direspon. Recommended banget deh apps nya. Terimakasih klikDokter.",5,"Chat dokter sekitar jam 11 malam, gak lama langsung direspon. Recommended banget deh apps nya. Terimakasih klikDokter."
"Aplikasinya membantu banget, saya suka baca artikelnya berguna untuk pengetahuan dalam dunia kesehatan.",5,"Aplikasinya membantu banget, saya suka baca artikelnya berguna untuk pengetahuan dalam dunia kesehatan."
"keluarga sakit, trus bingung mw jawab apa, skrg bisa lgsg tanyain lewat aplikasi ini.. seneng bgt bisa bantu keluarga, jawaban dokter oke.. jdi berasa ikutan cerdas.. thx KlikDokter😉",5,"keluarga sakit, trus bingung mw jawab apa, skrg bisa lgsg tanyain lewat aplikasi ini.. seneng bgt bisa bantu keluarga, jawaban dokter oke.. jdi berasa ikutan cerdas.. thanks KlikDokter😉"
"Kemarin saya coba chatnya, responnya baik. Sangat terbantu untuk edukasi masalah penyakit yang saya rasakan. Kerenn!!",5,"Kemarin saya coba chatnya, responnya baik. Sangat terbantu untuk edukasi masalah penyakit yang saya rasakan. Kerenn!!"
"Live chat dgn dokter, nice apps 👍👍👍👍👍",5,"Live chat dgn dokter, nice apps 👍👍👍👍👍"
Aplikasi yang sangat membantu. Terutama fitur direktori obat dan direktori penyakit,5,Aplikasi yang sangat membantu. Terutama fitur direktori obat dan direktori penyakit
"Aplikasinya sgt membantu sekali, selain bisa chat sama dokternya, ternyata ada banyak artikel kesehatan yg bisa di baca di apps nya. Cool apps👌",5,"Aplikasinya sgt membantu sekali, selain bisa chat sama dokternya, ternyata ada banyak artikel kesehatan yg bisa di baca di apps nya. Cool apps👌"
Sangat membantu sekali buat diriku yang mageran 👍👍👍,5,Sangat membantu sekali buat diriku yang mageran 👍👍👍
Advices from the doctors (live chat) are very helpful. One of them tell me that I have disease and must go to the doctor and predicted that I'll be taken care in hospital. And it's true. It's very helpful because I know my illness earlier and I have preventif action for that,5,Advices from the doctors (live chat) are very helpful. One of them tell me that I have disease and must go to the doctor and predicted that I will be taken care in hospital. And it is true. It is very helpful because I know my illness earlier and I have preventif action for that
"Aplikasi yang banyak manfaatnya menjadi pengetahuan lebih, untuk dokternya fast respon sekali chat langsung di balas dengan baik, ramah dan menyejukan dikala sakit.",5,"Aplikasi yang banyak manfaatnya menjadi pengetahuan lebih, untuk dokternya fast respon sekali chat langsung di balas dengan baik, ramah dan menyejukan dikala sakit."
