content,score,content_contractions,content_translated,lang_id
Very helpfull ... Thanks,5,Very helpfull ... Thanks,Very helpfull ... Thanks,en
aplikasinya sering error. coba tutup buka lagi yg dikeranjang hilang semua. harus ngulang lg dr awal.,1,aplikasinya sering error. coba tutup buka lagi yg dikeranjang hilang semua. harus ngulang lg dr awal.,The application is often error. Try to close it open again the basket is all missing. have to repeat again from the beginning.,id
"Pesan obat, drivernya bilang udah terima, padahal gk dihubungi, gak dikonfirmasi, cuman modal foto pagar tetangga doank. Pelayanan CS nya SANGAT MENGECEWAKAN, SAMPAI SEKARANG OBATKU GK JELAS DIMANA DAN BELUM ADA TINDAK LANJUT DARI HALODOC PADAHAL UDAH HAMPIR SEMINGGU SANGAT MERUGIKAN COSTUMER DAN MENGECEWAKAN. BYE!",1,"Pesan obat, drivernya bilang udah terima, padahal gk dihubungi, gak dikonfirmasi, cuman modal foto pagar tetangga doank. Pelayanan CS nya SANGAT MENGECEWAKAN, SAMPAI SEKARANG OBATKU GK JELAS DIMANA DAN BELUM ADA TINDAK LANJUT DARI HALODOC PADAHAL UDAH HAMPIR SEMINGGU SANGAT MERUGIKAN COSTUMER DAN MENGECEWAKAN. BYE!","Order medicine, the driver says I have received it, even though it is not contacted, not confirmed, only capital photos of the neighbor's fence. The CS service is very disappointing, until now my medicine is not clear where and there has been no follow -up from Halodoc even though it has been almost a week very detrimental to customer and disappointing. Bye!",id
Helpfull and reliable!,5,Helpfull and reliable!,Helpfull and reliable!,en
Ramah dan fast respon dokternya..,5,Ramah dan fast respon dokternya..,Friendly and fast response doctor ..,id
Good aplication.. thanks halodoc,5,Good aplication.. thanks halodoc,Good aplication.. thanks halodoc,en
"Sejauh yang saya pakai aplikasi ini, masih sering saya mendapatkan obat yang tidak tersedia di wilayah bekasi..",3,"Sejauh yang saya pakai aplikasi ini, masih sering saya mendapatkan obat yang tidak tersedia di wilayah bekasi..","As far as I use this application, I still often get drugs that are not available in the Bekasi area ..",id
"Mempermudah konsultasi dg dokter, buat janji, beli obat dan janji test lab. Keren. Kl bs biaya ongkir bs lbh hemat. Thanks",5,"Mempermudah konsultasi dg dokter, buat janji, beli obat dan janji test lab. Keren. Kl bs biaya ongkir bs lbh hemat. Thanks","Facilitate consultation with a doctor, make an appointment, buy medicine and promise of the lab test. Cool. Kl bs cost bs can be saved. Thanks",id
"Halo, aplikasinya sangat kurang. buat cari kolom pencarian agak susah dan untuk pemesanan obat, tolong informasikan jarak dan apoteknya dimana. jadi kl ada emergency dan butuh cepat bisa diperhitungkan dgn baik waktunya.",3,"Halo, aplikasinya sangat kurang. buat cari kolom pencarian agak susah dan untuk pemesanan obat, tolong informasikan jarak dan apoteknya dimana. jadi kl ada emergency dan butuh cepat bisa diperhitungkan dgn baik waktunya.","Hello, the application is very lacking. Make a search column rather difficult and for drug ordering, please inform the distance and pharmacy where. So if there is an emergency and it needs to be calculated quickly.",id
Walau agak pricey tp sampenya cepet banget.,5,Walau agak pricey tp sampenya cepet banget.,Walau Agak pricey tp for sure surely fast.,jv
"Makin mantap, konsul online, resep yg diberikan bisa langsung ditebus",5,"Makin mantap, konsul online, resep yg diberikan bisa langsung ditebus","More solid, online consul, recipes given can be immediately redeemed",id
Sangat membantu ditengah pandemi,5,Sangat membantu ditengah pandemi,Very helpful in the middle of pandemic,id
Sangat membantu untuk isolasi mandiri,5,Sangat membantu untuk isolasi mandiri,Very helpful for independent isolation,id
Aplikasi sangat membantu di era digital saat ini.,5,Aplikasi sangat membantu di era digital saat ini.,Applications are very helpful in the current digital age.,id
Fast respond and very efficient!,5,Fast respond and very efficient!,Fast respond and very efficient!,en
"Sepertinya aplikasi sudah diperbaiki dengan baik, sudah bisa berjalan normal kembali.",5,"Sepertinya aplikasi sudah diperbaiki dengan baik, sudah bisa berjalan normal kembali.","Looks like the application has been improved well, it can run normally again.",id
Easy to use,5,Easy to use,Easy to use,en
sangat bagus respon dokter2nya dan UI nya bagus,5,sangat bagus respon dokter2nya dan UI nya bagus,very good response from the doctors and the UI is good,id
Wah sangat membantu untuk mendapatkan obat tanpa perlu keluar rmah,5,Wah sangat membantu untuk mendapatkan obat tanpa perlu keluar rmah,"Wow, it is very helpful to get medicine without the need to get out of RMAH",id
"Apps berfungsi dg baik, cepat dan mudah",4,"Apps berfungsi dg baik, cepat dan mudah","Apps work well, fast and easy",ms
"Dengan adanya kerjasama Kemenkes dg Halodok, sangat membantu pasien dlm menjalani pemulihan Covid ini. Terimakasih Kemenkes Terimakasih Halodok (Dr. Mutia)",5,"Dengan adanya kerjasama Kemenkes dg Halodok, sangat membantu pasien dlm menjalani pemulihan Covid ini. Terimakasih Kemenkes Terimakasih Halodok (Dr. Mutia)","With the collaboration of the Ministry of Health with Halodok, it is very helpful for patients in undergoing this Covid recovery. Thank you Ministry of Health Thank you Halodok (Dr. Mutia)",id
Quick and reasonable services.,5,Quick and reasonable services.,Quick and reasonable services.,en
Dokternya ramah dan cepat responnya.,5,Dokternya ramah dan cepat responnya.,The doctor is friendly and fast response.,id
Aplikasi gak jelas. Respon lambat.,1,Aplikasi gak jelas. Respon lambat.,The application is not clear. Slow response.,id
Dokternya ramah dan memberikan resep yang sesuai dengan kondisi pasien,5,Dokternya ramah dan memberikan resep yang sesuai dengan kondisi pasien,The doctor is friendly and prescribes the patient's condition,id
Sangat membantu bagi penderita covid yg sedang isoman,5,Sangat membantu bagi penderita covid yg sedang isoman,Very helpful for sufferers of Covid who are isoman,id
This apps has improved tremendously. Wrll done,5,This apps has improved tremendously. Wrll done,This apps has improved tremendously. Wrll done,en
Keluhan dan masalah teknis cepat tertangani,5,Keluhan dan masalah teknis cepat tertangani,Complaints and technical problems quickly handled,id
Always helping me!!!!!!,5,Always helping me!!!!!!,Always helping me!!!!!!,en
Sangat membantu dan proses cepat,5,Sangat membantu dan proses cepat,Very helpful and fast process,id
Bagus layanannya efisien,5,Bagus layanannya efisien,Good service is efficient,id
Help ful aplication in pandemic era,5,Help ful aplication in pandemic era,Help ful aplication in pandemic era,en
"Pernah punya pengalaman blum selesai chat tapi di end sama dokternya, jadi ga rela ngasi bintang lebih dari 3",3,"Pernah punya pengalaman blum selesai chat tapi di end sama dokternya, jadi ga rela ngasi bintang lebih dari 3","Never had the experience of not finishing chat but in the end with the doctor, so it was not willing to give more than 3 stars",id
Sangat bagus&sangat membantu ditengah pandemi seperti saat ini.,5,Sangat bagus&sangat membantu ditengah pandemi seperti saat ini.,Very good & very helpful in the middle of Pandemi as it is today.,id
"Mudah, cepat, dokter friendly dan tanggap.",5,"Mudah, cepat, dokter friendly dan tanggap.","Easy, fast, doctor friendly and responsive.",id
Semoga selanjutnya halodoc bisa lebih baik memilih klinik rekanan Saya tes pcr tidak konek dengan peduli lindungi Lalu kemudian tes lagi 3x24 jam lebih belum ada hasil,2,Semoga selanjutnya halodoc bisa lebih baik memilih klinik rekanan Saya tes pcr tidak konek dengan peduli lindungi Lalu kemudian tes lagi 3x24 jam lebih belum ada hasil,Hopefully Halodoc can better choose my partner clinic the PCR test does not connect by caring for protecting then then test again 3x24 hours there is no result,id
"Waktu konsultasinya relatif sebentar. saya tidak sempat dapat resep dokter, pas mau perpanjang waktu. dokternya sudah habis jadwal praktiknya di hari itu. harus menunggu dan buat jadwal besok. Padahal dokternya bagus, dia lagi mau kirim resep. kena time out aplikasi. terus nasib yg sakit gimana? mesti nunggu besok?",1,"Waktu konsultasinya relatif sebentar. saya tidak sempat dapat resep dokter, pas mau perpanjang waktu. dokternya sudah habis jadwal praktiknya di hari itu. harus menunggu dan buat jadwal besok. Padahal dokternya bagus, dia lagi mau kirim resep. kena time out aplikasi. terus nasib yg sakit gimana? mesti nunggu besok?","The consultation time is relatively brief. I didn't have time to get a doctor's prescription, when I wanted to extend time. The doctor was out of his practice schedule on that day. have to wait and make a schedule tomorrow. Even though the doctor is good, he wants to send a prescription. hit the time out application. Then what is the sick fate? have to wait tomorrow?",id
Good Helping for Everyone,5,Good Helping for Everyone,Good Helping for Everyone,en
Nice good jod dokter,5,Nice good jod dokter,Nice Good Jod Doctor,nl
Very helpfull apps for your health,5,Very helpfull apps for your health,Very helpfull apps for your health,en
Very Helpful & simple,5,Very Helpful & simple,Very Helpful & simple,en
"Cepat pemasanan,.dan komplit obatnya",5,"Cepat pemasanan,.dan komplit obatnya","Fasting fast, and complete medicine",id
Sangat membantu untuk konsultasi dokter.,5,Sangat membantu untuk konsultasi dokter.,Very helpful for doctor consultation.,id
"Pelayanan dokter cepat. Tapi dapatin dokter yg bisa di konsul masi susah. Ketika klik chat suka sibuk semua , padahal status hijau aktif. Mungkin bs di rubah jika status hijau itu memng benar2 bisa di chat jadi kt ga cb 1 per satu klik terus di dokter berbeda2. Tlg ditingkatkan. So far lainnya si oke. Hanya chat dokternyabsaja ada kendala di awal. Sukses terus halodoc. Trimakasih.",4,"Pelayanan dokter cepat. Tapi dapatin dokter yg bisa di konsul masi susah. Ketika klik chat suka sibuk semua , padahal status hijau aktif. Mungkin bs di rubah jika status hijau itu memng benar2 bisa di chat jadi kt ga cb 1 per satu klik terus di dokter berbeda2. Tlg ditingkatkan. So far lainnya si oke. Hanya chat dokternyabsaja ada kendala di awal. Sukses terus halodoc. Trimakasih.","Fast doctor service. But can be a doctor who can be consulted is still difficult. When clicking chat likes to be busy all, even though the green status is active. Maybe it can be changed if the green status can really be chat so it is not CB 1 by one click on the doctor differently. TLG is upgraded. So far the other is okay. Only chatting doctors there are obstacles at the beginning. Success continues Halodoc. Thanks.",id
Prosesnya lama dan suka crash ketika melakukan pembayaran,4,Prosesnya lama dan suka crash ketika melakukan pembayaran,The process is long and likes to crash when making payments,id
Tidak bs order obat pdhl udah chat dgn doktor dan dpt resep,1,Tidak bs order obat pdhl udah chat dgn doktor dan dpt resep,Not can order medicine pdhl already chat with a doctorate and can be prescribed,id
"Aplikasi tidak berjalan, saya pesan obat tetapi tidak bisa di proses, saldo saya pun nyangkut",1,"Aplikasi tidak berjalan, saya pesan obat tetapi tidak bisa di proses, saldo saya pun nyangkut","The application is not running, I ordered medicine but it can't be processed, my balance is stuck",id
Tolong dong perkenankan org dari luar negeri utk masuk ke website & aplikasi. Saya jd susah mau kontrol bisnis saya yg kerjasama dgn Halodoc,1,Tolong dong perkenankan org dari luar negeri utk masuk ke website & aplikasi. Saya jd susah mau kontrol bisnis saya yg kerjasama dgn Halodoc,Please allow people from abroad to enter the website & application. I have difficulty wanting to control my business in collaboration with Halodoc,id
Sering terputus padahal jaringan bagus.,2,Sering terputus padahal jaringan bagus.,Often cut off even though the network is good.,id
Sangat memudahkan pasien utk konsultasi medis dokter dan pesan obat yg diresepkan. Sangat2 membantu untuk pasien yg memiliki keterbatasan utk ke Klinik atau RS.,5,Sangat memudahkan pasien utk konsultasi medis dokter dan pesan obat yg diresepkan. Sangat2 membantu untuk pasien yg memiliki keterbatasan utk ke Klinik atau RS.,It is very easy for patients to medical consulting for the doctor and order the prescribed medicine. It is very helpful for patients who have limitations to the clinic or hospital.,id
"Best place to do doctor consultation, has integration with insurance, pharmacy and laboratory",5,"Best place to do doctor consultation, has integration with insurance, pharmacy and laboratory","Best place to do doctor consultation, has integration with insurance, pharmacy and laboratory",en
Sangat membantu tanpa harus datang dan memgantri lama di rs,5,Sangat membantu tanpa harus datang dan memgantri lama di rs,Very helpful without having to come and have long been in the hospital,id
Keren lah pokonya memudahkan,5,Keren lah pokonya memudahkan,Cool pokonya makes it easy,id
"g guna, pasien keburu mati ini mah krn g bisa pesen obat yg diresepkan dokter saat konsultasi, coba berkali2 tp pesanan dibatalkan terus, chat dgn virtual assistant jg cuma bot aja yg jawab.",1,"g guna, pasien keburu mati ini mah krn g bisa pesen obat yg diresepkan dokter saat konsultasi, coba berkali2 tp pesanan dibatalkan terus, chat dgn virtual assistant jg cuma bot aja yg jawab.","g use, this patient is dead because he can order the drug prescribed by a doctor during a consultation, try many times but the order is canceled, chat with a virtual assistant also just a bot just answer.",id
"Layanan bantuan buruk, sangat lama tdk ada respon, pesan obat lama selalu gagal dengan keterangan ""coba lagi""",1,"Layanan bantuan buruk, sangat lama tdk ada respon, pesan obat lama selalu gagal dengan keterangan ""coba lagi""","Poor assistance services, very long no response, old drug messages always fail with the statement ""try again""",id
Always malfunctioned when I'm about to checkout the medicine,1,Always malfunctioned when I am about to checkout the medicine,Always malfunctioned when I am about to checkout the medicine,en
"Mw beli obat selalu error. Org sakit jd ga sembuh"" gara"" lu !!!!!!!!",1,"Mw beli obat selalu error. Org sakit jd ga sembuh"" gara"" lu !!!!!!!!","MW buying medicine is always an error. Org sick so it doesn't recover ""because"" you !!!!!!!!",id
"Beli obat gak bisa sama sekali, selalu ""ada yang salah"". Sistem merepotkan, semua produk di keranjang hilang.",2,"Beli obat gak bisa sama sekali, selalu ""ada yang salah"". Sistem merepotkan, semua produk di keranjang hilang.","Buy drugs can't be at all, always ""something wrong"". The system is troublesome, all products in the basket are lost.",id
"Dokternya ramah, aplikasinya mudah dan sangat membantu dimasa pandemi",5,"Dokternya ramah, aplikasinya mudah dan sangat membantu dimasa pandemi","The doctor is friendly, the application is easy and very helpful",id
Mudah Dan mempercepat proses berobat,5,Mudah Dan mempercepat proses berobat,Easy and speed up the treatment process,id
"Pilih titik antar ke daerah cilandak, apotik nya dari gondangdia. Harga obatny sama kek ongkirnya 😔",1,"Pilih titik antar ke daerah cilandak, apotik nya dari gondangdia. Harga obatny sama kek ongkirnya 😔","Choose a point delivery to the Cilandak area, the pharmacy from Gondangdia. The price of the drug is the same as the postage 😔",id
"Almost die in IGD when they sent C19 PCR Swap Result out od 24hr...tepatnya 45jam!! Unt ada aplikasi Perduli Lindungi yg bs jg lihat hasilnya dan NEGATIF, br deh RS mindahin sy ke ruang rawat tampa NUNGGUin hasil PCR dr mereka Dan mrk cuma mau ks KUPON unt kompensasinya...SHAME ON YOU!! nyawa sy cuma sebanding ama KUPON!!",1,"Almost die in IGD when they sent C19 PCR Swap Result out od 24hr...tepatnya 45jam!! Unt ada aplikasi Perduli Lindungi yg bs jg lihat hasilnya dan NEGATIF, br deh RS mindahin sy ke ruang rawat tampa NUNGGUin hasil PCR dr mereka Dan mrk cuma mau ks KUPON unt kompensasinya...SHAME ON YOU!! nyawa sy cuma sebanding ama KUPON!!","Almost Die in Igd When They Sent C19 Pcr Swap Result Out OD 24Hr ... to be exact 45 hours !! Unt there is a care application to protect that can also see the results and negatives, Br deh Hospital Minds I go to the treatment room without waiting for the results of the PCR from them and they only want to ks coupon for compensation ... Shame on you !! My life is only comparable to the coupon !!",id
"Terlalu banyak Bugs, saya pesan obat dengan estimasi 1-4 hari sampai. Tapi setiap hari estimasi pengiriman berubah. Fitur chat hanya dengan robot. Customer service agent tidak pernah membalas chat (selalu dalam antrian). Email tidak pernah dibalas! Bisa dibayangkan orang sakit yg sangat membutuhkan obat tapi tidak tau kapan kepastian obat akan datang. Dan harga obanya juga tidak murah.",1,"Terlalu banyak Bugs, saya pesan obat dengan estimasi 1-4 hari sampai. Tapi setiap hari estimasi pengiriman berubah. Fitur chat hanya dengan robot. Customer service agent tidak pernah membalas chat (selalu dalam antrian). Email tidak pernah dibalas! Bisa dibayangkan orang sakit yg sangat membutuhkan obat tapi tidak tau kapan kepastian obat akan datang. Dan harga obanya juga tidak murah.","Too much bugs, I ordered medicine with an estimated 1-4 days until. But every day the estimated delivery changes. Chat features only with robots. Customer Service Agent never replied to chat (always in the queue). Email never replied! You can imagine sick people who really need medicine but don't know when the certainty of the drug will come. And the price of the object is also not cheap.",id
"Pernah kasih bintang 5 tp skrg 2 aja krn kapok beli obat di halodoc.. cuma obat biasa tp krn tdk bisa milih apotik jd gak tau dikirim dari mana yg waktu pengirimannya 1-4 hari.. lah ini beli obat butuh urgent, bukan beli kosmetik",2,"Pernah kasih bintang 5 tp skrg 2 aja krn kapok beli obat di halodoc.. cuma obat biasa tp krn tdk bisa milih apotik jd gak tau dikirim dari mana yg waktu pengirimannya 1-4 hari.. lah ini beli obat butuh urgent, bukan beli kosmetik",Never love 5 stars but now it's just because I give up a medicine at Halodoc ... it's just an ordinary medicine but because I can't choose pharmacies so I don't know where to send it from 1-4 days.,id
Aplikasi yang sangat membantu masyarakat dalam menjaga kesehatan dan proses pengobatan yang terjangkau...,5,Aplikasi yang sangat membantu masyarakat dalam menjaga kesehatan dan proses pengobatan yang terjangkau...,Applications that are very helpful for people in maintaining health and affordable treatment processes ...,id
"Chat dan konsulasi dengan dokter mudah. Resep digital jg lgs dapat. Tp saat menebus obat, tidak bisa menentukan toko obat/apotik (minimal bisa pilih toko/apotik yg menyediakan semua obat, atau membeli terpisah). Dan saat toko obat tidak menyediakan beberapa obat dlm resep, tidak ada opsi utk membeli obat yg blm ada. Dan tidak ada bantuan tersedia di system",3,"Chat dan konsulasi dengan dokter mudah. Resep digital jg lgs dapat. Tp saat menebus obat, tidak bisa menentukan toko obat/apotik (minimal bisa pilih toko/apotik yg menyediakan semua obat, atau membeli terpisah). Dan saat toko obat tidak menyediakan beberapa obat dlm resep, tidak ada opsi utk membeli obat yg blm ada. Dan tidak ada bantuan tersedia di system","Chat and Consulation with a doctor is easy. LGS digital recipes can. But when redeeming the drug, it cannot determine the drugstore/pharmacy (at least you can choose a store/pharmacy that provides all drugs, or buy separately). And when the drugstore does not provide some drugs in a prescription, there is no option to buy drugs that haven't been there. And no assistance is available in the system",id
Sangat membantu dokternya juga ramah. Terima kasih halo dok,4,Sangat membantu dokternya juga ramah. Terima kasih halo dok,Very helpful the doctor is also friendly. Thank you hello doc,id
Sangat sigap membantu,5,Sangat sigap membantu,Very alert helpful,id
"Fitur lengkap, mudah digunakan dan sangat bermanfaat terutama fasilitas chat with dokter. Rekomendasi apotek utk tebus obat lgs dr resep digital sangat mempermudah. Saran: Terkadang apotek yg direkomendasikan tidak memiliki obat lengkap sesuai resep. Agar bisa diperbaiki.",5,"Fitur lengkap, mudah digunakan dan sangat bermanfaat terutama fasilitas chat with dokter. Rekomendasi apotek utk tebus obat lgs dr resep digital sangat mempermudah. Saran: Terkadang apotek yg direkomendasikan tidak memiliki obat lengkap sesuai resep. Agar bisa diperbaiki.","Complete features, easy to use and very useful, especially chat facilities with doctors. Pharmacy recommendations for redeeming drugs from digital prescriptions are very easy. Suggestion: Sometimes the recommended pharmacy does not have complete medicine according to prescription. So that it can be fixed.",id
"Gampang dipake, dokterny siaga",5,"Gampang dipake, dokterny siaga","Easy to use, doctor is on standby",id
Membantu sekali di waktu pandemi,5,Membantu sekali di waktu pandemi,Very helpful at the time of pandemic,id
"Pesanan yang saya terima salah, gaada respon dari halodoc, pesan obat apa dikasihnya obat apa, payah",1,"Pesanan yang saya terima salah, gaada respon dari halodoc, pesan obat apa dikasihnya obat apa, payah","The order I received was wrong, there was no response from Halodoc, what medicine ordered what medicine was, bad",id
"Td sy sdh memesan dan membayar biaya konsultasi utk dokter ayuning, tp stelah lewat masa tunggu skitar 150detik, dokter tdk jg muncul. Lalu tb2 trtulis konsultasi sdh selesai dan dokter sdh off duty. Pdhal sm skali blm chat, bhkn blm trsambung dgn dokter. Dan biaya konsultasi jg tdk direfund. Sdh chat CS jg tak ada respon, sgh kecewa.. mohon bantuannya",1,"Td sy sdh memesan dan membayar biaya konsultasi utk dokter ayuning, tp stelah lewat masa tunggu skitar 150detik, dokter tdk jg muncul. Lalu tb2 trtulis konsultasi sdh selesai dan dokter sdh off duty. Pdhal sm skali blm chat, bhkn blm trsambung dgn dokter. Dan biaya konsultasi jg tdk direfund. Sdh chat CS jg tak ada respon, sgh kecewa.. mohon bantuannya","I have ordered and pay the consultation fee for the doctor ayuning, but after the waiting period of the 150 seconds, the doctor does not appear. Then the TB2 is written consulting already finished and the doctor has been off duty. Even though it's not chatting, it's not connected to the doctor. And consultation costs are also not refunded. Already chat cs also there is no response, very disappointed .. please help",id
cepat sekali obatnya datang 👍,5,cepat sekali obatnya datang 👍,The medicine is very fast coming 👍,id
Sangat membantu sekali apalagi di jaman pandemi spt sekarang ini,5,Sangat membantu sekali apalagi di jaman pandemi spt sekarang ini,Very helpful especially in the current Pandemic era,id
"Penanganannya cepat, Dokternya ramah ramah Dan professional.. maju terus Dunia Medis Indonesia ❤️❤️❤️",5,"Penanganannya cepat, Dokternya ramah ramah Dan professional.. maju terus Dunia Medis Indonesia ❤️❤️❤️","Handling is fast, the doctor is friendly and professional ... continues to advance the Indonesian medical world ❤️❤️❤️",id
"Aplikasinya untuk pesan obat aja ribet , lemot, dan baru di kirim 1 obat udah gak bisa lagi pakai resepnya, aplikasi macam apa an",1,"Aplikasinya untuk pesan obat aja ribet , lemot, dan baru di kirim 1 obat udah gak bisa lagi pakai resepnya, aplikasi macam apa an","The application for ordering medicine is complicated, slow, and only sent 1 medicine can no longer use the prescription, what kind of application",id
Keren aplikasinya membantu Dan fast respon banget. Dokternya juga pengalaman banget .,5,Keren aplikasinya membantu Dan fast respon banget. Dokternya juga pengalaman banget .,The application is cool to help and really fast response. The doctor is also very experience.,id
"bad experience, cs not helpful, my complaints not taken seriously, do not use this app, i warn you already",1,"bad experience, cs not helpful, my complaints not taken seriously, do not use this app, i warn you already","bad experience, cs not helpful, my complaints not taken seriously, do not use this app, i warn you already",en
Memudahkan pembelian obat,5,Memudahkan pembelian obat,Facilitate the purchase of drugs,id
"Fast service, informative to first time users",5,"Fast service, informative to first time users","Fast service, informative to first time users",en
"Hari ini chat dengan Dr Elvi spesialis THT, diberikan obat untuk 10 strip (1 stripnya isi 10 tablet), dan obat untuk 8 strip (isi 1 stripnya 8 tablet), pas ditanya ""apa ga salah?"" karena jika ditotal maka saya diberikan 164 tablet dan jawabannya cuma ""itu bisa tergantung keinginan user"". apa Halodoc gak ada SOP untuk dokter2 nya? kl tergantung keinginan user apa guna nya saya konsultasi? bukannya untuk dokter memberikan dosis yg tepat?",1,"Hari ini chat dengan Dr Elvi spesialis THT, diberikan obat untuk 10 strip (1 stripnya isi 10 tablet), dan obat untuk 8 strip (isi 1 stripnya 8 tablet), pas ditanya ""apa ga salah?"" karena jika ditotal maka saya diberikan 164 tablet dan jawabannya cuma ""itu bisa tergantung keinginan user"". apa Halodoc gak ada SOP untuk dokter2 nya? kl tergantung keinginan user apa guna nya saya konsultasi? bukannya untuk dokter memberikan dosis yg tepat?","Today chat with Dr. Elvi Specialist ENT, given medicine for 10 strips (1 strip contains 10 tablets), and medicine for 8 strips (contents 1 strip 8 tablets), when asked ""is not wrong?"" Because if totaled, I was given 164 tablets and the answer was only ""it can depend on the user's wishes"". Is Halodoc no soup for the doctors? if it depends on what user wishes do I consult? Isn't the doctor give the right dose?",id
I wish after you go out of the App you still can continue your transaction It logged me out from my previous transaction.i was in the middle of it and i had to start all over.,5,I wish after you go out of the App you still can continue your transaction It logged me out from my previous transaction.i was in the middle of it and i had to start all over.,I wish after you go out of the App you still can continue your transaction It logged me out from my previous transaction.i was in the middle of it and i had to start all over.,en
"Halodoc is the best compare to others similiar app without ""H""",5,"Halodoc is the best compare to others similiar app without ""H""","Halodoc is the best compare to others similiar app without ""H""",en
"Aplikasi tidak memiliki fitur status pembayaran di profile. Live Agent lama mebalas keluhan, begitupula dengan e-mail. Rasanya bagaikan dirampok, akibat ketidakjelasan status pembayaran paket sehat, yang meskipun sudah dibayar akan tetapi tidak bisa digunakan. Jangan download. Pindah aja tuh ke sebelah.",1,"Aplikasi tidak memiliki fitur status pembayaran di profile. Live Agent lama mebalas keluhan, begitupula dengan e-mail. Rasanya bagaikan dirampok, akibat ketidakjelasan status pembayaran paket sehat, yang meskipun sudah dibayar akan tetapi tidak bisa digunakan. Jangan download. Pindah aja tuh ke sebelah.","The application does not have a payment status feature on the profile. The old live agent replied to complaints, as well as e-mail. It feels like it is robbed, due to the unclear payment status of a healthy package, which although it has been paid but cannot be used. Don't download. Just move to the next.",id
Bagus. Pilihan saya utk beli obat,5,Bagus. Pilihan saya utk beli obat,Good. My choice to buy medicine,id
"sudah pilih paket pengobatan, sudah terdebet 99rb.. lalu tidak bisa digunakan dan tidak masuk ke riwayat transaksi. CS pun tidak tahu jika ada kendala tersebut. bagaimana mau sehat?",1,"sudah pilih paket pengobatan, sudah terdebet 99rb.. lalu tidak bisa digunakan dan tidak masuk ke riwayat transaksi. CS pun tidak tahu jika ada kendala tersebut. bagaimana mau sehat?","Already selecting the treatment package, 99rb has been debited ... then it cannot be used and does not enter the transaction history. CS doesn't know if there are these obstacles. How do you want to be healthy?",id
"Mempermudah semua proses dr mulai konsultasi, resep, beli obat, payment. plus ada manfaat langsung ketika nyambung dengan asuransi. Cuman satu yg perlu dioptimalin..scan toko terdekat, masih suka dapet yg jauh2..entah gps atau memang cabangnya yg ngelink dg halo doc masih sedikit dan jauh ya..",5,"Mempermudah semua proses dr mulai konsultasi, resep, beli obat, payment. plus ada manfaat langsung ketika nyambung dengan asuransi. Cuman satu yg perlu dioptimalin..scan toko terdekat, masih suka dapet yg jauh2..entah gps atau memang cabangnya yg ngelink dg halo doc masih sedikit dan jauh ya..","Make it easier for all DR processes to start consultation, recipes, buy medicine, payment. Plus there are direct benefits when connected to insurance. Only one thing that needs to be optimized ... the nearest shop, still like to get a far away ... whether GPS or indeed the branch that is ngippit with hello doc is still a little and far away huh ..",id
Memudahkan membeli obat ketika kondisi pandrmi seperti saat ini,5,Memudahkan membeli obat ketika kondisi pandrmi seperti saat ini,Make it easy to buy drugs when Pandrmi conditions like today,id
"Mudah sekali penggunaannya, memudahkan konsultasi dengan dokter dan pemesanan obat.",5,"Mudah sekali penggunaannya, memudahkan konsultasi dengan dokter dan pemesanan obat.","It's easy to use, facilitate consultation with a doctor and ordering drugs.",id
Asli keren ini aplikasi. Extremely helpful. Baru nyoba karena diinfo temen. Barangnya sampe paling lama 1 jam. Rata2 lebih cepet dari 1 jam. Dipertahankan ya kualitasnya.,5,Asli keren ini aplikasi. Extremely helpful. Baru nyoba karena diinfo temen. Barangnya sampe paling lama 1 jam. Rata2 lebih cepet dari 1 jam. Dipertahankan ya kualitasnya.,Original Cool This Application. Extremely Helpful. Just tried because it was informed by a friend. The item until a maximum of 1 hour. The average is faster than 1 hour. Maintained yes quality.,id
Super helpful. Thank you very much. Having this app is a must for everyone I guess.,5,Super helpful. Thank you very much. Having this app is a must for everyone I guess.,Super helpful. Thank you very much. Having this app is a must for everyone I guess.,en
Keren sih ini dibanding alodokter bapuk,5,Keren sih ini dibanding alodokter bapuk,This is cool compared to Alodokter Bapuk,id
"Alangkah lebih baiknya kalau rating dokter dibuat bintang seperti ini, agak menyulitkan kalau pilihannya cuma Bagus dan Buruk. Karena ada juga dokter yang membantu tapi secara pelayanan kurang memuaskan, enggak adil kalau dibilang Buruk.",5,"Alangkah lebih baiknya kalau rating dokter dibuat bintang seperti ini, agak menyulitkan kalau pilihannya cuma Bagus dan Buruk. Karena ada juga dokter yang membantu tapi secara pelayanan kurang memuaskan, enggak adil kalau dibilang Buruk.","It would be better if the doctor's rating was made by stars like this, rather difficult if the choice was only good and bad. Because there are also doctors who help but in terms of service are not satisfactory, not fair if said to be bad.",id
Very useful apps,5,Very useful apps,Very useful apps,en
"TOKO OBAT TIDAK MENYEDIAKAN KETERSEDIAAN OBAT, SEHINGGA BISA DIPESAN DAN DIBAYAR TAPI OBATNYA TIDAK DATANG",1,"TOKO OBAT TIDAK MENYEDIAKAN KETERSEDIAAN OBAT, SEHINGGA BISA DIPESAN DAN DIBAYAR TAPI OBATNYA TIDAK DATANG","The drug store does not provide drug availability, so it can be ordered and paid but the medicine does not come",id
